index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,13/08/2021,Brentford,Arsenal,2,0,4,3.4,1.95,0.5,1.75,2.05
1,14/08/2021,Man United,Leeds,5,1,1.53,4.5,5.75,-1,2.05,1.75
2,14/08/2021,Burnley,Brighton,1,2,3.1,3.1,2.45,0.25,1.79,2.15
3,14/08/2021,Chelsea,Crystal Palace,3,0,1.25,5.75,13,-1.5,2.05,1.75
4,14/08/2021,Everton,Southampton,3,1,1.9,3.5,4,-0.5,2.05,1.88
5,14/08/2021,Leicester,Wolves,1,0,1.66,3.8,5.25,-0.75,2.02,1.91
6,14/08/2021,Watford,Aston Villa,3,2,3.1,3.2,2.37,0.25,2.02,1.91
7,14/08/2021,Norwich,Liverpool,0,3,9,5.75,1.3,1.25,1.85,2.08
8,15/08/2021,Newcastle,West Ham,2,4,3.2,3.5,2.2,0.25,2.01,1.92
9,15/08/2021,Tottenham,Man City,1,0,5.5,4.2,1.6,1,1.84,2.09
10,21/08/2021,Liverpool,Burnley,2,0,1.18,7.5,13,-1.75,1.95,1.98
11,21/08/2021,Aston Villa,Newcastle,2,0,1.8,3.75,4.33,-0.5,1.85,2.08
12,21/08/2021,Crystal Palace,Brentford,0,0,2.55,3.2,2.87,0,1.85,2.08
13,21/08/2021,Leeds,Everton,2,2,2.37,3.4,3,-0.25,1.86,2.07
14,21/08/2021,Man City,Norwich,5,0,1.08,11,26,-2.5,2,1.8
15,21/08/2021,Brighton,Watford,2,0,1.7,3.5,5.75,-0.75,2.02,1.91
16,22/08/2021,Southampton,Man United,1,1,5.5,4.2,1.57,1,1.89,2.04
17,22/08/2021,Wolves,Tottenham,0,1,3.2,3.2,2.35,0,2.03,1.9
18,22/08/2021,Arsenal,Chelsea,0,2,4.75,3.75,1.72,0.5,2.02,1.91
19,23/08/2021,West Ham,Leicester,4,1,2.5,3.5,2.75,-0.25,2.14,1.8
20,28/08/2021,Man City,Arsenal,5,0,1.25,6,12,-1.5,2.02,1.77
21,28/08/2021,Aston Villa,Brentford,1,1,1.95,3.6,3.8,-0.5,2.09,1.84
22,28/08/2021,Brighton,Everton,0,2,2.3,3.2,3.3,-0.25,1.99,1.94
23,28/08/2021,Newcastle,Southampton,2,2,2.5,3.4,2.8,-0.25,2.05,1.75
24,28/08/2021,Norwich,Leicester,1,2,4.5,3.5,1.85,0.5,2.03,1.9
25,28/08/2021,West Ham,Crystal Palace,2,2,1.55,4,6.5,-1,2.05,1.88
26,28/08/2021,Liverpool,Chelsea,1,1,2.45,3.3,2.9,-0.25,2.1,1.83
27,29/08/2021,Burnley,Leeds,1,1,3.1,3.5,2.25,0.25,1.96,1.94
28,29/08/2021,Tottenham,Watford,1,0,1.36,4.75,9,-1.25,2.09,1.84
29,29/08/2021,Wolves,Man United,0,1,5,3.5,1.75,0.75,1.91,2.02
30,11/09/2021,Crystal Palace,Tottenham,3,0,4.2,3.5,1.9,0.5,1.75,2.05
31,11/09/2021,Arsenal,Norwich,1,0,1.5,4.6,6,-1.5,2.1,1.7
32,11/09/2021,Brentford,Brighton,0,1,2.8,3.2,2.62,0,2.13,1.81
33,11/09/2021,Leicester,Man City,0,1,6,4,1.57,1,1.75,2.05
34,11/09/2021,Man United,Newcastle,4,1,1.18,7.5,15,-2,1.99,1.94
35,11/09/2021,Southampton,West Ham,0,0,2.9,3.5,2.4,0.25,1.9,2.03
36,11/09/2021,Watford,Wolves,0,2,3.4,3.2,2.25,0.25,1.98,1.95
37,11/09/2021,Chelsea,Aston Villa,3,0,1.28,5.5,11,-1.5,2.01,1.92
38,12/09/2021,Leeds,Liverpool,0,3,4.33,4,1.75,0.75,2.09,1.84
39,13/09/2021,Everton,Burnley,3,1,1.7,3.75,5,-0.75,2.05,1.88
40,17/09/2021,Newcastle,Leeds,1,1,3,3.6,2.3,0.25,1.96,1.97
41,18/09/2021,Wolves,Brentford,0,2,1.83,3.25,5,-0.5,1.81,2.13
42,18/09/2021,Burnley,Arsenal,0,1,3.8,3.6,1.95,0.5,1.9,2.03
43,18/09/2021,Liverpool,Crystal Palace,3,0,1.2,7,13,-1.75,2.02,1.77
44,18/09/2021,Man City,Southampton,0,0,1.12,9.5,17,-2,1.87,2.06
