index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,13/08/2021,Valencia,Getafe,1,0,2.55,3,3.1,-0.25,2.06,1.87
1,14/08/2021,Cadiz,Levante,1,1,2.8,3.25,2.6,0.25,1.89,2.04
2,14/08/2021,Mallorca,Betis,1,1,3.3,3.4,2.2,0,1.79,2.15
3,14/08/2021,Alaves,Real Madrid,1,4,7,4.75,1.44,1,1.87,2.06
4,14/08/2021,Osasuna,Espanol,0,0,2.25,3.2,3.4,0,1.87,2.06
5,15/08/2021,Celta,Ath Madrid,1,2,4.2,3.4,1.9,0.25,2.05,1.88
6,15/08/2021,Barcelona,Sociedad,4,2,1.72,4,4.5,-0.75,1.88,2.05
7,15/08/2021,Sevilla,Vallecano,3,0,1.44,4.2,8,-1.25,2.11,1.82
8,16/08/2021,Villarreal,Granada,0,0,1.53,4.2,6.5,-1,1.94,1.99
9,16/08/2021,Elche,Ath Bilbao,0,0,3.8,3.3,2.05,0.25,2.04,1.89
10,20/08/2021,Betis,Cadiz,1,1,1.5,4.2,7,-1,1.95,1.98
11,21/08/2021,Alaves,Mallorca,0,1,2.25,3.2,3.4,-0.25,1.97,1.96
12,21/08/2021,Espanol,Villarreal,0,0,3.1,3.4,2.3,0,2.11,1.82
13,21/08/2021,Granada,Valencia,1,1,2.45,3.4,2.87,0,1.89,2.04
14,21/08/2021,Ath Bilbao,Barcelona,1,1,4,3.75,1.85,0.75,1.9,2.03
15,22/08/2021,Sociedad,Vallecano,1,0,1.44,4.33,7.5,-1.25,2.1,1.83
16,22/08/2021,Ath Madrid,Elche,1,0,1.22,5.75,17,-1.5,1.99,1.94
17,22/08/2021,Levante,Real Madrid,3,3,5,4.33,1.6,1,1.86,2.07
18,23/08/2021,Getafe,Sevilla,0,1,3.5,3.2,2.2,0.25,1.76,2.19
19,23/08/2021,Osasuna,Celta,0,0,2.62,3.25,2.75,0,1.83,2.1
20,27/08/2021,Mallorca,Espanol,1,0,2.6,2.9,3.1,0,1.96,1.97
21,27/08/2021,Valencia,Alaves,3,0,1.75,3.6,4.75,-0.75,1.99,1.94
22,28/08/2021,Celta,Ath Bilbao,0,1,2.4,3.2,3.1,-0.25,2.09,1.84
23,28/08/2021,Elche,Sevilla,1,1,5,3.6,1.72,0.75,1.75,2.05
24,28/08/2021,Sociedad,Levante,1,0,1.53,4.2,6,-1,1.85,2.08
25,28/08/2021,Betis,Real Madrid,0,1,4.2,3.8,1.8,0.5,2.01,1.92
26,29/08/2021,Barcelona,Getafe,2,1,1.4,4.75,7.5,-1.25,1.88,2.05
27,29/08/2021,Cadiz,Osasuna,2,3,3.2,3,2.45,0.25,1.88,2.05
28,29/08/2021,Vallecano,Granada,4,0,2.55,3.2,2.87,-0.25,1.83,2.1
29,29/08/2021,Ath Madrid,Villarreal,2,2,1.75,3.4,5.25,-0.75,1.88,2.05
30,11/09/2021,Levante,Vallecano,1,1,2.1,3.4,3.5,-0.25,1.95,1.98
31,11/09/2021,Ath Bilbao,Mallorca,2,0,1.72,3.6,5.25,-0.75,2.02,1.91
32,12/09/2021,Espanol,Ath Madrid,1,2,4.33,3.3,1.9,0.5,2.05,1.88
33,12/09/2021,Osasuna,Valencia,1,4,2.4,3.2,3.1,-0.25,1.97,1.96
34,12/09/2021,Cadiz,Sociedad,0,2,5,3.6,1.75,0.75,2.05,1.88
35,12/09/2021,Real Madrid,Celta,5,2,1.36,5.25,8,-1.25,2,1.93
36,13/09/2021,Getafe,Elche,0,1,1.8,3.4,4.75,-0.75,2.09,1.84
37,13/09/2021,Granada,Betis,1,2,3.1,3.25,2.37,0.25,1.88,2.05
38,17/09/2021,Celta,Cadiz,1,2,1.45,4.33,7,-1.25,2.06,1.87
39,18/09/2021,Vallecano,Getafe,3,0,2.37,2.9,3.4,-0.25,2.17,1.77
40,18/09/2021,Ath Madrid,Ath Bilbao,0,0,1.65,3.6,6,-0.75,1.91,2.02
41,18/09/2021,Elche,Levante,1,1,2.4,3.1,3.2,-0.25,2.05,1.88
42,18/09/2021,Alaves,Osasuna,0,2,3.1,3,2.55,0.25,1.85,2.08
43,19/09/2021,Mallorca,Villarreal,0,0,3.5,3,2.3,0.25,1.99,1.94
