spread,home spread odds,away spread odds,home team win odds,draw odds,away team win odds,date,team1,team2,team1Home,team1 final score,team 2 final score,label,Home goals,Away goals,Home Expected goals (xG),Away Expected goals (xG),Home Total shots,Away Total shots,Home Shots on target,Away Shots on target,Home Ball possession,Away Ball possession,Home Big chances,Away Big chances,Home Touches in opposition box,Away Touches in opposition box,Home goals against,Away goals against,Home Expected goals (xG) against,Away Expected goals (xG) against,Home Total shots against,Away Total shots against,Home Shots on target against,Away Shots on target against,Home Ball possession against,Away Ball possession against,Home Big chances against,Away Big chances against,Home Touches in opposition box against,Away Touches in opposition box against,Home Points Earned,Away Points Earned,Home Total shots average/goals average,Away Total shots average/goals average,Home Shots on target average/goals average,Away Shots on target average/goals average,Home Total shots against average/goals against average,Away Total shots against average/goals against average,Home Shots on target against average/goals against average,Away Shots on target against average/goals against average
-0.25,1.75,2.05,2,3.3,3.75,2024-08-18T15:00:00.000Z,10249,9848,True,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,1.75,2.05,2,3.3,3.75,2024-08-18T15:00:00.000Z,10249,9848,True,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,1.84,2.09,2.1,3.3,3.7,2024-08-18T15:00:00.000Z,9830,9941,False,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.25,1.86,2.07,1.36,4.75,9,2024-08-24T17:00:00.000Z,8121,8639,False,0,2,0,0.0,0.39,8.0,3.0,41.0,0.0,14.0,1.0,1.23,10.0,4.0,59.0,1.0,14.0,0.0,0.0,0.0,0.1,0.25,2.0,2.1,22.0,6.0,69.0,2.0,39.0,0.0,0.07,2.0,0.0,31.0,0.0,11.0,3.0,0.091,0.333,0.0,0.0
0.5,1.96,1.97,4,3.3,2,2024-09-01T15:00:00.000Z,8121,9831,True,1,4,0,1.0,0.995,10.0,2.5,56.5,1.0,24.0,1.5,1.47,15.5,5.0,43.5,3.0,21.5,0.5,0.1,0.4,0.097,0.3,0.0,0.485,7.0,2.5,38.5,1.5,10.5,1.5,1.055,10.5,5.0,61.5,1.5,25.0,0.0,0.0,0.0,0.143,0.3
0,2.08,1.85,2.75,3.3,2.6,2024-09-01T15:00:00.000Z,8583,9746,False,1,3,0,1.0,1.535,14.0,5.0,55.0,3.0,23.5,1.5,1.075,9.0,3.5,45.0,1.0,22.5,1.5,0.071,0.2,0.167,0.429,1.5,1.295,9.5,3.5,32.5,1.5,13.5,2.0,1.99,17.0,7.5,67.5,4.5,26.0,1.5,0.158,0.429,0.118,0.267
0.25,1.98,1.95,2.9,3.5,2.38,2024-09-01T15:00:00.000Z,9837,9851,True,2,1,2,2.0,1.57,18.0,6.5,44.0,2.5,34.0,1.5,1.39,13.5,3.5,56.0,2.5,25.5,1.5,0.111,0.308,0.111,0.429,1.0,0.475,7.5,1.5,32.5,0.5,13.5,2.0,2.635,21.5,8.5,67.5,4.0,35.5,0.5,0.133,0.667,0.093,0.235
-0.75,1.75,2.05,1.7,3.8,5.25,2024-09-15T15:00:00.000Z,8121,9848,False,1,1,1,0.333,0.797,9.333,4.0,43.667,1.333,16.0,2.333,1.45,11.667,6.333,56.333,2.667,24.667,0.0,0.036,0.083,0.2,0.368,2.333,1.45,12.333,5.667,56.667,3.0,17.667,2.0,1.807,14.0,7.333,43.333,3.667,26.333,1.333,0.189,0.412,0.143,0.273
-0.5,1.94,1.99,1.8,3.6,4.5,2024-09-15T15:00:00.000Z,9746,9941,False,0,2,0,2.0,1.783,13.667,5.0,38.0,2.333,19.333,1.667,1.52,13.667,6.0,62.0,3.333,19.333,2.0,0.146,0.4,0.122,0.278,0.667,1.227,10.0,3.333,40.0,2.0,19.0,1.333,0.863,11.0,3.0,60.0,1.0,24.667,0.667,0.067,0.2,0.121,0.444
-0.25,2.11,1.82,2.38,3.4,3,2024-09-15T15:00:00.000Z,9830,9837,True,1,2,0,1.333,0.78,8.667,3.333,39.333,1.667,13.667,1.667,2.02,18.667,7.333,60.667,3.0,31.667,1.333,0.154,0.4,0.089,0.227,1.667,1.13,9.333,3.667,37.333,1.667,19.0,0.333,1.247,11.333,4.333,62.667,2.0,26.667,2.333,0.179,0.455,0.029,0.077
