wins,draws,losses,Points Earned,goals,goals against,Expected goals (xG),Expected goals (xG) against,Ball possession,Total shots,Shots on target,Total shots against,Shots on target against,goal diff,id
10,6,18,36.0,32.0,53.0,36.24,58.26,1390.0,317.0,98.0,483.0,194.0,-21.0,8121
11,9,14,42.0,48.0,51.0,41.76,58.48,1444.0,380.0,154.0,453.0,175.0,-3.0,8583
15,5,14,50.0,52.0,59.0,45.84,59.26,1647.0,418.0,164.0,414.0,144.0,-7.0,8521
10,4,20,34.0,40.0,71.0,42.64,64.56,1463.0,349.0,113.0,488.0,182.0,-31.0,9746
15,7,12,52.0,42.0,39.0,53.57,46.09,1838.0,489.0,158.0,378.0,145.0,3.0,8588
17,9,8,60.0,52.0,36.0,55.66,43.46,1968.0,434.0,166.0,337.0,129.0,16.0,8639
17,6,11,57.0,65.0,46.0,61.28,46.62,1924.0,444.0,185.0,450.0,173.0,19.0,9748
20,5,9,65.0,74.0,47.0,65.05,45.97,2162.0,491.0,204.0,326.0,137.0,27.0,8592
18,7,9,61.0,63.0,41.0,74.42,35.21,1871.0,500.0,191.0,336.0,131.0,22.0,9829
4,4,26,16.0,23.0,79.0,35.32,64.51,1530.0,375.0,118.0,532.0,203.0,-56.0,10249
8,12,14,36.0,39.0,52.0,39.77,56.61,1358.0,350.0,126.0,427.0,152.0,-13.0,9830
17,9,8,60.0,66.0,41.0,63.11,40.32,1616.0,492.0,194.0,459.0,164.0,25.0,9831
26,6,2,84.0,92.0,35.0,89.77,31.27,2328.0,635.0,284.0,312.0,104.0,57.0,9847
8,9,17,33.0,33.0,47.0,37.87,58.91,1493.0,395.0,113.0,501.0,186.0,-14.0,9837
13,2,19,41.0,51.0,50.0,49.35,46.41,1735.0,431.0,164.0,376.0,140.0,1.0,9851
8,6,20,30.0,39.0,77.0,37.55,77.15,1609.0,370.0,121.0,551.0,217.0,-38.0,9853
16,9,9,57.0,56.0,44.0,48.32,56.86,1704.0,356.0,145.0,457.0,170.0,12.0,9848
11,9,14,42.0,44.0,43.0,49.5,37.07,1520.0,403.0,157.0,349.0,109.0,1.0,9941
8.471,14.824,12.706,40.235,42.353,61.412,50.929,47.224,1564.941,438.353,141.882,347.294,135.529,-19.059,8689
6.353,6.353,23.294,25.412,38.118,80.471,39.304,69.904,1774.588,319.765,112.235,533.647,213.882,-42.353,8550
8.471,8.471,19.059,33.882,46.588,65.647,47.456,61.179,1937.647,434.118,129.176,423.529,148.235,-19.059,6379
