index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,11/08/2023,Almeria,Vallecano,0,2,2.45,3.3,2.9,0,1.85,2.08
1,11/08/2023,Sevilla,Valencia,1,2,1.91,3.5,4.2,-0.5,1.94,1.99
2,12/08/2023,Sociedad,Girona,1,1,1.62,4,5.25,-0.75,2.05,1.75
3,12/08/2023,Las Palmas,Mallorca,1,1,2.4,3,3.3,-0.25,2.18,1.77
4,12/08/2023,Ath Bilbao,Real Madrid,0,2,3.3,3.5,2.15,0.25,1.99,1.94
5,13/08/2023,Celta,Osasuna,0,2,2.05,3.2,3.9,-0.25,1.82,2.08
6,13/08/2023,Villarreal,Betis,1,2,1.75,4,4.2,-0.75,1.94,1.96
7,13/08/2023,Getafe,Barcelona,0,0,6.5,3.8,1.57,1,1.89,2.01
8,14/08/2023,Cadiz,Alaves,1,0,2.2,3,3.75,-0.25,1.96,1.97
9,14/08/2023,Ath Madrid,Granada,3,1,1.3,5.5,9.5,-1.5,1.98,1.95
10,18/08/2023,Mallorca,Villarreal,0,1,2.8,3.2,2.6,0,1.96,1.97
11,18/08/2023,Valencia,Las Palmas,1,0,1.57,3.9,6,-1,2.13,1.81
12,19/08/2023,Sociedad,Celta,1,1,1.73,3.4,5.5,-0.75,1.92,2.01
13,19/08/2023,Almeria,Real Madrid,1,3,8,4.75,1.4,1.25,1.97,1.96
14,19/08/2023,Osasuna,Ath Bilbao,0,2,2.9,3,2.63,0,1.97,1.96
15,20/08/2023,Girona,Getafe,3,0,2.05,3.1,4,-0.5,1.98,1.95
16,20/08/2023,Barcelona,Cadiz,2,0,1.2,7,13,-1.75,2.05,1.75
17,20/08/2023,Betis,Ath Madrid,0,0,3.8,3.4,2,0.5,1.84,2.09
18,21/08/2023,Alaves,Sevilla,4,3,3.3,3.1,2.35,0.25,1.82,2.11
19,21/08/2023,Granada,Vallecano,0,2,2.75,3,2.8,0,2.03,1.9
20,25/08/2023,Las Palmas,Sociedad,0,0,4.33,3.1,2,0.5,1.97,1.96
21,25/08/2023,Celta,Real Madrid,0,1,4.75,3.9,1.7,0.75,1.73,2.08
22,26/08/2023,Cadiz,Almeria,1,1,2.25,3.2,3.3,-0.25,1.85,2.08
23,26/08/2023,Granada,Mallorca,3,2,2.6,3,3,0,1.87,2.06
24,26/08/2023,Sevilla,Girona,1,2,2.05,3.4,3.6,-0.5,1.94,1.99
25,27/08/2023,Villarreal,Barcelona,3,4,3.6,3.5,2,0.5,1.75,2.05
26,27/08/2023,Valencia,Osasuna,1,2,1.91,3.4,4,-0.75,2.08,1.85
27,27/08/2023,Ath Bilbao,Betis,4,2,1.85,3.5,4.2,-0.5,1.98,1.95
28,28/08/2023,Getafe,Alaves,1,0,2.2,2.88,3.8,-0.25,2.14,1.8
29,28/08/2023,Vallecano,Ath Madrid,0,7,4.2,3.3,1.95,0.5,1.84,2.09
30,01/09/2023,Cadiz,Villarreal,3,1,3.4,3.4,2.15,0.25,1.95,1.98
31,01/09/2023,Almeria,Celta,2,3,2.8,3.4,2.5,0,2.09,1.84
32,02/09/2023,Sociedad,Granada,5,3,1.44,4.5,7,-1.25,2.05,1.88
33,02/09/2023,Real Madrid,Getafe,2,1,1.33,5.25,9.5,-1.25,1.92,2.01
34,02/09/2023,Alaves,Valencia,1,0,2.9,2.88,2.75,0.25,1.78,2.16
35,02/09/2023,Betis,Vallecano,1,0,1.95,3.4,4,-0.5,2.1,1.83
36,03/09/2023,Girona,Las Palmas,1,0,1.67,3.8,5.25,-0.75,1.97,1.96
37,03/09/2023,Mallorca,Ath Bilbao,0,0,3.3,3,2.38,0.25,1.7,2.1
38,03/09/2023,Osasuna,Barcelona,1,2,5.25,4,1.65,1,2.08,1.85
39,15/09/2023,Vallecano,Alaves,2,0,2,3.25,4,-0.5,2.06,1.87
40,16/09/2023,Ath Bilbao,Cadiz,3,0,1.53,4,7,-1,2.08,1.85
41,16/09/2023,Valencia,Ath Madrid,3,0,3.8,3.3,2.05,0.25,1.95,1.98
42,16/09/2023,Celta,Mallorca,0,1,2,3.1,4.33,-0.5,2.11,1.82
43,16/09/2023,Barcelona,Betis,5,0,1.36,5.25,7.5,-1.5,1.86,2.07
44,17/09/2023,Getafe,Osasuna,3,2,2.63,3,3,0,1.81,2.13
45,17/09/2023,Villarreal,Almeria,2,1,1.44,4.5,7,-1.25,2.09,1.84
46,17/09/2023,Sevilla,Las Palmas,1,0,1.62,4,5.5,-1,2.01,1.92
47,17/09/2023,Real Madrid,Sociedad,2,1,1.65,4,5,-0.75,1.98,1.95
48,18/09/2023,Granada,Girona,2,4,2.63,3.5,2.6,0.25,1.84,2.09
49,22/09/2023,Alaves,Ath Bilbao,0,2,4.2,3,2.05,0.5,1.83,2.1
50,23/09/2023,Girona,Mallorca,5,3,1.85,3.5,4.2,-0.5,1.89,2.01
51,23/09/2023,Osasuna,Sevilla,0,0,2.6,3.1,2.88,-0.25,2.07,1.83
52,23/09/2023,Barcelona,Celta,3,2,1.29,6,9,-1.75,1.88,2.02
53,23/09/2023,Almeria,Valencia,2,2,3,3.6,2.3,0,1.95,1.95
54,24/09/2023,Sociedad,Getafe,4,3,1.53,3.8,7,-0.75,2.01,1.92
