spread,home spread odds,away spread odds,home team win odds,draw odds,away team win odds,date,team1,team2,team1Home,team1 final score,team 2 final score,label,Home goals,Away goals,Home Expected goals (xG),Away Expected goals (xG),Home Total shots,Away Total shots,Home Shots on target,Away Shots on target,Home Ball possession,Away Ball possession,Home Big chances,Away Big chances,Home Touches in opposition box,Away Touches in opposition box,Home goals against,Away goals against,Home Expected goals (xG) against,Away Expected goals (xG) against,Home Total shots against,Away Total shots against,Home Shots on target against,Away Shots on target against,Home Ball possession against,Away Ball possession against,Home Big chances against,Away Big chances against,Home Touches in opposition box against,Away Touches in opposition box against,Home Points Earned,Away Points Earned,Home Total shots average/goals average,Away Total shots average/goals average,Home Shots on target average/goals average,Away Shots on target average/goals average,Home Total shots against average/goals against average,Away Total shots against average/goals against average,Home Shots on target against average/goals against average,Away Shots on target against average/goals against average
1.25,1.97,1.96,8,4.75,1.4,2023-08-19T17:30:00.000Z,9865,8633,True,1,3,0,2.0,0.99,14.0,8.0,54.0,1.0,0.0,0.0,0.45,7.0,1.0,46.0,1.0,0.0,3.0,0.143,0.25,0.0,0.0,0.0,1.39,19.0,5.0,60.0,2.0,0.0,2.0,2.07,10.0,4.0,40.0,2.0,0.0,0.0,0.0,0.0,0.2,0.5
1.25,1.97,1.96,8,4.75,1.4,2023-08-19T17:30:00.000Z,9865,8633,True,1,3,0,2.0,0.99,14.0,8.0,54.0,1.0,0.0,0.0,0.45,7.0,1.0,46.0,1.0,0.0,3.0,0.143,0.25,0.0,0.0,0.0,1.39,19.0,5.0,60.0,2.0,0.0,2.0,2.07,10.0,4.0,40.0,2.0,0.0,0.0,0.0,0.0,0.2,0.5
-0.25,1.85,2.08,2.25,3.2,3.3,2023-08-26T17:00:00.000Z,9865,8385,False,1,1,1,0.5,1.365,19.5,6.5,51.5,2.5,0.0,2.5,2.065,17.5,6.5,48.5,3.0,0.0,0.0,0.026,0.077,0.143,0.385,0.5,0.905,11.0,2.0,34.5,1.0,0.0,1.0,1.865,17.0,6.0,65.5,3.0,0.0,1.5,0.045,0.25,0.059,0.167
0,2.09,1.84,2.8,3.4,2.5,2023-09-01T20:00:00.000Z,9865,9910,True,2,3,0,0.333,1.123,13.667,3.667,45.333,1.667,0.0,1.333,1.007,10.667,3.333,54.667,2.333,0.0,0.333,0.024,0.091,0.125,0.4,0.667,0.997,14.667,5.0,50.333,1.667,0.0,2.0,1.903,15.333,5.333,49.667,2.333,0.0,0.333,0.045,0.133,0.13,0.375
-1.25,2.09,1.84,1.44,4.5,7,2023-09-17T14:15:00.000Z,9865,10205,False,1,2,0,1.0,1.492,15.0,5.0,53.5,2.75,0.0,2.25,1.812,15.0,6.0,46.5,2.25,0.0,0.25,0.067,0.2,0.15,0.375,1.5,1.272,13.25,4.25,55.0,2.0,0.0,2.25,1.652,14.75,5.25,45.0,2.0,0.0,0.75,0.113,0.353,0.153,0.429
0,1.95,1.95,3,3.6,2.3,2023-09-23T19:00:00.000Z,9865,10267,True,2,2,1,1.4,1.274,11.2,4.6,49.2,2.6,0.0,0.8,0.874,8.2,2.0,50.8,1.6,0.0,1.8,0.125,0.304,0.098,0.4,1.0,1.496,15.4,5.4,50.2,2.8,4.2,2.2,1.63,14.0,5.6,49.8,2.4,6.2,0.2,0.065,0.185,0.157,0.393
-0.75,1.93,1.97,1.67,3.8,5,2023-09-26T17:00:00.000Z,9865,8302,False,1,5,0,1.4,1.752,15.0,6.4,50.4,3.4,4.2,2.2,1.368,13.4,5.8,49.6,2.4,6.2,0.4,0.093,0.219,0.164,0.379,1.2,1.108,16.6,4.2,54.6,1.6,6.6,1.6,1.426,12.4,3.4,45.4,2.8,6.967,0.8,0.072,0.286,0.129,0.471
-0.5,1.95,1.95,1.95,3.6,3.75,2023-10-01T12:00:00.000Z,9865,7878,True,3,3,1,1.8,1.124,10.0,4.4,42.6,1.8,0.0,2.6,1.838,12.2,4.8,57.4,3.4,0.0,0.8,0.18,0.409,0.213,0.542,1.4,1.84,13.0,5.0,52.4,3.2,5.04,2.6,1.4,12.0,5.8,47.6,2.6,7.44,0.4,0.108,0.28,0.217,0.448
-1.5,1.85,2.05,1.36,5,8,2023-10-06T19:00:00.000Z,9865,8315,False,0,3,0,1.8,2.372,15.4,5.6,52.6,3.8,10.04,3.0,1.662,13.6,6.0,47.4,3.0,15.04,0.4,0.117,0.321,0.221,0.5,1.4,1.556,13.6,4.4,57.4,2.8,5.8,1.0,0.93,9.8,4.2,42.6,1.8,3.6,1.6,0.103,0.318,0.102,0.238
-1.25,1.78,2.03,1.45,4.5,7,2023-10-22T14:15:00.000Z,9865,7732,False,2,5,0,1.4,1.796,13.0,4.8,48.2,2.6,10.84,3.0,1.738,15.4,6.2,51.8,3.2,25.44,0.4,0.108,0.292,0.195,0.484,2.4,2.184,17.2,6.0,57.4,3.8,25.6,1.8,1.63,12.6,4.4,42.6,2.8,19.8,2.4,0.14,0.4,0.143,0.409
