index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,09/08/2024,Blackburn,Derby,4,2,2.2,3.5,3.1,-0.25,1.85,2.05
1,09/08/2024,Preston,Sheffield United,0,2,3.1,3.4,2.25,0.25,1.92,1.98
2,10/08/2024,Cardiff,Sunderland,0,2,2.8,3.3,2.5,0,2.11,1.79
3,10/08/2024,Hull,Bristol City,1,1,2.63,3.25,2.63,0,1.99,1.91
4,10/08/2024,Leeds,Portsmouth,3,3,1.36,5,8,-1.75,1.92,1.98
5,10/08/2024,Middlesbrough,Swansea,1,0,1.8,3.5,4.33,-0.75,1.84,2.06
6,10/08/2024,Millwall,Watford,2,3,2.3,3.25,3.25,-0.25,2.06,1.84
7,10/08/2024,Oxford,Norwich,2,0,3,3.6,2.2,0.25,1.86,2.04
8,10/08/2024,QPR,West Brom,1,3,2.45,3.3,2.8,0,1.92,1.98
9,10/08/2024,Stoke,Coventry,1,0,2.45,3.6,2.7,0,1.81,2.09
10,11/08/2024,Sheffield Weds,Plymouth,4,0,1.8,3.5,4.5,-0.75,1.95,1.95
11,12/08/2024,Luton,Burnley,1,4,2.38,3.4,2.88,0,2.03,1.87
12,16/08/2024,Coventry,Oxford,3,2,1.7,3.9,4.75,-0.75,1.88,2.02
13,17/08/2024,Derby,Middlesbrough,1,0,3.5,3.5,2,0.5,1.95,1.95
14,17/08/2024,Portsmouth,Luton,0,0,3.1,3.4,2.25,0.5,1.75,2.05
15,17/08/2024,West Brom,Leeds,0,0,3.4,3.5,2.1,0.25,2.05,1.85
16,17/08/2024,Bristol City,Millwall,4,3,2,3.2,4.1,-0.5,2.07,1.83
17,17/08/2024,Burnley,Cardiff,5,0,1.45,4.2,7,-1,2.08,1.82
18,17/08/2024,Norwich,Blackburn,2,2,2,3.4,3.7,-0.25,2.1,1.7
19,17/08/2024,Plymouth,Hull,1,1,2.8,3.7,2.3,0.25,1.82,2.08
20,17/08/2024,Sheffield United,QPR,2,2,1.8,3.75,4.2,-0.75,1.95,1.95
21,17/08/2024,Swansea,Preston,3,0,1.95,3.4,3.9,-0.5,2.03,1.87
22,17/08/2024,Watford,Stoke,3,0,2.63,3.25,2.7,0,1.92,1.98
23,18/08/2024,Sunderland,Sheffield Weds,4,0,2.2,3.3,3.3,-0.25,1.9,2
24,23/08/2024,Sheffield Weds,Leeds,0,2,4.1,3.4,1.91,0.5,1.85,2.05
25,24/08/2024,Bristol City,Coventry,1,1,2.45,3.4,2.8,0,1.92,1.98
26,24/08/2024,Hull,Millwall,0,0,2.2,3.25,3.3,-0.25,2.06,1.84
27,24/08/2024,QPR,Plymouth,1,1,1.7,3.8,4.75,-0.75,1.95,1.95
28,24/08/2024,Blackburn,Oxford,2,1,1.75,3.75,4.33,-1,2.08,1.82
29,24/08/2024,Middlesbrough,Portsmouth,2,2,1.45,4.33,7,-1.75,2,1.8
30,24/08/2024,Norwich,Sheffield United,1,1,2.7,3.4,2.5,0,1.95,1.95
31,24/08/2024,Preston,Luton,1,0,3.2,3.4,2.2,0.25,1.84,2.06
32,24/08/2024,Stoke,West Brom,1,2,2.55,3.2,2.8,0,1.89,2.01
33,24/08/2024,Sunderland,Burnley,1,0,3,3.4,2.3,-0.25,2.09,1.81
34,24/08/2024,Watford,Derby,2,1,1.85,3.5,4.1,-0.5,1.9,2
35,25/08/2024,Swansea,Cardiff,1,1,1.95,3.5,3.9,-0.5,2.03,1.87
36,30/08/2024,Luton,QPR,1,2,1.91,3.5,3.7,-0.5,1.93,1.97
37,31/08/2024,Burnley,Blackburn,1,1,1.91,3.6,3.8,-0.25,1.9,2
38,31/08/2024,Cardiff,Middlesbrough,0,2,3.9,3.75,1.85,0.5,1.85,2.05
39,31/08/2024,Coventry,Norwich,0,1,1.83,3.75,4,-0.5,1.95,1.95
40,31/08/2024,Derby,Bristol City,3,0,2.9,3.25,2.4,0,2.04,1.86
41,31/08/2024,Leeds,Hull,2,0,1.33,5.25,9,-1.25,2.01,1.89
42,31/08/2024,Millwall,Sheffield Weds,3,0,2.38,3.3,2.9,-0.25,2.06,1.84
43,31/08/2024,Oxford,Preston,3,1,2.4,3.3,2.9,0,1.98,1.92
44,31/08/2024,Plymouth,Stoke,0,1,3.1,3.6,2.15,0.25,2.03,1.87
45,31/08/2024,Portsmouth,Sunderland,1,3,3.3,3.7,2.05,0.5,1.92,1.98
46,31/08/2024,West Brom,Swansea,1,0,1.8,3.5,4.5,-0.5,1.92,1.98
47,01/09/2024,Sheffield United,Watford,1,0,1.75,3.75,4.33,-0.5,1.85,2.05
48,13/09/2024,Hull,Sheffield United,0,2,3.25,3.5,2.1,0.25,1.98,1.92
49,14/09/2024,Leeds,Burnley,0,1,1.73,3.8,4.75,-1,2.06,1.84
50,14/09/2024,Millwall,Luton,0,1,2.63,3.3,2.63,-0.25,2.11,1.79
51,14/09/2024,Oxford,Stoke,1,0,3.1,3.4,2.25,0.25,1.85,2.05
52,14/09/2024,Blackburn,Bristol City,3,0,2.05,3.4,3.4,-0.25,2.05,1.85
53,14/09/2024,Derby,Cardiff,1,0,2.35,3.4,3,-0.25,1.91,1.99
54,14/09/2024,Middlesbrough,Preston,1,1,1.45,4.2,7,-1,1.91,1.99
55,14/09/2024,Plymouth,Sunderland,3,2,4.5,3.6,1.75,0.75,2.05,1.85
56,14/09/2024,Sheffield Weds,QPR,1,1,2.3,3.3,3.2,-0.25,1.97,1.93
57,14/09/2024,Swansea,Norwich,1,0,2.3,3.3,3,-0.25,2.08,1.82
58,14/09/2024,Watford,Coventry,1,1,2.6,3.4,2.7,0,1.83,2.07
59,15/09/2024,Portsmouth,West Brom,0,3,4,3.5,1.9,0.5,2,1.9
60,20/09/2024,Stoke,Hull,1,3,2.1,3.3,3.5,-0.25,1.86,2.04
61,21/09/2024,Norwich,Watford,4,1,2.15,3.5,3.2,-0.25,1.75,2.05
62,21/09/2024,QPR,Millwall,1,1,2.3,3.4,3.1,-0.25,2.08,1.82
63,21/09/2024,Sunderland,Middlesbrough,1,0,2.4,3.4,2.8,0,1.98,1.92
64,21/09/2024,Bristol City,Oxford,2,1,1.75,3.6,4.75,-0.75,2.05,1.85
65,21/09/2024,Burnley,Portsmouth,2,1,1.48,4.2,7,-1.25,2.08,1.82
66,21/09/2024,Cardiff,Leeds,0,2,5.25,4,1.62,0.75,2.07,1.83
67,21/09/2024,Coventry,Swansea,1,2,1.7,3.6,5,-0.5,1.92,1.98
68,21/09/2024,Luton,Sheffield Weds,2,1,1.9,3.5,4,-0.5,2.01,1.89
69,21/09/2024,Sheffield United,Derby,1,0,1.57,4.1,5.5,-0.75,2.03,1.87
70,21/09/2024,West Brom,Plymouth,1,0,1.38,4.5,8,-1.5,2.07,1.83
71,22/09/2024,Preston,Blackburn,0,0,2.63,3.3,2.55,0,2.1,1.8
72,27/09/2024,Plymouth,Luton,3,1,4,3.7,1.85,0.5,1.95,1.95
73,28/09/2024,Blackburn,QPR,2,0,2,3.6,3.4,-0.5,2.03,1.87
74,28/09/2024,Derby,Norwich,2,3,2.63,3.6,2.5,0,2.08,1.82
75,28/09/2024,Sheffield Weds,West Brom,3,2,3,3.4,2.3,0,1.98,1.92
76,28/09/2024,Hull,Cardiff,4,1,1.85,4.1,3.5,-0.5,1.84,2.06
77,28/09/2024,Leeds,Coventry,3,0,1.55,4.5,5,-1,2.01,1.89
78,28/09/2024,Middlesbrough,Stoke,2,0,1.6,4,5,-1,2.04,1.86
79,28/09/2024,Millwall,Preston,3,1,1.9,3.5,4,-0.5,2.01,1.89
80,28/09/2024,Oxford,Burnley,0,0,3.4,3.75,2,0.25,1.95,1.95
81,28/09/2024,Portsmouth,Sheffield United,0,0,3.75,3.9,1.85,0.75,1.83,2.07
82,28/09/2024,Watford,Sunderland,2,1,2.75,3.6,2.35,0.25,1.93,1.97
83,29/09/2024,Swansea,Bristol City,1,1,2.3,3.7,2.8,-0.25,2.05,1.75
84,01/10/2024,Burnley,Plymouth,1,0,1.42,4.75,6.5,-1.25,2.05,1.85
85,01/10/2024,Cardiff,Millwall,1,0,3,3.2,2.4,0.25,1.93,1.97
86,01/10/2024,Coventry,Blackburn,3,0,2.15,3.25,3.5,-0.25,1.73,2.08
87,01/10/2024,Luton,Oxford,2,2,1.67,3.9,4.5,-0.75,1.86,2.04
88,01/10/2024,Norwich,Leeds,1,1,3.9,3.4,1.95,0.25,2.07,1.83
89,01/10/2024,QPR,Hull,1,3,2.45,3.4,2.8,0,1.9,2
90,01/10/2024,Sunderland,Derby,2,0,1.67,3.9,4.75,-0.75,1.82,2.08
91,01/10/2024,West Brom,Middlesbrough,0,1,2.4,3.4,2.8,-0.25,2.09,1.81
92,02/10/2024,Preston,Watford,3,0,2.45,3.3,2.75,0,1.8,2.1
93,02/10/2024,Sheffield United,Swansea,1,0,1.73,3.75,4.5,-0.75,2,1.9
94,02/10/2024,Stoke,Portsmouth,6,1,1.8,3.6,4.33,-0.5,1.83,2.07
95,02/10/2024,Bristol City,Sheffield Weds,0,0,2.15,3.5,3.2,-0.25,1.83,2.07
96,04/10/2024,Sunderland,Leeds,2,2,3,3.2,2.4,0.25,1.9,2
97,05/10/2024,Burnley,Preston,0,0,1.67,3.8,5,-0.75,2.05,1.85
98,05/10/2024,Norwich,Hull,4,0,1.95,3.6,3.75,-0.5,2.05,1.85
99,05/10/2024,Portsmouth,Oxford,1,1,2.45,3.4,2.75,0,1.86,2.04
100,05/10/2024,Coventry,Sheffield Weds,1,2,1.85,3.5,4.2,-0.75,2,1.9
101,05/10/2024,Derby,QPR,2,0,2.2,3.5,3.1,-0.25,1.95,1.95
102,05/10/2024,Plymouth,Blackburn,2,1,3.1,3.7,2.1,0.25,1.93,1.97
