index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,23/08/2025,Genoa,Lecce,0,0,1.9,3.3,4.5,-0.75,2.03,1.83
1,23/08/2025,Sassuolo,Napoli,0,2,6,4,1.57,0.75,2.03,1.83
2,23/08/2025,Milan,Cremonese,1,2,1.33,5.25,9,-1.5,1.93,1.93
3,23/08/2025,Roma,Bologna,1,0,2.1,3.3,3.5,-0.25,1.88,1.98
4,24/08/2025,Cagliari,Fiorentina,1,1,3.25,3.3,2.25,0.25,1.7,2.1
5,24/08/2025,Como,Lazio,2,0,2.4,3.25,3,-0.25,1.98,1.88
6,24/08/2025,Atalanta,Pisa,1,1,1.4,5,7,-1.25,2.08,1.73
7,24/08/2025,Juventus,Parma,2,0,1.42,4.75,7.5,-1.25,2,1.85
8,25/08/2025,Udinese,Verona,1,1,1.95,3.3,4.1,-0.5,1.98,1.88
9,25/08/2025,Inter,Torino,5,0,1.42,4.75,7.5,-1.5,2.03,1.83
10,29/08/2025,Cremonese,Sassuolo,3,2,2.6,3.2,2.75,0,2.03,1.83
11,29/08/2025,Lecce,Milan,0,2,6,3.9,1.57,1,1.85,2
12,30/08/2025,Bologna,Como,1,0,2.45,3.1,3.1,0,2.03,1.83
13,30/08/2025,Parma,Atalanta,1,1,4.1,3.5,1.91,0.75,1.83,2.03
14,30/08/2025,Napoli,Cagliari,1,0,1.3,5,11,-1.25,2,1.85
15,30/08/2025,Pisa,Roma,0,1,5.25,3.6,1.7,0.75,1.9,1.95
16,31/08/2025,Genoa,Juventus,0,1,4.5,3.4,1.85,0.5,2.03,1.83
17,31/08/2025,Torino,Fiorentina,0,0,3.2,3.1,2.4,0.25,1.83,2.03
18,31/08/2025,Inter,Udinese,1,2,1.3,5.25,9.5,-1.5,1.78,2.03
19,31/08/2025,Lazio,Verona,4,0,1.48,4.33,7,-1,2.03,1.83
20,13/09/2025,Cagliari,Parma,2,0,2.15,3.2,3.6,-0.25,1.95,1.9
21,13/09/2025,Juventus,Inter,4,3,2.75,3,2.75,0,1.9,1.95
22,13/09/2025,Fiorentina,Napoli,1,3,3.5,3.1,2.25,0.5,1.88,1.98
