index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,23/08/2024,M'gladbach,Leverkusen,2,3,5.25,4.5,1.55,1,1.86,2.04
1,24/08/2024,Augsburg,Werder Bremen,2,2,2.2,3.6,3.1,0,1.88,2.05
2,24/08/2024,Freiburg,Stuttgart,3,1,3.5,3.6,2.05,0.5,1.95,1.98
3,24/08/2024,Hoffenheim,Holstein Kiel,3,2,1.65,4.5,4.5,-1,2.03,1.9
4,24/08/2024,Mainz,Union Berlin,1,1,2,3.4,3.9,-0.5,2.1,1.83
5,24/08/2024,RB Leipzig,Bochum,1,0,1.25,7,9,-2,1.99,1.94
6,24/08/2024,Dortmund,Ein Frankfurt,2,0,1.7,4.1,4.5,-0.75,1.93,2
7,25/08/2024,Wolfsburg,Bayern Munich,2,3,6.25,4.75,1.45,1.25,1.95,1.98
8,25/08/2024,St Pauli,Heidenheim,0,2,2.1,3.5,3.4,-0.5,2.02,1.91
9,30/08/2024,Union Berlin,St Pauli,1,0,1.91,3.5,4.1,-0.5,1.99,1.94
10,31/08/2024,Bochum,M'gladbach,0,2,2.6,3.6,2.6,0.25,1.86,2.07
11,31/08/2024,Ein Frankfurt,Hoffenheim,3,1,1.8,4.2,3.9,-0.75,1.75,2.05
12,31/08/2024,Holstein Kiel,Wolfsburg,0,2,3.2,3.7,2.15,0.25,1.89,2.04
13,31/08/2024,Stuttgart,Mainz,3,3,1.62,4.33,5.25,-0.75,1.87,2.06
14,31/08/2024,Werder Bremen,Dortmund,0,0,4.1,4,1.8,0.5,1.98,1.95
15,31/08/2024,Leverkusen,RB Leipzig,2,3,1.75,4.2,4.1,-0.75,1.73,2.08
16,01/09/2024,Heidenheim,Augsburg,4,0,2.38,3.5,2.9,-0.25,2.09,1.84
17,01/09/2024,Bayern Munich,Freiburg,2,0,1.2,8,11,-2,1.9,2.03
18,13/09/2024,Dortmund,Heidenheim,4,2,1.4,5.5,6.5,-1.5,1.95,1.95
19,14/09/2024,Freiburg,Bochum,2,1,1.7,3.9,5,-1,1.95,1.98
20,14/09/2024,Hoffenheim,Leverkusen,1,4,5.75,4.5,1.48,1.25,2.03,1.78
