index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,19/09/2020,Fiorentina,Torino,1,0,1.83,3.75,4.2,-0.5,1.86,2.07
1,19/09/2020,Verona,Roma,0,0,3.75,3.5,1.95,0.75,1.89,2.04
2,20/09/2020,Parma,Napoli,0,2,5.25,4.2,1.61,1,2.05,1.75
3,20/09/2020,Genoa,Crotone,4,1,1.9,3.6,4,-0.25,2.13,1.81
4,20/09/2020,Sassuolo,Cagliari,1,1,1.95,3.75,3.75,-0.75,1.84,2.09
5,20/09/2020,Juventus,Sampdoria,3,0,1.28,5.5,10.5,-1,1.72,2.07
6,21/09/2020,Milan,Bologna,2,0,1.57,4.33,5.5,-1.25,2.1,1.83
7,26/09/2020,Torino,Atalanta,2,4,4.75,4.4,1.61,1,1.77,2.02
8,26/09/2020,Cagliari,Lazio,0,2,5,4,1.66,1,1.9,2.03
9,26/09/2020,Sampdoria,Benevento,2,3,2,3.6,3.6,-0.75,1.98,1.95
10,26/09/2020,Inter,Fiorentina,4,3,1.5,4.5,6,-1,1.89,2.04
11,27/09/2020,Spezia,Sassuolo,1,4,4.75,4,1.66,0.75,1.92,2.01
12,27/09/2020,Napoli,Genoa,6,0,1.3,5.5,10,-1.75,1.83,2.1
13,27/09/2020,Verona,Udinese,1,0,2.7,3,2.8,0,1.86,2.07
14,27/09/2020,Crotone,Milan,0,2,6,4.5,1.5,1,1.75,2.05
15,27/09/2020,Roma,Juventus,2,2,3.6,3.6,2,0.25,2.03,1.9
16,28/09/2020,Bologna,Parma,4,1,1.95,3.6,3.6,-0.5,2.01,1.89
17,30/09/2020,Benevento,Inter,2,5,9,4.75,1.36,1.5,2.04,1.89
18,30/09/2020,Udinese,Spezia,0,2,1.6,3.75,5.75,-0.75,2.02,1.77
19,30/09/2020,Lazio,Atalanta,1,4,2.55,3.5,2.55,0,1.94,1.99
20,02/10/2020,Fiorentina,Sampdoria,1,2,1.61,4,5.25,-0.75,1.99,1.94
21,03/10/2020,Sassuolo,Crotone,4,1,1.4,5,7,-1,1.84,2.09
22,03/10/2020,Udinese,Roma,0,1,5,4,1.66,0.5,2.03,1.9
23,04/10/2020,Atalanta,Cagliari,5,2,1.25,6.5,10,-1.75,1.98,1.95
24,04/10/2020,Benevento,Bologna,1,0,3.1,3.6,2.2,0.25,1.82,2.11
25,04/10/2020,Lazio,Inter,1,1,3.1,3.7,2.2,0.25,1.87,2.06
26,04/10/2020,Parma,Verona,1,0,2.87,3.1,2.62,-0.25,2.01,1.92
27,04/10/2020,Milan,Spezia,3,0,1.28,5.5,11,-1.25,1.96,1.97
28,17/10/2020,Napoli,Atalanta,4,1,2.5,3.8,2.55,-0.25,2.09,1.84
29,17/10/2020,Inter,Milan,1,2,2.3,3.5,3,-0.25,1.75,2.05
30,17/10/2020,Sampdoria,Lazio,3,0,3.3,3.5,2.15,0.25,2.05,1.75
31,17/10/2020,Crotone,Juventus,1,1,6.5,4.5,1.45,1,1.8,2.1
32,18/10/2020,Bologna,Sassuolo,3,4,2.9,3.6,2.3,0,1.82,2.11
33,18/10/2020,Spezia,Fiorentina,2,2,5.25,4,1.61,1,2.13,1.81
34,18/10/2020,Torino,Cagliari,2,3,2.1,3.5,3.4,-0.25,1.95,1.98
35,18/10/2020,Udinese,Parma,3,2,,,,-0.5,2.02,1.91
36,18/10/2020,Roma,Benevento,5,2,1.33,5.5,8.5,-1.5,2.03,1.9
37,19/10/2020,Verona,Genoa,0,0,,,,-0.25,2.03,1.87
38,23/10/2020,Sassuolo,Torino,3,3,1.66,4.33,4.5,-0.75,1.84,2.06
39,24/10/2020,Atalanta,Sampdoria,1,3,1.4,5.5,6.5,-1,1.88,2.02
40,24/10/2020,Genoa,Inter,0,2,7.5,4.5,1.4,1.5,1.97,1.93
41,24/10/2020,Lazio,Bologna,2,1,1.65,4,4.75,-0.75,1.87,2.03
42,25/10/2020,Cagliari,Crotone,4,2,2,3.6,3.6,-0.25,1.97,1.93
43,25/10/2020,Benevento,Napoli,1,2,8,6,1.3,1.75,1.99,1.91
44,25/10/2020,Parma,Spezia,2,2,2.05,3.5,3.5,-0.5,1.97,1.93
45,25/10/2020,Fiorentina,Udinese,3,2,1.72,3.6,4.75,-0.5,1.98,1.92
46,25/10/2020,Juventus,Verona,1,1,1.33,5,8.5,-1.25,2,1.9
47,26/10/2020,Milan,Roma,3,3,2.05,3.6,3.3,-0.25,1.98,1.92
48,31/10/2020,Crotone,Atalanta,1,2,6.5,4.75,1.44,1,2.05,1.88
49,31/10/2020,Inter,Parma,2,2,1.33,5.5,8,-1.5,1.92,2.01
50,31/10/2020,Bologna,Cagliari,3,2,1.85,4.2,3.6,-0.5,1.94,1.99
51,01/11/2020,Udinese,Milan,1,2,4.5,3.9,1.72,0.5,1.95,1.98
52,01/11/2020,Spezia,Juventus,1,4,9,5.25,1.33,1.25,1.88,2.05
53,01/11/2020,Torino,Lazio,3,4,3.6,3.8,1.9,0.25,1.81,2.13
54,01/11/2020,Napoli,Sassuolo,0,2,1.53,4.6,5.5,-1.25,1.95,1.98
55,01/11/2020,Roma,Fiorentina,2,0,1.75,3.8,4.2,-0.75,1.93,2
56,01/11/2020,Sampdoria,Genoa,1,1,1.9,3.6,4,-0.5,1.87,2.06
57,02/11/2020,Verona,Benevento,3,1,2.05,3.5,3.6,-0.25,1.99,1.94
58,04/11/2020,Genoa,Torino,1,2,2.35,3.5,2.8,0,1.9,2
59,06/11/2020,Sassuolo,Udinese,0,0,2.15,3.8,3.1,-0.25,2.09,1.81
60,07/11/2020,Cagliari,Sampdoria,2,0,2.75,3.5,2.4,0,2.11,1.79
61,07/11/2020,Benevento,Spezia,0,3,1.9,3.6,3.75,-0.25,1.83,2.07
62,07/11/2020,Parma,Fiorentina,0,0,3.4,3.6,2,0.5,1.85,2.05
63,08/11/2020,Lazio,Juventus,1,1,3.5,3.75,1.95,0.5,1.96,1.94
64,08/11/2020,Atalanta,Inter,1,1,2.6,3.9,2.35,0.25,1.82,2.08
65,08/11/2020,Genoa,Roma,1,3,5.75,4.2,1.53,1,1.87,2.03
66,08/11/2020,Torino,Crotone,0,0,1.95,3.75,3.6,-0.5,1.83,2.07
67,08/11/2020,Bologna,Napoli,0,1,4.75,4.2,1.65,0.75,2.02,1.88
68,08/11/2020,Milan,Verona,2,2,1.45,4.5,6.5,-1.5,1.98,1.92
69,21/11/2020,Crotone,Lazio,0,2,4.75,4,1.66,0.75,2.07,1.86
70,21/11/2020,Spezia,Atalanta,0,0,6.5,5.25,1.4,1.5,1.98,1.95
71,21/11/2020,Juventus,Cagliari,2,0,1.28,5.5,10,-1.75,1.91,2.02
72,22/11/2020,Fiorentina,Benevento,0,1,1.5,4.75,5.5,-1.25,2.08,1.85
73,22/11/2020,Inter,Torino,4,2,1.33,5.75,8,-1.75,2.04,1.89
74,22/11/2020,Roma,Parma,3,0,1.5,4.75,5.75,-1.5,2.02,1.77
75,22/11/2020,Sampdoria,Bologna,1,2,2.5,3.5,2.7,0,1.94,1.99
76,22/11/2020,Verona,Sassuolo,0,2,3.2,3.8,2.1,0.5,1.93,2
