spread,home spread odds,away spread odds,home team win odds,draw odds,away team win odds,date,team1,team2,team1Home,team1 final score,team 2 final score,label,Home goals,Away goals,Home Expected goals (xG),Away Expected goals (xG),Home Total shots,Away Total shots,Home Shots on target,Away Shots on target,Home Ball possession,Away Ball possession,Home Big chances,Away Big chances,Home Touches in opposition box,Away Touches in opposition box,Home goals against,Away goals against,Home Expected goals (xG) against,Away Expected goals (xG) against,Home Total shots against,Away Total shots against,Home Shots on target against,Away Shots on target against,Home Ball possession against,Away Ball possession against,Home Big chances against,Away Big chances against,Home Touches in opposition box against,Away Touches in opposition box against,Home Points Earned,Away Points Earned,Home Total shots average/goals average,Away Total shots average/goals average,Home Shots on target average/goals average,Away Shots on target average/goals average,Home Total shots against average/goals against average,Away Total shots against average/goals against average,Home Shots on target against average/goals against average,Away Shots on target against average/goals against average
0,1.94,1.99,2.55,3.5,2.55,2020-09-30T18:50:00.000Z,8524,8543,False,4,1,2,4.0,2.07,18.0,7.0,55.0,4.0,40.0,2.0,0.62,7.0,4.0,45.0,2.0,9.0,3.0,0.222,0.571,0.286,0.5,2.0,2.33,16.0,6.0,55.0,2.0,32.0,0.0,1.21,9.0,2.0,45.0,1.0,7.0,3.0,0.125,0.333,0.0,0.0
0,1.94,1.99,2.55,3.5,2.55,2020-09-30T18:50:00.000Z,8524,8543,False,4,1,2,4.0,2.07,18.0,7.0,55.0,4.0,40.0,2.0,0.62,7.0,4.0,45.0,2.0,9.0,3.0,0.222,0.571,0.286,0.5,2.0,2.33,16.0,6.0,55.0,2.0,32.0,0.0,1.21,9.0,2.0,45.0,1.0,7.0,3.0,0.125,0.333,0.0,0.0
-1.75,1.98,1.95,1.25,6.5,10,2020-10-04T10:30:00.000Z,8524,8529,True,5,2,2,0.5,1.065,8.5,3.0,38.5,1.0,3.5,1.5,2.245,24.5,7.5,61.5,2.0,16.0,0.5,0.059,0.167,0.061,0.2,4.0,1.95,14.0,6.5,47.0,4.0,29.0,1.5,1.455,10.5,5.0,53.0,3.0,21.0,3.0,0.286,0.615,0.143,0.3
-0.25,2.09,1.84,2.5,3.8,2.55,2020-10-17T13:00:00.000Z,8524,9875,False,1,4,0,4.333,2.447,16.333,8.333,51.0,4.667,30.333,1.667,1.237,11.0,4.333,49.0,2.0,21.667,3.0,0.265,0.52,0.152,0.385,4.0,2.22,17.5,7.5,59.0,2.5,13.0,0.0,0.47,6.0,1.0,41.0,0.5,5.5,3.0,0.229,0.533,0.0,0.0
-1,1.88,2.02,1.4,5.5,6.5,2020-10-24T13:00:00.000Z,8524,9882,True,1,3,0,1.75,1.363,13.5,4.75,40.25,2.5,14.5,1.75,1.353,16.5,4.5,59.75,1.5,17.5,1.5,0.13,0.368,0.106,0.389,3.5,2.022,15.5,7.25,51.0,3.75,27.5,2.25,1.333,13.0,6.0,49.0,1.75,22.25,2.25,0.226,0.483,0.173,0.375
1,2.05,1.88,6.5,4.75,1.44,2020-10-31T14:00:00.000Z,8524,9884,False,2,1,2,3.0,2.044,16.4,6.8,54.0,3.4,29.8,2.4,1.496,11.8,5.6,46.0,2.2,19.6,1.8,0.183,0.441,0.203,0.429,1.0,1.308,11.0,3.6,49.4,1.4,18.0,3.0,2.13,13.4,5.2,50.6,2.8,17.4,0.2,0.091,0.278,0.224,0.577
0.25,1.82,2.08,2.6,3.9,2.35,2020-11-08T14:00:00.000Z,8524,8636,True,1,1,1,2.2,2.33,17.4,6.0,62.0,3.8,31.8,1.4,1.156,8.0,3.2,38.0,2.2,12.4,1.6,0.126,0.367,0.175,0.437,2.6,2.232,16.6,6.6,54.8,3.6,30.2,2.2,1.484,11.6,5.0,45.2,2.0,19.0,1.8,0.157,0.394,0.19,0.44
-0.5,1.83,2.07,1.95,3.75,3.6,2020-11-08T14:00:00.000Z,9884,9804,False,0,0,1,1.0,1.09,9.6,3.2,47.2,1.2,19.2,2.6,2.246,14.4,5.2,52.8,2.8,25.8,0.2,0.104,0.312,0.181,0.5,2.4,1.408,11.0,5.0,45.0,2.2,17.2,3.0,1.918,15.2,5.0,55.0,2.4,29.6,0.8,0.218,0.48,0.197,0.6
1,1.87,2.03,5.75,4.2,1.53,2020-11-08T14:00:00.000Z,10233,8686,True,1,3,0,2.6,2.608,14.6,5.6,47.2,4.2,26.2,1.4,1.582,9.8,4.0,52.8,2.8,21.2,2.2,0.178,0.464,0.143,0.35,0.4,0.76,8.2,1.6,44.4,1.2,14.2,2.2,1.366,13.2,5.4,55.6,1.4,22.2,0.4,0.049,0.25,0.167,0.407
1.5,1.98,1.95,6.5,5.25,1.4,2020-11-21T17:00:00.000Z,8524,9881,False,0,0,1,2.0,2.062,16.4,5.8,57.4,3.0,30.0,2.2,1.204,10.8,4.4,42.6,1.6,17.0,1.4,0.122,0.345,0.204,0.5,1.6,0.744,11.6,3.8,49.6,1.2,21.0,2.2,2.05,10.6,3.8,50.4,3.2,24.2,1.0,0.138,0.421,0.208,0.579
