spread,home spread odds,away spread odds,home team win odds,draw odds,away team win odds,date,team1,team2,team1Home,team1 final score,team 2 final score,label,Home goals,Away goals,Home Expected goals (xG),Away Expected goals (xG),Home Total shots,Away Total shots,Home Shots on target,Away Shots on target,Home Ball possession,Away Ball possession,Home Big chances,Away Big chances,Home Touches in opposition box,Away Touches in opposition box,Home goals against,Away goals against,Home Expected goals (xG) against,Away Expected goals (xG) against,Home Total shots against,Away Total shots against,Home Shots on target against,Away Shots on target against,Home Ball possession against,Away Ball possession against,Home Big chances against,Away Big chances against,Home Touches in opposition box against,Away Touches in opposition box against,Home Points Earned,Away Points Earned,Home Total shots average/goals average,Away Total shots average/goals average,Home Shots on target average/goals average,Away Shots on target average/goals average,Home Total shots against average/goals against average,Away Total shots against average/goals against average,Home Shots on target against average/goals against average,Away Shots on target against average/goals against average
-1,1.82,2.08,1.53,4.5,5.5,2020-09-19T19:00:00.000Z,9825,8654,True,2,1,2,0.0,1.09,15.0,3.0,58.0,0.0,0.0,2.0,1.57,15.0,2.0,42.0,1.0,0.0,0.0,0.0,0.0,0.133,1.0,3.0,1.97,13.0,6.0,54.0,3.0,26.0,0.0,0.15,5.0,2.0,46.0,0.0,3.0,3.0,0.231,0.5,0.0,0.0
-1,1.82,2.08,1.53,4.5,5.5,2020-09-19T19:00:00.000Z,9825,8654,True,2,1,2,0.0,1.09,15.0,3.0,58.0,0.0,0.0,2.0,1.57,15.0,2.0,42.0,1.0,0.0,0.0,0.0,0.0,0.133,1.0,3.0,1.97,13.0,6.0,54.0,3.0,26.0,0.0,0.15,5.0,2.0,46.0,0.0,3.0,3.0,0.231,0.5,0.0,0.0
-1.25,2.07,1.83,1.45,4.75,6.5,2020-09-28T19:00:00.000Z,9825,8650,False,1,3,0,2.5,1.54,10.0,4.5,58.5,2.5,13.0,0.5,1.115,9.5,2.5,41.5,1.5,1.5,3.0,0.25,0.556,0.053,0.2,3.0,2.44,20.0,6.0,55.0,3.0,0.0,1.5,0.625,5.5,3.0,45.0,0.5,0.0,3.0,0.15,0.5,0.273,0.5
-1,1.83,2.1,1.57,4,6,2020-10-04T13:00:00.000Z,9825,8657,True,2,1,2,0.0,1.123,9.0,2.333,39.667,1.333,10.333,1.333,1.193,15.333,5.0,60.333,1.667,7.333,0.0,0.0,0.0,0.087,0.267,2.0,1.447,8.0,4.0,50.333,2.667,17.333,1.333,1.647,13.333,4.333,49.667,2.333,2.0,2.0,0.25,0.5,0.1,0.308
-0.75,2.08,1.85,1.5,4,7.5,2020-10-04T13:00:00.000Z,9879,8602,False,0,1,0,1.0,0.87,11.667,3.667,53.667,1.0,11.333,3.333,1.587,11.667,6.0,46.333,2.667,17.333,0.0,0.086,0.273,0.286,0.555,1.0,0.807,10.667,2.333,47.667,1.333,6.333,2.333,1.767,12.667,6.0,52.333,2.333,6.667,1.0,0.094,0.429,0.184,0.389
-1,1.86,2.04,1.44,5,6.5,2020-10-17T16:30:00.000Z,9825,8456,False,0,1,0,2.0,1.225,7.5,4.25,53.75,2.25,16.5,1.25,1.282,11.5,3.75,46.25,1.75,5.25,2.25,0.267,0.471,0.109,0.333,2.0,1.327,17.667,5.333,61.667,1.667,22.333,2.333,1.947,9.667,5.0,38.333,3.333,12.0,1.333,0.113,0.375,0.241,0.467
-0.5,1.99,1.94,1.9,3.75,3.8,2020-10-25T19:15:00.000Z,9825,8197,True,0,1,0,2.4,1.616,9.8,5.0,56.0,2.0,11.6,1.6,1.084,12.6,4.2,44.0,1.6,14.6,1.8,0.245,0.48,0.127,0.381,1.6,1.16,8.2,4.0,51.4,2.0,16.0,1.2,1.286,11.8,4.0,48.6,2.0,9.8,1.8,0.195,0.4,0.102,0.3
-0.5,2,1.9,2,3.6,3.6,2020-11-01T16:30:00.000Z,9825,10260,False,1,0,2,1.0,0.91,8.0,3.6,51.8,1.4,15.2,1.4,1.398,12.0,4.0,48.2,2.4,10.6,1.2,0.125,0.278,0.117,0.35,1.8,1.336,14.2,5.4,55.0,1.4,19.0,2.4,1.758,13.4,4.6,45.0,3.0,16.0,1.4,0.127,0.333,0.179,0.522
-0.75,1.85,2.08,1.65,4.1,5,2020-11-08T19:15:00.000Z,9825,10252,True,0,3,0,2.8,1.652,14.2,6.8,42.4,3.6,31.6,1.8,1.318,15.4,5.8,57.6,1.6,31.0,1.8,0.197,0.412,0.117,0.31,0.8,0.896,8.0,3.4,48.6,1.2,18.2,1.2,1.062,10.8,3.8,51.4,1.8,15.6,1.2,0.1,0.235,0.111,0.316
-1,-1,-1,-1,-1,-1,2020-11-22T16:30:00.000Z,9825,8463,False,0,0,1,0.6,0.938,9.8,3.2,53.6,1.0,18.2,1.2,0.882,9.6,3.4,46.4,1.4,21.6,1.2,0.061,0.187,0.125,0.353,1.2,1.844,14.4,5.0,62.4,2.6,30.0,2.0,1.366,12.4,4.6,37.6,2.2,27.4,0.8,0.083,0.24,0.161,0.435
