index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,12/09/2020,Fulham,Arsenal,0,3,6,4.33,1.53,0.75,2.01,1.89
1,12/09/2020,Crystal Palace,Southampton,1,0,3.1,3.25,2.37,0.25,1.78,2.13
2,12/09/2020,Liverpool,Leeds,4,3,1.28,6,9.5,-1.5,1.85,2.05
3,12/09/2020,West Ham,Newcastle,0,2,2.15,3.4,3.4,-0.5,2.03,1.87
4,13/09/2020,West Brom,Leicester,0,3,3.8,3.6,1.95,0.25,1.92,1.98
5,13/09/2020,Tottenham,Everton,0,1,1.83,3.6,4.33,-0.5,2.09,1.81
6,14/09/2020,Brighton,Chelsea,1,3,5,4.33,1.61,1,1.93,1.97
7,14/09/2020,Sheffield United,Wolves,0,2,3.25,3.1,2.37,0.25,1.7,2.1
8,19/09/2020,Everton,West Brom,5,2,1.5,4.2,6.5,-1,2.09,1.81
9,19/09/2020,Leeds,Fulham,4,3,1.61,3.9,5.75,-0.75,1.97,1.93
10,19/09/2020,Man United,Crystal Palace,1,3,1.3,5.5,9.5,-1.25,1.86,2.04
11,19/09/2020,Arsenal,West Ham,2,1,1.53,4.5,5.5,-1,1.82,2.08
12,20/09/2020,Southampton,Tottenham,2,5,3,3.3,2.37,0.25,1.97,1.96
13,20/09/2020,Newcastle,Brighton,0,3,2.6,3.1,2.87,0,1.87,2.06
14,20/09/2020,Chelsea,Liverpool,0,2,3.1,3.6,2.2,0.25,2.07,1.86
15,20/09/2020,Leicester,Burnley,4,2,1.61,4,5.5,-1,1.98,1.95
16,21/09/2020,Aston Villa,Sheffield United,1,0,2.7,3.1,2.75,-0.25,2.1,1.83
17,21/09/2020,Wolves,Man City,1,3,6.5,4.33,1.5,1.25,1.72,2.07
18,26/09/2020,Brighton,Man United,2,3,4.75,3.75,1.72,1,1.87,2.03
19,26/09/2020,Crystal Palace,Everton,1,2,3.75,3.25,2.1,0.25,1.99,1.91
20,26/09/2020,West Brom,Chelsea,3,3,9,4.75,1.36,1.25,1.89,2.01
21,26/09/2020,Burnley,Southampton,0,1,3.2,3.3,2.3,0.25,1.95,1.95
22,27/09/2020,Sheffield United,Leeds,0,1,2.7,3.3,2.62,0.25,1.81,2.09
23,27/09/2020,Tottenham,Newcastle,1,1,1.45,4.5,7,-1.25,1.93,1.97
24,27/09/2020,Man City,Leicester,2,5,1.28,6,9.5,-1.5,1.91,1.99
25,27/09/2020,West Ham,Wolves,4,0,3.6,3.5,2.05,0.25,1.92,1.98
26,28/09/2020,Fulham,Aston Villa,0,3,2.9,3.25,2.5,0.25,1.8,2.1
27,28/09/2020,Liverpool,Arsenal,3,1,1.45,4.75,6.5,-1.25,2.07,1.83
28,03/10/2020,Chelsea,Crystal Palace,4,0,1.4,4.75,8,-1,1.93,2
29,03/10/2020,Everton,Brighton,4,2,1.72,3.75,4.8,-0.75,2.07,1.86
30,03/10/2020,Leeds,Man City,1,1,7.5,5.25,1.36,1.75,1.98,1.95
31,03/10/2020,Newcastle,Burnley,3,1,2.4,3.2,3.1,-0.25,2.07,1.86
32,04/10/2020,Leicester,West Ham,0,3,1.61,4.2,5.25,-0.75,2.05,1.75
33,04/10/2020,Southampton,West Brom,2,0,1.72,3.8,4.75,-0.5,1.85,2.08
34,04/10/2020,Arsenal,Sheffield United,2,1,1.57,4,6,-1,1.83,2.1
35,04/10/2020,Wolves,Fulham,1,0,1.5,4,7.5,-0.75,2.08,1.85
36,04/10/2020,Man United,Tottenham,1,6,1.85,3.8,4,-0.25,1.77,2.02
37,04/10/2020,Aston Villa,Liverpool,7,2,10,5.5,1.3,1.25,1.94,1.99
38,17/10/2020,Everton,Liverpool,2,2,3.75,4.2,1.83,0.75,1.86,2.04
39,17/10/2020,Chelsea,Southampton,3,3,1.45,4.75,6.5,-1,2,1.9
40,17/10/2020,Man City,Arsenal,1,0,1.44,5,6.5,-1,1.86,2.04
41,17/10/2020,Newcastle,Man United,1,4,4.75,4,1.66,0.75,1.97,1.93
42,18/10/2020,Sheffield United,Fulham,1,1,2.1,3.3,3.7,-0.25,2,1.9
43,18/10/2020,Crystal Palace,Brighton,1,1,2.62,3.3,2.7,0.25,1.82,2.08
44,18/10/2020,Tottenham,West Ham,3,3,1.57,4.33,5.5,-0.75,1.77,2.14
45,18/10/2020,Leicester,Aston Villa,0,1,1.83,3.8,4.1,-0.25,2.09,1.81
46,19/10/2020,West Brom,Burnley,0,0,2.45,3.3,2.9,0,1.87,2.03
47,19/10/2020,Leeds,Wolves,0,1,2.5,3.3,2.87,-0.25,2.08,1.73
48,23/10/2020,Aston Villa,Leeds,0,3,2.05,3.75,3.3,-0.5,1.9,2.03
49,24/10/2020,West Ham,Man City,1,1,8,5.25,1.36,1.25,1.96,1.97
50,24/10/2020,Fulham,Crystal Palace,1,2,2.75,3.1,2.7,0,1.83,2.1
51,24/10/2020,Man United,Chelsea,0,0,2.37,3.6,2.8,0,1.93,2
