index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,18/08/2023,Werder Bremen,Bayern Munich,0,4,7.5,6.5,1.3,1.75,1.85,2.08
1,19/08/2023,Augsburg,M'gladbach,4,4,2.7,3.6,2.45,0.25,1.82,2.11
2,19/08/2023,Hoffenheim,Freiburg,1,2,2.3,3.6,2.9,-0.25,1.91,2.02
3,19/08/2023,Leverkusen,RB Leipzig,3,2,2.45,3.6,2.75,-0.25,2.11,1.82
4,19/08/2023,Stuttgart,Bochum,5,0,1.65,4.33,4.5,-0.75,1.98,1.95
5,19/08/2023,Wolfsburg,Heidenheim,2,0,1.6,4.2,5.25,-1,2.13,1.81
6,19/08/2023,Dortmund,FC Koln,1,0,1.4,5,7,-1.25,2.06,1.87
7,20/08/2023,Union Berlin,Mainz,4,1,1.95,3.5,3.9,-0.25,1.91,2.02
8,20/08/2023,Ein Frankfurt,Darmstadt,1,0,1.36,5.25,7.5,-1.25,2.11,1.82
9,25/08/2023,RB Leipzig,Stuttgart,5,1,1.5,4.75,5.75,-1,2.1,1.83
10,26/08/2023,Bochum,Dortmund,1,1,7,5,1.4,1,1.99,1.94
11,26/08/2023,Darmstadt,Union Berlin,1,4,4,3.3,1.95,0.5,1.91,2.02
12,26/08/2023,FC Koln,Wolfsburg,1,2,2.3,3.4,3,-0.25,1.89,2.04
13,26/08/2023,Freiburg,Werder Bremen,1,0,1.7,3.75,4.75,-0.75,1.98,1.95
14,26/08/2023,Heidenheim,Hoffenheim,2,3,3,3.6,2.25,0.25,1.94,1.99
15,26/08/2023,M'gladbach,Leverkusen,0,3,3.8,3.8,1.85,0.75,1.89,2.04
16,27/08/2023,Mainz,Ein Frankfurt,1,1,2.38,3.5,2.88,0,2.02,1.91
17,27/08/2023,Bayern Munich,Augsburg,3,1,1.08,12,19,-3,2,1.8
18,01/09/2023,Dortmund,Heidenheim,2,2,1.25,7,9.5,-1.75,1.89,2.04
19,02/09/2023,Augsburg,Bochum,2,2,2,3.75,3.75,-0.25,1.96,1.97
20,02/09/2023,Hoffenheim,Wolfsburg,3,1,2.5,3.6,2.63,0,1.96,1.97
21,02/09/2023,Leverkusen,Darmstadt,5,1,1.2,7,12,-2,2,1.8
22,02/09/2023,Stuttgart,Freiburg,5,0,2.2,3.5,3.2,-0.25,2.04,1.89
23,02/09/2023,Werder Bremen,Mainz,4,0,2.63,3.5,2.55,0,1.97,1.96
24,02/09/2023,M'gladbach,Bayern Munich,1,2,8.5,5.75,1.3,2,1.96,1.97
25,03/09/2023,Ein Frankfurt,FC Koln,1,1,2.1,3.4,3.5,-0.25,1.9,2.03
26,03/09/2023,Union Berlin,RB Leipzig,0,3,3.4,3.25,2.2,0.25,2.05,1.75
27,15/09/2023,Bayern Munich,Leverkusen,2,2,1.65,4.5,4.5,-1,1.95,1.98
28,16/09/2023,FC Koln,Hoffenheim,1,3,2.25,3.6,3.1,-0.25,1.95,1.98
29,16/09/2023,Freiburg,Dortmund,2,4,3.1,3.8,2.1,0.25,1.84,2.09
30,16/09/2023,Mainz,Stuttgart,1,3,2.63,3.4,2.7,0,1.95,1.98
31,16/09/2023,RB Leipzig,Augsburg,3,0,1.25,7,10,-1.75,1.98,1.95
32,16/09/2023,Wolfsburg,Union Berlin,2,1,2.25,3.4,3.2,-0.25,1.91,2.02
33,16/09/2023,Bochum,Ein Frankfurt,1,1,2.88,3.6,2.38,0,2.09,1.84
34,17/09/2023,Heidenheim,Werder Bremen,4,2,2.3,4,2.7,-0.25,2.06,1.87
35,17/09/2023,Darmstadt,M'gladbach,3,3,2.9,3.5,2.38,-0.25,2.1,1.83
36,22/09/2023,Stuttgart,Darmstadt,3,1,1.36,4.5,8,-1.5,2.07,1.86
37,23/09/2023,Augsburg,Mainz,2,1,2.55,3.5,2.63,0,1.83,2.1
38,23/09/2023,Bayern Munich,Bochum,7,0,1.11,10,19,-2.5,2.01,1.92
39,23/09/2023,Dortmund,Wolfsburg,1,0,1.65,4,4.75,-0.75,1.94,1.99
40,23/09/2023,M'gladbach,RB Leipzig,0,1,4.75,4.75,1.57,0.75,2.08,1.85
41,23/09/2023,Union Berlin,Hoffenheim,0,2,2.05,3.6,3.4,-0.25,1.86,2.07
42,23/09/2023,Werder Bremen,FC Koln,2,1,2.5,3.6,2.6,-0.25,2.05,1.75
43,24/09/2023,Leverkusen,Heidenheim,4,1,1.22,6.5,12,-2,1.93,2
44,24/09/2023,Ein Frankfurt,Freiburg,0,0,2.05,3.6,3.4,-0.25,1.91,2.02
45,29/09/2023,Hoffenheim,Dortmund,1,3,3.1,4,2.05,0.25,1.98,1.95
46,30/09/2023,Bochum,M'gladbach,1,3,2.3,3.75,2.9,-0.25,2,1.93
47,30/09/2023,FC Koln,Stuttgart,0,2,2.88,3.5,2.38,0,2.09,1.84
48,30/09/2023,Heidenheim,Union Berlin,1,0,3,3.6,2.25,0.25,1.92,2.01
49,30/09/2023,Mainz,Leverkusen,0,3,5.75,4.5,1.53,1,1.94,1.99
50,30/09/2023,Wolfsburg,Ein Frankfurt,2,0,2.05,3.5,3.5,-0.25,1.89,2.04
51,30/09/2023,RB Leipzig,Bayern Munich,2,2,3.4,4.2,1.91,0.75,1.93,2
52,01/10/2023,Darmstadt,Werder Bremen,4,2,2.8,3.8,2.3,0.25,1.89,2.01
53,01/10/2023,Freiburg,Augsburg,2,0,1.73,4,4.75,-0.5,1.9,2
54,06/10/2023,M'gladbach,Mainz,2,2,2.05,3.75,3.4,-0.25,1.9,2
55,07/10/2023,Augsburg,Darmstadt,1,2,1.85,3.75,4,-0.75,2.1,1.83
56,07/10/2023,Dortmund,Union Berlin,4,2,1.57,4.33,5.25,-0.75,1.91,2.02
57,07/10/2023,RB Leipzig,Bochum,0,0,1.25,6,11,-1.75,2.02,1.91
58,07/10/2023,Stuttgart,Wolfsburg,3,1,2,3.5,3.75,-0.5,1.87,2.06
59,07/10/2023,Werder Bremen,Hoffenheim,2,3,2.75,3.75,2.4,0,1.99,1.94
60,08/10/2023,Leverkusen,FC Koln,3,0,1.33,5.5,8,-1.75,2.06,1.87
61,08/10/2023,Bayern Munich,Freiburg,3,0,1.14,8.5,17,-2.5,1.75,2.05
62,08/10/2023,Ein Frankfurt,Heidenheim,2,0,1.7,4,4.75,-0.75,2.07,1.86
63,20/10/2023,Dortmund,Werder Bremen,1,0,1.29,6.5,8,-1.75,1.93,2
64,21/10/2023,Darmstadt,RB Leipzig,1,3,6.5,4.75,1.44,1.25,1.94,1.99
65,21/10/2023,Freiburg,Bochum,2,1,1.7,3.75,5,-0.75,2.04,1.89
66,21/10/2023,Hoffenheim,Ein Frankfurt,1,3,2.1,3.5,3.4,-0.5,2.06,1.87
67,21/10/2023,Union Berlin,Stuttgart,0,3,2.5,3.5,2.7,0,1.84,2.09
68,21/10/2023,Wolfsburg,Leverkusen,1,2,4.33,4,1.75,0.75,1.94,1.99
