wins,draws,losses,Points Earned,goals,goals against,Expected goals (xG),Expected goals (xG) against,Ball possession,Total shots,Shots on target,Total shots against,Shots on target against,goal diff,id
5,12,17,27.0,28.0,60.0,40.09,66.05,1576.0,447.0,151.0,508.0,173.0,-32.0,8722
28,6,0,90.0,89.0,24.0,74.71,30.19,2106.0,619.0,241.0,291.0,108.0,65.0,8178
23,3,8,72.0,94.0,45.0,86.94,32.34,2089.0,638.0,242.0,354.0,126.0,49.0,9823
18,9,7,63.0,68.0,43.0,64.85,53.35,1984.0,512.0,191.0,477.0,147.0,25.0,9789
7,13,14,34.0,56.0,67.0,47.39,54.84,1590.0,457.0,155.0,581.0,210.0,-11.0,9788
11,14,9,47.0,51.0,50.0,47.42,52.49,1768.0,405.0,145.0,419.0,151.0,1.0,9810
10,9,15,39.0,50.0,60.0,46.77,59.16,1481.0,436.0,133.0,507.0,185.0,-10.0,8406
10,12,12,42.0,50.0,55.0,39.85,62.87,1430.0,395.0,119.0,525.0,178.0,-5.0,94937
7,14,13,35.0,39.0,51.0,45.2,45.53,1560.0,481.0,144.0,412.0,149.0,-12.0,9905
19,8,7,65.0,77.0,39.0,66.93,40.92,1890.0,535.0,223.0,403.0,120.0,38.0,178475
11,9,14,42.0,45.0,58.0,50.0,50.9,1580.0,401.0,144.0,509.0,164.0,-13.0,8358
3,8,23,17.0,30.0,86.0,32.76,74.24,1553.0,407.0,115.0,578.0,215.0,-56.0,8262
13,7,14,46.0,66.0,66.0,54.38,61.65,1690.0,463.0,166.0,572.0,218.0,0.0,8226
9,6,19,33.0,33.0,58.0,40.47,51.26,1450.0,409.0,136.0,483.0,171.0,-25.0,8149
23,4,7,73.0,78.0,39.0,71.84,38.54,2048.0,537.0,219.0,378.0,131.0,39.0,10269
7,12,15,33.0,42.0,74.0,45.14,64.94,1573.0,528.0,153.0,534.0,193.0,-32.0,9911
11,9,14,42.0,48.0,54.0,47.17,57.02,1597.0,413.0,133.0,535.0,170.0,-6.0,8697
10,7,17,37.0,41.0,56.0,39.67,45.29,1635.0,414.0,151.0,431.0,152.0,-15.0,8721
6,7,21,25,49,80,40.29,61.86,1487,373,141,555,202,-31,8150
8,8,18,32,28,41,35.65,46.41,1494,379,113,380,144,-13,8152
