index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,17/08/2024,Genoa,Inter,2,2,6.5,4,1.53,1,2.06,1.87
1,17/08/2024,Parma,Fiorentina,1,1,3.5,3.2,2.2,0.25,2.07,1.86
2,17/08/2024,Empoli,Monza,0,0,2.5,3.2,3,-0.25,2.1,1.83
3,17/08/2024,Milan,Torino,2,2,1.62,3.8,5.75,-1,1.89,2.04
4,18/08/2024,Bologna,Udinese,1,1,1.91,3.4,4.33,-0.5,2.1,1.83
5,18/08/2024,Verona,Napoli,3,0,4.75,3.6,1.75,0.75,2,1.93
6,18/08/2024,Cagliari,Roma,0,0,4.1,3.4,1.95,0.25,2.05,1.75
7,18/08/2024,Lazio,Venezia,3,1,1.48,4.1,7.5,-1.25,1.98,1.95
8,19/08/2024,Lecce,Atalanta,0,4,4.2,3.7,1.85,0.25,2.07,1.86
9,19/08/2024,Juventus,Como,3,0,1.33,5,9.5,-1,2.03,1.9
10,24/08/2024,Parma,Milan,2,1,4.75,3.9,1.7,1,1.9,2.03
11,24/08/2024,Udinese,Lazio,2,1,3.3,3.1,2.35,0.25,1.88,2.05
12,24/08/2024,Inter,Lecce,2,0,1.2,7,13,-1.75,1.85,2.08
13,24/08/2024,Monza,Genoa,0,1,2.6,3.1,2.88,0,1.88,2.05
14,25/08/2024,Fiorentina,Venezia,0,0,1.42,4.75,7,-1.25,2.1,1.83
15,25/08/2024,Torino,Atalanta,2,1,3.2,3.1,2.38,0.25,1.98,1.95
16,25/08/2024,Napoli,Bologna,3,0,1.9,3.5,4.1,-0.5,2.03,1.9
17,25/08/2024,Roma,Empoli,1,2,1.5,4.33,6.5,-1,1.83,2.1
18,26/08/2024,Cagliari,Como,1,1,2.1,3.4,3.4,-0.25,1.94,1.99
19,26/08/2024,Verona,Juventus,0,3,5.25,3.75,1.67,0.5,2.02,1.91
20,30/08/2024,Venezia,Torino,0,1,3.4,3.3,2.2,0.25,1.94,1.99
21,30/08/2024,Inter,Atalanta,4,0,1.57,4.33,5.5,-1,1.85,2.08
22,31/08/2024,Bologna,Empoli,1,1,1.62,3.75,6,-0.75,1.96,1.97
