index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,15/08/2025,Girona,Vallecano,1,3,2.25,3.25,3.3,-0.25,2.1,1.78
1,15/08/2025,Villarreal,Oviedo,2,0,1.4,4.75,8,-1.25,1.9,1.95
2,16/08/2025,Mallorca,Barcelona,0,3,7,5,1.4,1.5,2,1.85
3,16/08/2025,Alaves,Levante,2,1,2.15,3,3.8,-0.25,1.8,2.05
4,16/08/2025,Valencia,Sociedad,1,1,2.6,2.9,3.1,-0.25,2.1,1.78
5,17/08/2025,Celta,Getafe,0,2,1.73,3.5,5.25,-0.75,1.93,1.93
6,17/08/2025,Ath Bilbao,Sevilla,3,2,1.57,3.9,6,-1,2,1.85
7,17/08/2025,Espanol,Ath Madrid,2,1,6,3.9,1.57,1,1.73,2.08
8,18/08/2025,Elche,Betis,1,1,3.4,3.3,2.2,0.25,1.88,1.98
9,19/08/2025,Real Madrid,Osasuna,1,0,1.22,6.25,13,-2,2.03,1.78
10,22/08/2025,Betis,Alaves,1,0,1.91,3.4,4.2,-0.5,1.83,2.03
11,23/08/2025,Mallorca,Celta,1,1,3,3.1,2.55,0.25,1.88,1.98
12,23/08/2025,Ath Madrid,Elche,1,1,1.25,5.25,15,-1.5,1.83,2.03
13,23/08/2025,Levante,Barcelona,2,3,11,6,1.25,2,1.93,1.93
14,24/08/2025,Osasuna,Valencia,1,0,2.4,3.2,3.1,-0.25,1.88,1.98
15,24/08/2025,Sociedad,Espanol,2,2,1.8,3.4,5,-0.5,1.85,2
16,24/08/2025,Villarreal,Girona,5,0,1.53,4.33,6,-1.25,2.05,1.75
17,24/08/2025,Oviedo,Real Madrid,0,3,9.5,5.5,1.3,1.5,1.8,2.05
18,25/08/2025,Ath Bilbao,Vallecano,1,0,1.7,3.5,5.5,-0.75,1.95,1.9
19,25/08/2025,Sevilla,Getafe,1,2,2.25,3,3.6,-0.5,2.05,1.8
20,27/08/2025,Celta,Betis,1,1,2.2,3.4,3.25,-0.25,2.03,1.83
21,29/08/2025,Elche,Levante,2,0,2.15,3.25,3.5,-0.25,1.83,2.03
22,29/08/2025,Valencia,Getafe,3,0,2.3,2.9,3.6,-0.25,1.98,1.88
23,30/08/2025,Alaves,Ath Madrid,1,1,4.75,3.5,1.8,0.75,1.87,1.87
24,30/08/2025,Oviedo,Sociedad,1,0,3.5,3.1,2.25,0.25,1.88,1.98
25,30/08/2025,Girona,Sevilla,0,2,2.4,3.3,3,-0.25,2.1,1.78
26,30/08/2025,Real Madrid,Mallorca,2,1,1.18,7,15,-2,1.85,2
27,31/08/2025,Celta,Villarreal,1,1,2.75,3.5,2.5,0.25,1.9,1.95
28,31/08/2025,Betis,Ath Bilbao,1,2,3,3.1,2.55,0.25,1.88,1.98
29,31/08/2025,Espanol,Osasuna,1,0,2.38,3.2,3.1,0,1.78,2.1
30,31/08/2025,Vallecano,Barcelona,1,1,6.25,5.5,1.4,1.25,1.9,1.95
31,12/09/2025,Sevilla,Elche,2,2,1.85,3.4,4.5,-0.5,1.93,1.93
32,13/09/2025,Getafe,Oviedo,2,0,1.95,3.1,4.5,-0.5,2,1.85
33,13/09/2025,Sociedad,Real Madrid,1,2,5,4.33,1.6,1,1.88,1.98
34,13/09/2025,Ath Bilbao,Alaves,0,1,1.6,3.9,5.75,-0.75,1.78,2.1
35,13/09/2025,Ath Madrid,Villarreal,2,0,1.8,3.7,4.33,-0.75,2.03,1.83
36,14/09/2025,Celta,Girona,1,1,1.73,3.9,4.75,-0.75,1.9,1.95
37,14/09/2025,Levante,Betis,2,2,3.25,3.25,2.3,0.5,1.83,2.03
38,14/09/2025,Osasuna,Vallecano,2,0,2.55,3.2,2.9,0,1.9,1.95
39,14/09/2025,Barcelona,Valencia,6,0,1.22,7,11,-1.5,2.03,1.83
40,15/09/2025,Espanol,Mallorca,3,2,2.1,3.4,3.5,-0.25,1.9,1.95
41,19/09/2025,Betis,Sociedad,3,1,1.91,3.6,3.75,-0.5,1.95,1.9
42,20/09/2025,Girona,Levante,0,4,1.91,3.6,4,-0.5,1.83,2.03
43,20/09/2025,Real Madrid,Espanol,2,0,1.2,7,13,-2,2.03,1.83
