spread,home spread odds,away spread odds,home team win odds,draw odds,away team win odds,date,team1,team2,team1Home,team1 final score,team 2 final score,label,Home goals,Away goals,Home Expected goals (xG),Away Expected goals (xG),Home Total shots,Away Total shots,Home Shots on target,Away Shots on target,Home Ball possession,Away Ball possession,Home Big chances,Away Big chances,Home Touches in opposition box,Away Touches in opposition box,Home goals against,Away goals against,Home Expected goals (xG) against,Away Expected goals (xG) against,Home Total shots against,Away Total shots against,Home Shots on target against,Away Shots on target against,Home Ball possession against,Away Ball possession against,Home Big chances against,Away Big chances against,Home Touches in opposition box against,Away Touches in opposition box against,Home Points Earned,Away Points Earned,Home Total shots average/goals average,Away Total shots average/goals average,Home Shots on target average/goals average,Away Shots on target average/goals average,Home Total shots against average/goals against average,Away Total shots against average/goals against average,Home Shots on target against average/goals against average,Away Shots on target against average/goals against average
0.25,1.9,2,3,3,2.55,2020-09-27T12:00:00.000Z,8315,8372,False,2,1,2,0.0,0.51,9.0,2.0,60.0,0.0,0.0,2.0,0.42,4.0,2.0,40.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.985,10.0,2.5,46.0,1.0,0.0,1.0,1.795,10.0,5.5,54.0,4.0,0.0,0.5,0.05,0.2,0.1,0.182
0.25,1.9,2,3,3,2.55,2020-09-27T12:00:00.000Z,8315,8372,False,2,1,2,0.0,0.51,9.0,2.0,60.0,0.0,0.0,2.0,0.42,4.0,2.0,40.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.985,10.0,2.5,46.0,1.0,0.0,1.0,1.795,10.0,5.5,54.0,4.0,0.0,0.5,0.05,0.2,0.1,0.182
-0.75,2,1.93,1.53,3.8,6.5,2020-10-01T17:00:00.000Z,8315,8385,True,0,1,0,1.0,1.017,10.0,4.0,35.333,1.333,7.0,1.667,1.153,8.333,3.333,64.667,1.667,10.0,1.0,0.1,0.25,0.2,0.5,1.0,0.55,9.0,3.5,55.5,0.0,10.0,1.5,0.52,5.5,1.5,44.5,1.0,3.5,1.5,0.111,0.286,0.273,1.0
-1,1.82,2.11,1.4,4.5,7.5,2020-10-01T17:00:00.000Z,8581,8302,False,0,1,0,2.5,2.54,15.0,6.5,57.5,4.0,13.5,2.5,1.325,11.0,6.0,42.5,2.5,5.0,1.5,0.167,0.385,0.227,0.417,3.0,2.37,14.0,5.0,76.0,4.0,30.0,1.0,1.13,12.0,5.0,24.0,2.0,21.0,3.0,0.214,0.6,0.083,0.2
0.25,1.93,2,3.3,2.9,2.37,2020-10-04T12:00:00.000Z,8315,9866,False,0,1,0,0.667,0.557,10.333,3.667,61.0,0.0,13.0,1.333,0.423,4.667,1.333,39.0,0.667,6.333,1.0,0.065,0.182,0.286,1.0,0.5,1.09,7.25,2.0,43.5,2.0,3.5,1.5,1.54,10.5,4.25,56.5,3.0,4.25,0.25,0.069,0.25,0.143,0.353
-0.25,1.75,2.05,2.05,3.2,4,2020-10-18T12:00:00.000Z,8315,8581,True,2,0,2,1.25,1.438,11.0,4.5,48.75,2.25,11.0,2.0,1.472,12.75,4.25,51.25,2.5,17.25,0.75,0.114,0.278,0.157,0.471,0.5,0.557,9.75,2.75,60.5,0.25,14.75,1.25,0.472,5.5,1.75,39.5,0.75,10.25,0.75,0.051,0.182,0.227,0.714
0.25,1.82,2.11,3.25,2.9,2.4,2020-10-24T16:30:00.000Z,8315,8371,False,0,1,0,0.8,0.91,10.6,3.2,58.8,0.8,17.4,1.0,0.44,5.6,1.6,41.2,0.6,11.8,1.2,0.075,0.25,0.179,0.625,1.0,0.86,9.0,3.6,43.8,1.6,11.2,0.8,1.034,9.6,3.6,56.2,1.2,11.4,1.4,0.111,0.278,0.083,0.222
-1,2.09,1.84,1.45,4.33,7.5,2020-10-24T16:30:00.000Z,8372,8302,False,1,0,2,0.8,1.094,10.4,4.0,50.4,1.2,9.8,1.2,1.212,9.0,4.0,49.6,2.0,14.2,0.8,0.077,0.2,0.133,0.3,1.25,1.38,12.75,2.75,59.0,2.0,21.5,0.75,0.917,10.0,3.5,41.0,1.25,17.75,1.75,0.098,0.455,0.075,0.214
0.25,1.85,2.08,3,3,2.6,2020-10-31T15:15:00.000Z,8315,8302,True,2,1,2,1.0,1.478,14.4,2.8,61.6,2.0,23.0,0.8,0.778,8.6,3.0,38.4,1.0,15.8,1.4,0.069,0.357,0.093,0.267,0.8,0.944,11.4,3.8,58.8,0.8,21.4,0.8,0.592,6.2,1.6,41.2,0.8,13.8,1.2,0.07,0.211,0.129,0.5
0.25,1.99,1.91,3.3,2.9,2.37,2020-11-08T17:30:00.000Z,8315,10281,False,1,2,0,0.8,1.07,12.8,3.8,57.8,1.0,20.4,0.8,0.694,6.2,2.0,42.2,1.0,15.6,1.2,0.062,0.211,0.129,0.4,0.6,0.762,8.2,2.6,41.6,0.4,13.2,1.8,1.91,12.6,5.2,58.4,2.4,22.0,0.2,0.073,0.231,0.143,0.346
