spread,home spread odds,away spread odds,home team win odds,draw odds,away team win odds,date,team1,team2,team1Home,team1 final score,team 2 final score,label,Home goals,Away goals,Home Expected goals (xG),Away Expected goals (xG),Home Total shots,Away Total shots,Home Shots on target,Away Shots on target,Home Ball possession,Away Ball possession,Home Big chances,Away Big chances,Home Touches in opposition box,Away Touches in opposition box,Home goals against,Away goals against,Home Expected goals (xG) against,Away Expected goals (xG) against,Home Total shots against,Away Total shots against,Home Shots on target against,Away Shots on target against,Home Ball possession against,Away Ball possession against,Home Big chances against,Away Big chances against,Home Touches in opposition box against,Away Touches in opposition box against,Home Points Earned,Away Points Earned,Home Total shots average/goals average,Away Total shots average/goals average,Home Shots on target average/goals average,Away Shots on target average/goals average,Home Total shots against average/goals against average,Away Total shots against average/goals against average,Home Shots on target against average/goals against average,Away Shots on target against average/goals against average
-0.5,1.99,1.91,2,3.5,3.75,2022-07-30T14:00:00.000Z,8655,10172,True,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5,1.99,1.91,2,3.5,3.75,2022-07-30T14:00:00.000Z,8655,10172,True,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5,2.08,1.82,1.95,3.5,4,2022-07-30T14:00:00.000Z,8483,9798,True,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,2.1,1.7,2.37,3.25,3.1,2022-07-30T14:00:00.000Z,8427,8667,False,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,2.01,1.89,3.1,3.4,2.3,2022-07-30T14:00:00.000Z,8344,9850,True,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,2.11,1.79,2.3,3.25,3.2,2022-07-30T14:00:00.000Z,10004,10194,True,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.03,1.87,2.4,3.3,3,2022-07-30T14:00:00.000Z,8411,8528,False,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,2.06,1.84,2.62,3.5,2.55,2022-07-30T14:00:00.000Z,8119,10003,True,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,2.1,1.8,2.37,3.25,3.1,2022-08-05T18:45:00.000Z,8658,9796,True,2,1,2,0.0,0.08,2.0,0.0,30.0,0.0,0.0,1.0,1.06,16.0,7.0,70.0,2.0,0.0,0.0,0.0,0.0,0.062,0.143,0.0,0.71,12.0,3.0,47.0,0.0,0.0,0.0,1.42,14.0,4.0,53.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.25,1.92,1.98,2.25,3.3,3.3,2022-08-13T11:30:00.000Z,8658,8344,False,0,1,0,1.0,0.975,15.0,4.5,43.0,1.0,0.0,0.5,1.165,11.5,3.0,57.0,1.5,0.0,2.0,0.067,0.222,0.043,0.167,1.0,0.29,4.5,2.0,53.0,0.0,0.0,1.0,0.86,7.0,1.5,47.0,1.0,0.0,1.5,0.222,0.5,0.143,0.667
0.25,2.1,1.8,3.6,3.4,2,2022-08-16T18:45:00.000Z,8658,9817,True,1,1,1,1.0,0.807,6.667,2.667,39.667,0.667,11.333,0.333,1.06,12.0,4.667,60.333,2.0,22.333,2.333,0.15,0.375,0.028,0.071,0.667,0.677,11.333,3.0,43.0,0.667,0.0,0.667,1.64,13.0,4.333,57.0,2.333,0.0,1.333,0.059,0.222,0.051,0.154
0,2.07,1.83,2.62,3.4,2.55,2022-08-16T18:45:00.000Z,8427,8346,True,2,0,2,0.333,1.317,15.0,2.667,45.0,1.0,0.0,0.667,0.52,10.333,3.0,55.0,0.667,0.0,0.667,0.022,0.125,0.065,0.222,1.333,1.3,9.333,3.333,49.0,2.0,0.0,2.0,1.56,14.333,4.333,51.0,2.333,0.0,0.333,0.143,0.4,0.14,0.462
-1,1.73,2.08,1.53,4,6.5,2022-08-16T18:45:00.000Z,8191,8667,True,1,1,1,1.333,0.99,11.0,3.0,40.667,1.333,0.0,0.667,1.387,16.0,7.333,59.333,1.667,0.0,2.333,0.121,0.444,0.042,0.091,0.667,0.68,13.0,4.0,68.333,1.333,5.667,0.667,0.567,6.667,1.0,31.667,0.333,2.333,1.333,0.051,0.167,0.1,0.667
-0.75,1.87,2.03,1.57,3.8,6,2022-08-16T18:45:00.000Z,9796,9850,False,1,2,0,1.333,0.913,7.0,2.333,44.333,1.333,0.0,1.333,1.66,17.333,6.0,55.667,2.0,0.0,1.0,0.19,0.571,0.077,0.222,0.667,1.017,15.333,5.667,65.0,0.667,0.0,1.333,0.633,7.333,3.0,35.0,1.333,0.0,0.333,0.044,0.118,0.182,0.444
0,1.82,2.08,2.5,3.2,3,2022-08-16T18:45:00.000Z,10004,10003,False,2,2,1,1.667,1.203,12.333,4.0,45.0,1.667,0.0,1.333,1.33,13.333,5.0,55.0,1.667,0.0,2.0,0.135,0.417,0.1,0.267,0.667,0.85,12.333,5.0,69.667,0.667,0.0,1.333,0.807,8.0,5.333,30.333,1.667,0.0,1.333,0.054,0.133,0.167,0.25
-0.5,1.86,2.04,1.95,3.3,4,2022-08-16T18:45:00.000Z,8411,8119,True,0,0,1,2.5,1.36,10.0,6.0,37.0,1.5,0.0,0.5,0.7,13.0,5.5,63.0,0.5,0.0,2.0,0.25,0.417,0.038,0.091,0.333,1.163,12.667,4.333,53.0,2.0,0.0,0.0,1.053,14.667,2.667,47.0,0.333,0.0,1.667,0.026,0.077,0.0,0.0
0.25,1.84,2.06,2.55,3.25,2.8,2022-08-20T14:00:00.000Z,8658,8528,True,0,1,0,0.667,1.403,13.0,3.667,46.0,1.667,0.0,0.667,1.21,12.667,2.333,54.0,1.667,0.0,1.0,0.051,0.182,0.053,0.286,0.75,0.63,10.25,3.25,39.5,0.5,2.0,0.75,1.452,13.5,3.75,60.5,2.25,5.0,1.25,0.073,0.231,0.056,0.2
-0.5,1.87,2.03,1.75,3.6,4.75,2022-08-20T14:00:00.000Z,8655,8657,False,0,3,0,1.5,0.405,7.25,2.75,46.25,0.5,0.0,1.0,0.7,9.25,4.0,53.75,1.0,0.0,2.25,0.207,0.545,0.108,0.25,1.5,1.31,12.75,5.0,51.25,1.75,5.625,1.0,1.05,8.0,2.75,48.75,1.5,12.5,1.75,0.118,0.3,0.125,0.364
-1,1.97,1.93,1.57,4,6,2022-08-20T14:00:00.000Z,8483,8191,False,3,3,1,0.5,1.07,11.0,3.25,43.75,1.25,0.0,0.75,1.383,14.75,5.25,56.25,1.75,0.0,1.5,0.045,0.154,0.051,0.143,0.75,1.09,13.5,4.25,70.5,2.25,4.25,0.75,0.647,6.0,1.5,29.5,0.75,1.75,1.25,0.056,0.176,0.125,0.5
-1,1.83,2.07,1.55,4.2,6,2022-08-20T14:00:00.000Z,8667,8659,False,2,5,0,1.25,0.965,9.25,3.0,36.25,1.5,0.0,0.75,1.62,15.75,6.75,63.75,2.5,0.0,2.0,0.135,0.417,0.048,0.111,0.75,1.36,14.25,5.25,55.5,2.0,15.375,1.0,0.82,8.5,1.75,44.5,0.75,2.625,0.75,0.053,0.143,0.118,0.571
-0.25,1.97,1.93,2.45,3.2,3.1,2022-08-20T14:00:00.000Z,8346,10003,False,2,0,2,0.25,1.212,14.0,2.5,46.75,0.75,0.0,1.0,0.802,10.25,3.0,53.25,0.75,0.0,0.5,0.018,0.1,0.098,0.333,1.0,1.012,13.5,6.0,67.25,1.0,0.0,1.5,0.985,9.75,4.25,32.75,1.25,0.0,1.25,0.074,0.167,0.154,0.353
0.5,1.87,2.03,3.3,3.6,2.1,2022-08-20T14:00:00.000Z,8549,9798,False,0,1,0,1.75,1.715,12.5,3.25,59.25,3.0,0.0,2.0,1.03,8.75,4.5,40.75,2.25,0.0,0.75,0.14,0.538,0.229,0.444,1.25,1.17,11.0,4.5,44.5,1.25,0.0,1.5,0.935,8.75,3.0,55.5,0.5,0.0,1.5,0.114,0.278,0.171,0.5
-0.25,1.86,2.04,2.62,3.1,2.8,2022-08-20T14:00:00.000Z,8411,9817,True,0,0,1,1.0,0.828,8.75,2.5,47.5,1.0,13.5,0.5,0.918,10.75,4.5,52.5,1.5,18.75,2.0,0.114,0.4,0.047,0.111,0.25,1.4,14.75,4.75,55.5,2.25,0.0,0.0,0.855,12.25,2.25,44.5,0.5,0.0,1.5,0.017,0.053,0.0,0.0
-0.25,1.81,2.09,2.1,3.5,3.6,2022-08-20T14:00:00.000Z,10172,8119,True,1,1,1,1.667,0.993,8.333,4.333,37.0,1.333,0.0,0.333,1.17,15.667,5.667,63.0,1.333,0.0,1.667,0.2,0.385,0.021,0.059,1.25,0.92,11.5,3.75,49.75,2.0,0.0,1.5,1.16,12.75,4.75,50.25,1.75,0.0,1.0,0.109,0.333,0.118,0.316
-0.5,2.03,1.87,2.1,3.4,3.5,2022-08-20T14:00:00.000Z,10194,8472,True,0,1,0,1.75,0.965,11.5,5.25,42.5,1.5,0.0,1.75,1.507,16.0,4.5,57.5,2.5,0.0,1.25,0.152,0.333,0.109,0.389,1.25,1.475,12.75,4.5,51.0,2.5,0.0,1.75,1.435,12.0,3.5,49.0,2.0,0.0,1.0,0.098,0.278,0.146,0.5
-0.25,1.77,2.14,2,3.3,4,2022-08-27T14:00:00.000Z,8658,8119,False,0,2,0,0.6,0.692,11.0,3.4,43.2,0.6,1.6,0.8,1.236,11.8,3.4,56.8,2.2,4.0,1.0,0.055,0.176,0.068,0.235,1.5,0.87,7.75,3.75,37.75,1.0,0.0,0.5,1.25,16.0,5.5,62.25,1.0,0.0,1.5,0.194,0.4,0.031,0.091
-0.25,2.09,1.81,2.5,3.2,2.9,2022-08-27T14:00:00.000Z,8655,10194,True,0,1,0,1.0,1.356,13.2,4.2,52.4,2.2,0.0,1.6,1.344,12.0,3.2,47.6,1.8,0.0,0.8,0.076,0.238,0.133,0.5,1.2,0.344,6.4,2.2,45.8,0.4,0.0,1.4,1.248,11.8,5.4,54.2,2.0,0.0,1.8,0.187,0.545,0.119,0.259
-0.25,2.01,1.89,2.25,3.3,3.3,2022-08-27T14:00:00.000Z,8483,8427,True,3,3,1,1.6,1.42,10.6,3.2,48.0,2.2,0.0,1.2,1.264,12.8,3.6,52.0,1.6,0.0,1.4,0.151,0.5,0.094,0.333,1.0,1.32,11.2,4.2,40.8,1.8,0.0,1.2,1.326,14.4,5.0,59.2,2.0,0.0,1.4,0.089,0.238,0.083,0.24
0.25,1.95,1.95,3.25,3.1,2.37,2022-08-27T14:00:00.000Z,8191,8528,False,5,1,2,1.2,1.092,13.4,4.2,70.6,2.4,4.533,1.2,0.982,7.2,2.8,29.4,1.4,1.867,1.2,0.09,0.286,0.167,0.429,0.75,1.145,11.0,3.25,45.0,1.75,0.0,0.5,1.143,13.0,2.75,55.0,1.5,0.0,1.5,0.068,0.231,0.038,0.182
0,2.07,1.83,2.75,3,2.87,2022-08-27T14:00:00.000Z,8344,8411,True,0,0,1,0.2,1.254,13.8,4.6,54.2,2.0,2.4,0.0,0.916,12.2,2.2,45.8,1.2,4.0,1.4,0.014,0.043,0.0,0.0,0.6,0.842,8.2,2.8,52.6,1.0,0.0,0.8,0.85,9.2,2.2,47.4,1.2,0.0,1.4,0.073,0.214,0.087,0.364
0.25,1.84,2.06,3,3.4,2.37,2022-08-27T14:00:00.000Z,8669,8667,False,2,3,0,1.5,1.04,13.0,4.5,58.5,1.0,0.0,2.0,1.165,11.5,5.5,41.5,2.0,0.0,0.5,0.115,0.333,0.174,0.364,1.4,1.0,8.8,3.4,35.4,1.4,0.0,1.6,1.704,15.8,6.8,64.6,2.4,0.0,1.6,0.159,0.412,0.101,0.235
