wins,draws,losses,Points Earned,goals,goals against,Expected goals (xG),Expected goals (xG) against,Ball possession,Total shots,Shots on target,Total shots against,Shots on target against,goal diff,id
15,11,12,56.0,58.0,46.0,64.92,49.32,1845.0,581.0,202.0,487.0,174.0,12.0,8678
20,14,4,74.0,69.0,34.0,61.6,35.06,2166.0,546.0,188.0,362.0,120.0,35.0,9825
19,9,10,66.0,58.0,51.0,57.32,50.75,1923.0,484.0,170.0,463.0,160.0,7.0,10252
16,8,14,56.0,66.0,57.0,60.17,56.12,1814.0,440.0,184.0,647.0,209.0,9.0,9937
16,13,9,61.0,66.0,59.0,59.22,55.09,1997.0,533.0,191.0,427.0,149.0,7.0,10204
20,9,9,69.0,64.0,43.0,69.17,47.94,2176.0,595.0,218.0,398.0,157.0,21.0,8455
13,14,11,53.0,51.0,51.0,61.3,50.34,1617.0,516.0,186.0,483.0,155.0,0.0,9826
11,15,12,48.0,42.0,44.0,42.38,46.88,1545.0,406.0,144.0,480.0,170.0,-2.0,8668
15,9,14,54.0,54.0,54.0,49.44,48.16,1990.0,520.0,173.0,433.0,163.0,0.0,9879
4,10,24,22.0,36.0,82.0,34.72,74.35,1531.0,376.0,127.0,607.0,216.0,-46.0,9902
6,7,25,25.0,33.0,80.0,32.75,73.27,1724.0,335.0,111.0,643.0,216.0,-47.0,8197
25,9,4,84.0,86.0,41.0,83.44,38.67,2199.0,648.0,231.0,387.0,141.0,45.0,8650
21,8,9,71.0,72.0,44.0,69.14,48.47,2338.0,607.0,217.0,355.0,132.0,28.0,8456
11,9,18,42.0,44.0,54.0,53.46,55.15,2036.0,528.0,175.0,415.0,152.0,-10.0,10260
20,6,12,66.0,68.0,47.0,65.35,46.32,1944.0,525.0,175.0,473.0,167.0,21.0,10261
19,8,11,65.0,58.0,46.0,46.56,49.55,1552.0,463.0,166.0,531.0,176.0,12.0,10203
2,6,30,12.0,26.0,86.0,33.23,87.2,1849.0,343.0,111.0,681.0,256.0,-60.0,8466
11,5,22,38.0,64.0,65.0,59.68,64.38,2081.0,497.0,185.0,522.0,186.0,-1.0,8586
11,10,17,43.0,46.0,62.0,48.09,60.58,1847.0,476.0,146.0,583.0,187.0,-16.0,8654
12,6,20,42.0,54.0,69.0,44.34,58.68,1826.0,431.0,160.0,473.0,174.0,-15.0,8602
5.7,5.7,26.6,22.8,38.0,74.1,33.972,74.86,1580.8,342.0,117.8,594.7,205.2,-36.1,8191
9.5,13.3,15.2,41.8,49.4,62.7,54.473,55.176,1748.0,482.6,152.0,448.4,150.1,-13.3,8463
13.3,17.1,7.6,57.0,39.9,36.1,31.768,53.276,1605.5,362.9,117.8,560.5,174.8,3.8,8472
