index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,16/08/2024,Man United,Fulham,1,0,1.6,4.2,5.25,-0.75,1.86,2.07
1,17/08/2024,Ipswich,Liverpool,0,2,8.5,5.5,1.33,1.5,2.05,1.88
2,17/08/2024,Arsenal,Wolves,2,0,1.18,7.5,13,-2.25,2.02,1.91
3,17/08/2024,Everton,Brighton,0,3,2.63,3.3,2.63,0.25,1.87,2.06
4,17/08/2024,Newcastle,Southampton,1,0,1.36,5.25,8,-1.25,1.87,2.06
5,17/08/2024,Nott'm Forest,Bournemouth,1,1,2.45,3.5,2.8,-0.25,1.94,1.99
6,17/08/2024,West Ham,Aston Villa,1,2,2.45,3.6,2.75,0,1.83,2.1
7,18/08/2024,Brentford,Crystal Palace,2,1,2.4,3.4,2.9,0,2.07,1.86
8,18/08/2024,Chelsea,Man City,0,2,4.1,3.9,1.8,0.5,1.94,1.99
9,19/08/2024,Leicester,Tottenham,1,1,5,4.33,1.62,0.75,2.03,1.9
10,24/08/2024,Brighton,Man United,2,1,2.5,3.7,2.63,-0.25,2.07,1.86
11,24/08/2024,Crystal Palace,West Ham,0,2,2.15,3.6,3.2,-0.5,1.98,1.95
12,24/08/2024,Fulham,Leicester,2,1,1.8,3.75,4.2,-0.5,1.88,2.05
13,24/08/2024,Man City,Ipswich,4,1,1.08,12,21,-2.5,1.9,2.03
14,24/08/2024,Southampton,Nott'm Forest,0,1,2.55,3.3,2.8,-0.25,2.03,1.9
15,24/08/2024,Tottenham,Everton,4,0,1.44,4.75,6.5,-1.5,1.99,1.94
16,24/08/2024,Aston Villa,Arsenal,0,2,4.33,3.8,1.75,0.75,1.96,1.97
17,25/08/2024,Bournemouth,Newcastle,1,1,2.9,3.8,2.2,0,1.93,2
18,25/08/2024,Wolves,Chelsea,2,6,4.33,4,1.75,0.5,1.99,1.94
19,25/08/2024,Liverpool,Brentford,2,0,1.27,5.75,11,-2,2.06,1.87
20,31/08/2024,Arsenal,Brighton,1,1,1.33,5.5,8.5,-1.5,2.08,1.85
21,31/08/2024,Brentford,Southampton,3,1,1.75,3.9,4.33,-0.75,2.08,1.85
22,31/08/2024,Everton,Bournemouth,2,3,2.75,3.4,2.55,0.25,1.85,2.08
23,31/08/2024,Ipswich,Fulham,1,1,3,3.5,2.3,0.25,1.82,2.11
24,31/08/2024,Leicester,Aston Villa,1,2,4.5,4,1.7,0.5,1.99,1.94
25,31/08/2024,Nott'm Forest,Wolves,1,1,2,3.7,3.7,-0.5,2.01,1.92
26,31/08/2024,West Ham,Man City,1,3,7,5.5,1.38,1.25,1.98,1.95
27,01/09/2024,Chelsea,Crystal Palace,1,1,1.6,4.33,5,-0.75,1.83,2.1
28,01/09/2024,Newcastle,Tottenham,2,1,2.5,4,2.5,0,1.89,2.04
29,01/09/2024,Man United,Liverpool,0,3,3.7,4.2,1.85,0.5,1.94,1.99
30,14/09/2024,Southampton,Man United,0,3,4.5,4,1.7,0.75,1.87,2.06
31,14/09/2024,Brighton,Ipswich,0,0,1.38,5,7.5,-1,1.87,2.06
32,14/09/2024,Crystal Palace,Leicester,2,2,1.62,4,5.5,-0.75,1.88,2.05
33,14/09/2024,Fulham,West Ham,1,1,2.38,3.25,3,-0.25,2.04,1.89
34,14/09/2024,Liverpool,Nott'm Forest,0,1,1.22,6.5,12,-1.75,1.86,2.07
35,14/09/2024,Man City,Brentford,2,1,1.18,8,12,-2,2.08,1.85
36,14/09/2024,Aston Villa,Everton,3,2,1.5,4.2,6.5,-0.75,1.88,2.05
37,14/09/2024,Bournemouth,Chelsea,0,1,3.4,3.8,2,0.25,1.95,1.98
38,15/09/2024,Tottenham,Arsenal,0,1,3,3.5,2.3,0,2.01,1.92
39,15/09/2024,Wolves,Newcastle,1,2,3.4,3.5,2.1,0.5,1.85,2.08
40,21/09/2024,West Ham,Chelsea,0,3,3.6,3.9,1.95,0.5,1.9,2.03
41,21/09/2024,Aston Villa,Wolves,3,1,1.57,4.2,5.25,-0.75,1.86,2.07
42,21/09/2024,Fulham,Newcastle,3,1,3,3.4,2.4,0.25,1.83,2.1
43,21/09/2024,Leicester,Everton,1,1,2.45,3.4,2.88,-0.25,1.84,2.06
44,21/09/2024,Liverpool,Bournemouth,3,0,1.3,6.25,9,-1.75,1.88,2.05
45,21/09/2024,Southampton,Ipswich,1,1,2.25,3.5,3.2,-0.25,2.08,1.73
46,21/09/2024,Tottenham,Brentford,3,1,1.55,4.5,5.5,-1.25,2,1.93
47,21/09/2024,Crystal Palace,Man United,0,0,2.88,3.75,2.3,0.25,1.73,2.08
48,22/09/2024,Brighton,Nott'm Forest,2,2,1.75,3.75,4.75,-0.75,2.03,1.78
49,22/09/2024,Man City,Arsenal,2,2,1.8,3.6,4.5,-0.75,2.06,1.87
50,28/09/2024,Newcastle,Man City,1,1,5.25,4.33,1.6,0.75,2.05,1.88
51,28/09/2024,Arsenal,Leicester,4,2,1.17,8,15,-1.75,1.84,2.09
52,28/09/2024,Brentford,West Ham,1,1,2.2,3.5,3.2,-0.25,1.98,1.95
53,28/09/2024,Chelsea,Brighton,4,2,1.73,4.2,4.2,-0.75,2.03,1.9
54,28/09/2024,Everton,Crystal Palace,2,1,2.7,3.3,2.63,0,2.02,1.91
55,28/09/2024,Nott'm Forest,Fulham,0,1,2.38,3.3,3,0,1.83,2.1
