spread,home spread odds,away spread odds,home team win odds,draw odds,away team win odds,date,team1,team2,team1Home,team1 final score,team 2 final score,label,Home goals,Away goals,Home Expected goals (xG),Away Expected goals (xG),Home Total shots,Away Total shots,Home Shots on target,Away Shots on target,Home Ball possession,Away Ball possession,Home Big chances,Away Big chances,Home Touches in opposition box,Away Touches in opposition box,Home goals against,Away goals against,Home Expected goals (xG) against,Away Expected goals (xG) against,Home Total shots against,Away Total shots against,Home Shots on target against,Away Shots on target against,Home Ball possession against,Away Ball possession against,Home Big chances against,Away Big chances against,Home Touches in opposition box against,Away Touches in opposition box against,Home Points Earned,Away Points Earned,Home Total shots average/goals average,Away Total shots average/goals average,Home Shots on target average/goals average,Away Shots on target average/goals average,Home Total shots against average/goals against average,Away Total shots against average/goals against average,Home Shots on target against average/goals against average,Away Shots on target against average/goals against average
0.25,1.85,2.05,3.2,3.25,2.3,2022-08-14T13:00:00.000Z,8576,8588,True,0,0,1,3.0,2.54,16.0,7.0,62.0,6.0,0.0,2.0,1.22,6.0,4.0,38.0,2.0,0.0,3.0,0.188,0.429,0.333,0.5,1.0,1.49,8.0,4.0,32.0,1.0,0.0,2.0,1.34,11.0,6.0,68.0,3.0,0.0,0.0,0.125,0.25,0.182,0.333
0.25,1.85,2.05,3.2,3.25,2.3,2022-08-14T13:00:00.000Z,8576,8588,True,0,0,1,3.0,2.54,16.0,7.0,62.0,6.0,0.0,2.0,1.22,6.0,4.0,38.0,2.0,0.0,3.0,0.188,0.429,0.333,0.5,1.0,1.49,8.0,4.0,32.0,1.0,0.0,2.0,1.34,11.0,6.0,68.0,3.0,0.0,0.0,0.125,0.25,0.182,0.333
-0.25,2.06,1.84,2.2,3.25,3.5,2022-08-14T13:00:00.000Z,8121,8583,False,2,2,1,0.0,1.6,16.0,6.0,49.0,3.0,28.0,0.0,1.65,14.0,4.0,51.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.63,10.0,2.0,40.0,2.0,0.0,4.0,2.37,16.0,6.0,60.0,0.0,0.0,0.0,0.1,0.5,0.25,0.667
-0.5,2.04,1.86,2.15,3.2,3.6,2022-08-14T13:00:00.000Z,8311,9837,False,4,2,2,0.0,0.31,7.0,1.0,38.0,0.0,0.0,5.0,3.5,18.0,12.0,62.0,8.0,0.0,0.0,0.0,0.0,0.278,0.417,1.0,0.95,16.0,6.0,44.0,2.0,0.0,4.0,2.16,16.0,6.0,56.0,3.0,0.0,0.0,0.062,0.167,0.25,0.667
0,2.13,1.78,2.7,3.2,2.7,2022-08-14T13:00:00.000Z,9941,10242,False,3,0,2,1.0,0.89,6.0,4.0,46.0,3.0,0.0,1.0,1.22,11.0,4.0,54.0,1.0,0.0,1.0,0.167,0.25,0.091,0.25,2.0,2.02,16.0,10.0,47.0,2.0,0.0,3.0,1.76,17.0,6.0,53.0,2.0,0.0,0.0,0.125,0.2,0.176,0.5
-1,1.88,2.02,1.4,4.75,8,2022-08-21T15:05:00.000Z,8576,9851,False,1,2,0,0.5,1.01,8.5,3.0,34.0,1.0,0.0,1.0,1.38,11.5,4.5,66.0,2.0,0.0,0.5,0.059,0.167,0.087,0.222,0.5,2.055,22.5,7.0,65.0,2.0,19.5,1.0,1.51,10.0,3.0,35.0,2.5,4.5,0.5,0.022,0.071,0.1,0.333
0.25,1.77,2.14,3.4,3.2,2.2,2022-08-26T19:00:00.000Z,8576,8639,True,1,3,0,2.0,2.037,16.0,7.0,59.333,2.333,12.667,3.0,1.767,12.0,4.0,40.667,4.667,6.0,1.333,0.125,0.286,0.25,0.75,0.667,1.147,9.0,3.0,37.667,1.333,0.0,1.333,1.317,13.0,5.333,62.333,1.333,0.0,0.333,0.074,0.222,0.103,0.25
-0.25,1.95,1.95,2.1,3.3,3.6,2022-08-31T17:00:00.000Z,8576,10249,False,0,2,0,0.75,1.282,10.25,2.75,38.75,1.25,0.0,1.75,1.415,11.5,5.0,61.25,1.75,0.0,0.25,0.073,0.273,0.152,0.35,3.25,1.562,12.75,6.25,51.5,1.75,0.0,2.25,1.695,12.25,5.5,48.5,2.0,0.0,1.5,0.255,0.52,0.184,0.409
0.25,1.89,2.01,2.45,3.3,2.87,2022-08-31T17:00:00.000Z,8121,9837,True,2,4,0,1.25,1.53,11.25,5.75,36.75,3.0,0.0,2.5,1.575,14.0,4.75,63.25,2.0,0.0,0.5,0.111,0.217,0.179,0.526,1.0,1.095,10.25,3.75,52.5,2.75,21.5,2.0,1.857,15.25,6.5,47.5,3.0,22.5,0.5,0.098,0.267,0.131,0.308
-1.75,1.99,1.91,1.28,6,8.5,2022-08-31T17:00:00.000Z,8583,9748,False,1,2,0,1.5,0.848,8.75,2.75,39.5,1.75,7.25,1.75,1.505,13.5,4.75,60.5,1.5,15.5,1.75,0.171,0.545,0.13,0.368,2.333,1.677,15.0,6.333,69.333,3.333,0.0,1.0,0.977,6.667,3.333,30.667,1.333,0.0,2.333,0.156,0.368,0.15,0.3
-1.5,1.83,2.07,1.36,5.25,8,2022-08-31T17:00:00.000Z,9829,10242,True,2,4,0,1.5,1.772,14.25,6.0,40.5,2.0,7.0,2.75,1.69,12.5,5.0,59.5,3.0,3.5,0.75,0.105,0.25,0.22,0.55,1.25,1.867,13.0,5.75,40.0,3.25,0.0,1.75,2.045,16.75,6.5,60.0,3.25,0.0,1.25,0.096,0.217,0.104,0.269
-0.25,1.82,2.08,1.85,3.6,4.2,2022-08-31T17:00:00.000Z,9830,9848,False,1,1,1,1.25,1.607,13.0,4.0,43.75,3.0,22.375,1.0,1.335,14.25,4.75,56.25,2.5,31.75,1.25,0.096,0.312,0.07,0.211,0.75,1.06,11.5,4.75,55.25,2.0,7.5,1.25,1.785,14.0,5.75,44.75,2.25,4.25,0.5,0.065,0.158,0.089,0.217
-0.25,2.06,1.84,2.45,3.2,2.9,2022-09-04T13:00:00.000Z,8576,8689,True,0,1,0,1.75,1.92,13.75,4.5,41.25,2.5,5.625,2.0,1.867,15.25,6.0,58.75,2.5,24.375,1.75,0.127,0.389,0.131,0.333,0.6,1.264,11.2,2.2,43.4,1.2,3.6,1.8,1.478,11.0,4.8,56.6,1.8,2.6,0.2,0.054,0.273,0.164,0.375
0,1.8,2.1,2.8,3.4,2.45,2022-09-04T13:00:00.000Z,8521,9848,True,1,1,1,0.8,0.924,10.2,4.2,53.4,1.6,6.0,1.2,1.664,13.6,5.2,46.6,1.8,3.4,0.6,0.078,0.19,0.088,0.231,1.4,1.18,9.4,3.6,44.4,1.8,6.8,3.0,1.604,11.6,6.2,55.6,3.2,10.6,0.8,0.149,0.389,0.259,0.484
0.25,2.02,1.88,2.8,3.5,2.4,2022-09-04T13:00:00.000Z,8311,9941,True,2,0,2,1.4,1.138,11.0,5.2,50.8,2.0,0.0,1.8,1.826,14.6,6.2,49.2,3.6,0.0,1.0,0.127,0.269,0.123,0.29,1.2,0.728,7.2,2.0,49.2,0.8,0.0,2.0,2.612,16.6,7.6,50.8,4.4,0.0,1.2,0.167,0.6,0.12,0.263
0.25,1.88,2.02,3.2,3.5,2.25,2022-09-04T13:00:00.000Z,8588,9837,False,1,1,1,2.8,2.17,14.8,5.6,57.8,3.2,0.0,1.2,1.092,10.0,4.0,42.2,2.4,0.0,2.6,0.189,0.5,0.12,0.3,1.8,1.684,11.2,5.6,37.8,3.4,4.0,2.4,1.596,13.2,4.4,62.2,1.8,3.6,1.0,0.161,0.321,0.182,0.545
0.25,1.88,2.02,3.3,3,2.4,2022-09-11T13:00:00.000Z,8576,9831,True,0,1,0,0.6,1.288,11.4,3.2,48.8,1.4,0.0,1.4,1.002,12.2,3.8,51.2,1.6,0.0,0.8,0.053,0.187,0.115,0.368,0.4,1.07,12.8,2.0,48.6,1.0,3.6,1.6,1.386,10.2,4.4,51.4,1.4,2.6,0.2,0.031,0.2,0.157,0.364
0,1.81,2.09,2.4,3.6,2.75,2022-09-11T13:00:00.000Z,8121,10249,True,2,1,2,2.6,1.342,9.4,5.0,43.0,1.8,2.6,2.0,1.526,14.8,4.0,57.0,1.6,3.6,1.2,0.277,0.52,0.135,0.5,1.2,1.084,8.6,3.0,51.0,2.0,17.8,3.4,1.892,14.8,7.2,49.0,3.6,21.4,0.2,0.14,0.4,0.23,0.472
-0.25,2.14,1.77,2.1,3.25,3.75,2022-09-11T13:00:00.000Z,8689,9830,True,3,2,2,1.2,1.274,12.0,3.2,43.6,2.2,21.908,1.6,1.37,13.0,4.4,56.4,2.4,32.417,1.0,0.1,0.375,0.123,0.364,2.0,1.676,13.0,5.2,40.8,2.8,5.025,1.8,1.658,14.2,5.6,59.2,2.6,21.775,2.0,0.154,0.385,0.127,0.321
-0.25,2.05,1.75,2.2,3.5,3.2,2022-09-11T13:00:00.000Z,9837,9941,False,0,1,0,1.8,1.918,11.4,5.2,36.2,3.6,4.0,1.8,1.556,14.0,4.0,63.8,1.6,3.6,1.2,0.158,0.346,0.129,0.45,1.2,1.23,12.6,5.2,55.0,1.8,0.0,2.0,1.842,14.8,6.0,45.0,3.8,0.0,0.8,0.095,0.231,0.135,0.333
-0.25,1.73,2.08,2.05,3.3,4,2022-09-18T13:00:00.000Z,8576,8521,False,1,0,2,0.4,1.204,12.8,2.2,50.2,0.8,4.32,1.8,1.354,10.2,4.4,49.8,1.4,3.12,0.0,0.031,0.182,0.176,0.409,1.0,0.904,8.2,2.8,47.0,1.6,11.36,2.6,1.774,12.0,5.8,53.0,3.2,17.52,0.8,0.122,0.357,0.217,0.448
-0.75,1.83,2.07,1.61,4,5.5,2022-09-18T13:00:00.000Z,8121,9831,False,1,0,2,1.2,1.32,8.6,3.6,48.0,2.2,15.2,3.2,1.87,14.0,6.8,52.0,3.6,21.6,0.6,0.14,0.333,0.229,0.471,0.6,1.212,11.2,3.2,49.2,1.4,0.0,1.2,1.056,12.2,3.4,50.8,1.0,0.0,1.2,0.054,0.187,0.098,0.353
-0.25,1.97,1.93,2.25,3.4,3.2,2022-09-18T13:00:00.000Z,8311,10242,True,1,3,0,1.8,1.668,12.8,5.2,39.4,1.8,8.12,1.8,1.686,12.4,5.0,60.6,3.4,4.06,1.4,0.141,0.346,0.145,0.36,0.8,0.724,8.2,2.2,47.8,1.2,0.0,0.6,1.882,16.4,5.6,52.2,3.0,0.0,1.4,0.098,0.364,0.037,0.107
-0.5,2.05,1.85,2.05,3.6,3.6,2022-09-18T13:00:00.000Z,8592,9851,True,1,1,1,2.4,1.552,15.0,7.4,57.6,2.8,30.315,1.0,0.968,10.0,2.6,42.4,1.0,6.885,2.0,0.16,0.324,0.1,0.385,2.0,1.764,15.8,6.0,54.6,2.8,0.0,0.4,0.98,9.2,2.0,45.4,1.2,0.0,3.0,0.127,0.333,0.043,0.2
-0.25,2.04,1.86,2.2,3.1,3.6,2022-10-02T13:00:00.000Z,8576,8311,True,1,3,0,0.8,0.774,9.6,2.2,50.0,1.2,0.0,1.2,1.902,15.6,5.6,50.0,3.2,0.0,0.8,0.083,0.364,0.077,0.214,0.4,1.026,12.0,2.4,49.4,0.6,5.32,1.4,1.232,8.6,3.8,50.6,1.6,8.12,0.6,0.033,0.167,0.163,0.368
0.25,1.83,2.07,2.7,3.5,2.55,2022-10-02T13:00:00.000Z,8583,8521,True,1,1,1,0.4,0.65,7.6,2.2,48.8,0.8,11.36,2.6,1.758,11.8,5.6,51.2,3.0,16.12,0.2,0.053,0.182,0.22,0.464,0.6,0.936,9.0,3.0,47.2,1.2,8.58,2.4,1.926,14.6,7.2,52.8,3.8,17.667,0.6,0.067,0.2,0.164,0.333
-0.5,1.96,1.94,1.85,3.8,3.75,2022-10-02T13:00:00.000Z,10249,9941,False,2,4,0,2.6,1.474,8.8,4.0,43.0,2.6,5.72,1.2,1.264,13.2,3.0,57.0,1.6,8.12,1.8,0.295,0.65,0.091,0.4,0.6,0.976,13.0,4.4,51.4,1.6,0.0,2.0,1.55,13.8,5.8,48.6,3.4,0.0,0.6,0.046,0.136,0.145,0.345
0,1.96,1.94,2.5,3.4,2.8,2022-10-02T13:00:00.000Z,9837,10242,False,2,2,1,1.2,1.3,11.2,3.4,37.8,2.2,5.6,1.6,1.54,16.4,5.2,62.2,2.8,5.04,1.0,0.107,0.353,0.098,0.308,2.2,1.774,13.8,5.8,40.8,2.4,9.52,1.2,1.354,12.0,3.8,59.2,2.6,4.76,2.0,0.159,0.379,0.1,0.316
-1,1.97,1.93,1.33,4.75,10,2022-10-08T15:00:00.000Z,8576,8592,False,2,1,2,0.4,0.984,11.6,2.6,51.4,0.8,9.12,1.4,1.102,8.6,3.6,48.6,1.4,10.92,0.6,0.034,0.154,0.163,0.389,1.8,1.918,16.0,6.4,56.4,2.8,6.4,0.4,0.84,9.0,2.8,43.6,1.0,3.0,2.6,0.113,0.281,0.044,0.143
-0.25,1.94,1.96,2.15,3.2,3.6,2022-10-16T13:00:00.000Z,8576,10242,False,1,1,1,0.8,0.786,9.8,2.8,46.0,0.6,7.12,1.2,1.106,8.8,3.2,54.0,1.6,13.12,1.2,0.082,0.286,0.136,0.375,1.6,1.244,12.2,3.8,42.6,2.4,13.52,1.6,1.65,12.8,3.8,57.4,2.8,8.96,1.0,0.131,0.421,0.125,0.421
0.25,2.06,1.84,3.6,3.5,2.05,2022-10-16T13:00:00.000Z,8583,9831,True,1,1,1,1.0,1.31,12.0,4.0,52.4,1.8,10.2,1.2,1.246,13.6,3.6,47.6,1.6,15.0,1.2,0.083,0.25,0.088,0.333,0.6,1.156,11.4,3.6,51.4,1.4,11.38,2.6,1.48,11.6,6.4,48.6,3.6,19.133,0.2,0.053,0.167,0.224,0.406
-0.25,1.91,1.99,2.2,3.3,3.4,2022-10-16T13:00:00.000Z,8521,9830,False,1,4,0,0.6,0.79,9.0,3.0,51.6,1.2,18.36,1.2,1.442,10.8,3.8,48.4,2.2,14.92,0.4,0.067,0.2,0.111,0.316,0.6,0.55,9.2,2.8,45.6,0.4,20.143,2.6,1.78,12.8,4.8,54.4,3.2,28.767,0.2,0.065,0.214,0.203,0.542
-0.25,1.89,2.01,2.3,3.7,2.87,2022-10-16T13:00:00.000Z,9748,9851,False,2,3,0,0.6,1.362,14.0,4.8,53.6,2.2,7.76,1.6,1.596,12.6,5.2,46.4,2.6,9.24,0.2,0.043,0.125,0.127,0.308,2.6,2.064,14.6,6.0,55.8,3.6,28.57,0.6,0.98,9.6,2.8,44.2,0.6,8.91,2.2,0.178,0.433,0.062,0.214
1.75,1.75,2.05,9,5.5,1.3,2022-10-21T19:00:00.000Z,8576,9847,True,0,3,0,1.0,1.612,14.8,5.4,59.6,2.6,18.0,0.2,1.158,12.8,3.6,40.4,1.0,14.2,2.6,0.068,0.185,0.016,0.056,1.0,1.17,9.6,3.6,44.4,1.2,13.12,1.2,1.05,9.2,2.8,55.6,1.4,16.32,1.4,0.104,0.278,0.13,0.429
0,1.91,1.99,2.6,3.1,2.9,2022-10-30T12:00:00.000Z,8576,8583,False,0,1,0,1.0,0.986,9.4,3.2,42.6,1.2,15.6,1.6,1.304,9.0,3.4,57.4,2.2,22.2,1.4,0.106,0.312,0.178,0.471,1.0,1.208,12.6,3.6,49.8,1.0,15.01,1.8,1.66,11.8,5.6,50.2,3.4,24.127,0.4,0.079,0.278,0.153,0.321
0,2.11,1.79,2.8,3.2,2.62,2022-11-05T16:00:00.000Z,8576,9848,True,4,2,2,1.6,1.354,11.8,4.2,46.0,2.2,19.8,2.4,2.394,14.2,6.6,54.0,3.6,25.8,1.0,0.136,0.381,0.169,0.364,0.8,0.954,9.2,2.6,46.2,1.2,18.8,1.8,1.494,11.0,3.6,53.8,2.0,20.2,0.8,0.087,0.308,0.164,0.5
-0.25,1.85,2.05,2,3.3,4,2022-11-13T14:00:00.000Z,8576,9830,False,2,2,1,1.4,1.486,9.2,3.4,45.6,2.0,19.4,1.6,1.452,11.4,4.0,54.4,1.8,20.6,1.4,0.152,0.412,0.14,0.4,1.2,1.36,12.8,4.4,45.6,1.8,20.2,1.4,1.476,13.6,5.2,54.4,2.4,25.0,1.0,0.094,0.273,0.103,0.269
-1.75,1.97,1.93,1.33,5.5,8.5,2022-11-13T14:00:00.000Z,8121,8639,False,0,1,0,1.2,1.102,9.4,4.6,44.2,2.4,15.6,2.4,2.086,12.6,5.6,55.8,4.0,24.6,0.0,0.128,0.261,0.19,0.429,1.8,2.338,15.2,6.4,55.8,3.4,26.4,1.0,1.092,8.0,3.0,44.2,1.6,16.2,2.0,0.118,0.281,0.125,0.333
