spread,home spread odds,away spread odds,home team win odds,draw odds,away team win odds,date,team1,team2,team1Home,team1 final score,team 2 final score,label,Home goals,Away goals,Home Expected goals (xG),Away Expected goals (xG),Home Total shots,Away Total shots,Home Shots on target,Away Shots on target,Home Ball possession,Away Ball possession,Home Big chances,Away Big chances,Home Touches in opposition box,Away Touches in opposition box,Home goals against,Away goals against,Home Expected goals (xG) against,Away Expected goals (xG) against,Home Total shots against,Away Total shots against,Home Shots on target against,Away Shots on target against,Home Ball possession against,Away Ball possession against,Home Big chances against,Away Big chances against,Home Touches in opposition box against,Away Touches in opposition box against,Home Points Earned,Away Points Earned,Home Total shots average/goals average,Away Total shots average/goals average,Home Shots on target average/goals average,Away Shots on target average/goals average,Home Total shots against average/goals against average,Away Total shots against average/goals against average,Home Shots on target against average/goals against average,Away Shots on target against average/goals against average
-0.75,2.05,1.8,1.8,3.8,4.2,2025-08-23T14:00:00.000Z,8678,8602,True,1,0,2,0.0,0.56,9.0,3.0,42.0,0.0,19.0,4.0,2.47,15.0,4.0,58.0,3.0,28.0,0.0,0.0,0.0,0.267,1.0,2.0,1.7,10.0,3.0,39.0,3.0,28.0,4.0,2.21,19.0,10.0,61.0,3.0,36.0,0.0,0.2,0.667,0.211,0.4
-0.75,2.05,1.8,1.8,3.8,4.2,2025-08-23T14:00:00.000Z,8678,8602,True,1,0,2,0.0,0.56,9.0,3.0,42.0,0.0,19.0,4.0,2.47,15.0,4.0,58.0,3.0,28.0,0.0,0.0,0.0,0.267,1.0,2.0,1.7,10.0,3.0,39.0,3.0,28.0,4.0,2.21,19.0,10.0,61.0,3.0,36.0,0.0,0.2,0.667,0.211,0.4
0.25,2.03,1.83,3.1,3.6,2.2,2025-08-23T14:00:00.000Z,10252,9937,False,0,1,0,0.0,0.2,3.0,3.0,40.0,1.0,14.0,0.0,1.43,16.0,3.0,60.0,2.0,33.0,1.0,0.0,0.0,0.0,0.0,1.0,1.49,10.0,3.0,46.0,1.0,19.0,3.0,1.83,11.0,5.0,54.0,4.0,25.0,0.0,0.1,0.333,0.273,0.6
-0.25,2,1.85,2.2,3.2,3.5,2025-08-23T14:00:00.000Z,8191,8472,True,2,0,2,3.0,0.75,10.0,5.0,37.0,2.0,15.0,0.0,0.56,12.0,4.0,63.0,0.0,28.0,3.0,0.3,0.6,0.0,0.0,0.0,0.94,14.0,4.0,33.0,0.0,25.0,3.0,2.32,16.0,6.0,67.0,2.0,26.0,0.0,0.0,0.0,0.188,0.5
-0.5,1.93,1.93,1.73,4.2,4.2,2025-08-30T14:00:00.000Z,8678,8586,False,1,0,2,1.5,1.495,12.0,3.5,49.0,2.5,29.0,2.0,1.335,12.5,5.5,51.0,1.5,25.0,1.5,0.125,0.429,0.16,0.364,2.5,1.715,14.0,5.5,53.0,2.5,26.0,0.0,1.245,12.0,4.0,47.0,1.0,29.5,3.0,0.179,0.455,0.0,0.0
0.25,1.85,2,3,3.3,2.4,2025-08-30T14:00:00.000Z,9937,8472,False,1,2,0,1.0,1.35,9.5,2.5,35.0,1.5,22.0,1.5,1.51,14.0,3.5,65.0,2.5,34.0,1.5,0.105,0.4,0.107,0.429,1.5,0.76,9.5,3.0,47.5,2.0,16.0,1.0,0.78,9.5,3.0,52.5,1.0,22.5,1.5,0.158,0.5,0.105,0.333
-1.25,1.88,1.98,1.33,5.25,8,2025-08-30T14:00:00.000Z,8191,10260,False,2,3,0,1.0,0.97,10.5,3.0,37.5,1.0,21.0,1.5,1.545,12.5,3.5,62.5,2.0,21.5,1.5,0.095,0.333,0.12,0.429,0.5,1.575,16.0,5.0,54.5,1.0,30.5,1.0,1.535,11.0,3.5,45.5,2.0,29.0,0.5,0.031,0.1,0.091,0.286
0.25,1.88,1.98,2.7,3.2,2.75,2025-08-30T14:00:00.000Z,8668,8602,False,3,2,2,1.0,1.2,9.0,2.0,44.0,1.5,16.0,0.5,2.28,17.0,3.5,56.0,3.0,28.5,1.5,0.111,0.5,0.029,0.143,0.0,0.51,7.5,2.0,41.5,0.0,16.5,2.5,1.88,14.5,4.0,58.5,2.5,29.0,0.0,0.0,0.0,0.172,0.625
0,1.73,2.08,2.35,3.5,2.9,2025-09-13T14:00:00.000Z,8678,10204,True,2,1,2,1.0,2.07,11.667,5.0,48.0,2.667,25.333,1.333,1.393,10.0,2.667,52.0,2.0,20.333,1.333,0.086,0.2,0.133,0.5,1.333,1.527,14.667,4.333,45.667,2.667,29.0,1.333,0.953,10.0,4.0,54.333,1.0,22.667,2.0,0.091,0.308,0.133,0.333
0,1.85,2,2.45,3.3,2.9,2025-09-13T14:00:00.000Z,10252,8668,False,0,0,1,0.0,0.843,11.0,3.0,58.0,1.333,25.667,1.333,1.763,10.333,3.0,42.0,2.667,24.0,0.333,0.0,0.0,0.129,0.444,1.667,1.443,9.333,2.667,43.333,2.0,18.333,1.0,1.89,15.333,3.667,56.667,2.667,26.333,2.0,0.179,0.625,0.065,0.273
