wins,draws,losses,Points Earned,goals,goals against,Expected goals (xG),Expected goals (xG) against,Ball possession,Total shots,Shots on target,Total shots against,Shots on target against,goal diff,id
15.923,12.385,17.692,60.154,61.923,63.692,68.045,50.034,2485.769,642.231,173.385,483.0,171.615,-1.769,8658
15.333,11.926,18.741,57.926,44.296,51.111,58.028,46.068,2289.778,553.704,155.037,487.259,146.519,-6.815,8655
19.462,10.615,15.923,69.0,67.231,51.308,60.313,59.11,2188.538,629.846,198.154,610.385,187.538,15.923,8427
12.385,15.923,17.692,53.077,44.231,56.615,43.576,58.88,1947.923,504.231,159.231,698.846,176.923,-12.384,8451
26.538,12.385,7.077,92.0,100.846,51.308,85.878,49.662,2517.615,796.154,270.692,539.615,182.231,49.538,8669
15.923,14.154,15.923,61.923,61.923,61.923,46.602,58.261,1928.462,437.0,148.615,578.538,192.846,0.0,10170
22.08,9.2,14.72,75.44,73.6,69.92,62.394,83.462,2128.88,517.04,191.36,697.36,218.96,3.68,8667
21.231,14.154,10.615,77.846,74.308,44.231,74.237,38.941,2614.923,716.538,228.231,454.692,148.615,30.077,9902
17.692,12.385,15.923,65.462,65.462,67.231,50.918,65.656,2400.846,536.077,168.077,585.615,205.231,-1.769,8197
23.0,12.385,10.615,81.385,65.462,46.0,56.952,43.983,2637.923,670.538,189.308,479.462,139.769,19.462,8549
21.231,12.385,12.385,76.077,51.308,58.385,58.208,55.695,2108.923,575.0,191.077,576.769,194.615,-7.077,10004
10.615,10.615,24.769,42.462,49.538,69.0,59.517,74.52,2397.308,562.615,175.154,617.462,196.385,-19.462,9850
9.2,12.88,23.92,40.48,46.0,64.4,47.73,61.014,1966.96,594.32,167.44,664.24,207.92,-18.4,8653
11.04,14.72,20.24,47.84,38.64,64.4,45.282,59.966,2274.24,517.04,154.56,585.12,193.2,-25.76,8462
19.462,17.692,8.846,76.077,63.692,44.231,53.608,59.8,2080.615,513.077,175.154,606.846,164.538,19.461,8411
19.462,8.846,17.692,67.231,67.231,69.0,57.5,54.138,2153.154,582.077,180.462,534.308,168.077,-1.769,10172
18.4,3.68,23.92,58.88,66.24,69.92,76.654,55.071,2388.32,612.72,191.36,550.16,182.16,-3.68,8657
1.769,14.154,30.077,19.462,31.846,92.0,42.939,82.676,2181.462,435.231,132.692,693.538,283.077,-60.154,10163
14.154,15.923,15.923,58.385,67.231,67.231,78.713,62.595,2650.308,674.077,238.846,608.615,169.846,0.0,8466
21.231,7.077,17.692,70.769,56.615,40.692,49.998,56.863,2457.462,529.0,185.769,552.0,173.385,15.923,10194
15.923,8.846,21.231,56.615,47.769,58.385,40.798,54.262,2524.692,532.538,173.385,578.538,215.846,-10.616,10003
20.24,14.72,11.04,75.44,68.08,53.36,61.953,47.601,2349.68,632.96,217.12,529.92,160.08,14.72,9817
15.923,7.077,23.0,54.846,51.308,61.923,57.553,49.432,2392.0,642.231,201.692,504.231,153.923,-10.615,8659
17.692,17.692,10.615,70.769,67.231,56.615,57.659,68.328,2119.538,502.462,175.154,700.615,210.538,10.616,9841
