index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,08/08/2025,Birmingham,Ipswich,1,1,2.4,3.3,2.9,0,1.88,1.98
1,09/08/2025,Charlton,Watford,1,0,2.45,3.3,2.88,-0.25,1.95,1.9
2,09/08/2025,Coventry,Hull,0,0,1.73,3.8,4.5,-0.75,1.88,1.98
3,09/08/2025,Southampton,Wrexham,2,1,1.7,3.75,4.75,-0.5,1.9,1.95
4,09/08/2025,Middlesbrough,Swansea,1,0,2,3.5,3.6,-0.5,2.05,1.75
5,09/08/2025,Norwich,Millwall,1,2,2,3.3,3.8,-0.25,1.88,1.98
6,09/08/2025,Oxford,Portsmouth,0,1,2.55,3.4,2.7,0,1.93,1.93
7,09/08/2025,QPR,Preston,1,1,2.3,3.2,3.2,0,1.88,1.98
8,09/08/2025,Stoke,Derby,3,1,2.3,3.2,3.2,-0.5,2.05,1.75
9,09/08/2025,West Brom,Blackburn,1,0,1.83,3.4,4.33,-0.5,1.85,2
10,09/08/2025,Sheffield United,Bristol City,1,4,1.7,3.75,4.75,-0.75,1.93,1.93
11,10/08/2025,Leicester,Sheffield Weds,2,1,1.14,8,17,-1.5,1.83,2.03
12,16/08/2025,Derby,Coventry,3,5,3.1,3.2,2.38,0.25,2.03,1.83
13,16/08/2025,Portsmouth,Norwich,1,2,2.45,3.4,2.75,0,1.85,2
14,16/08/2025,Wrexham,West Brom,2,3,2.75,3.2,2.55,0,1.93,1.93
15,16/08/2025,Blackburn,Birmingham,1,2,3.1,3.25,2.3,0.25,1.85,2
16,16/08/2025,Bristol City,Charlton,0,0,1.91,3.5,3.8,-0.5,1.98,1.88
17,16/08/2025,Millwall,Middlesbrough,0,3,2.15,3.25,3.4,-0.25,1.85,2
18,16/08/2025,Preston,Leicester,2,1,3.6,3.3,2.05,0.5,1.9,1.95
19,16/08/2025,Sheffield Weds,Stoke,0,3,3.9,3.4,1.95,0.25,1.98,1.88
20,16/08/2025,Swansea,Sheffield United,1,0,2.75,3.2,2.63,0,1.68,2.15
21,16/08/2025,Watford,QPR,2,1,2.15,3.1,3.6,-0.5,1.93,1.93
22,17/08/2025,Ipswich,Southampton,1,1,2.1,3.5,3.3,-0.5,1.88,1.98
23,17/08/2025,Hull,Oxford,3,2,1.91,3.4,4.1,-0.5,1.9,1.95
24,22/08/2025,Derby,Bristol City,1,1,3,3.2,2.38,0.25,1.73,2.08
25,23/08/2025,Charlton,Leicester,0,1,3.3,3.3,2.2,0.25,1.7,2.1
26,23/08/2025,Hull,Blackburn,0,3,2.38,3.25,3,-0.25,1.92,1.82
27,23/08/2025,Swansea,Watford,1,1,2,3.3,3.7,-0.5,1.75,2.05
28,23/08/2025,Birmingham,Oxford,1,0,1.45,4.5,6.5,-1,1.8,2.05
29,23/08/2025,Coventry,QPR,7,1,1.55,4.2,5.5,-1.25,1.98,1.88
30,23/08/2025,Norwich,Middlesbrough,1,2,2.25,3.4,3.1,-0.25,2.05,1.8
31,23/08/2025,Preston,Ipswich,1,0,3.7,3.4,2.05,0.25,2,1.85
32,23/08/2025,Sheffield United,Millwall,0,1,2,3.4,3.7,-0.5,1.8,2.05
33,23/08/2025,Southampton,Stoke,1,2,1.73,3.8,4.5,-0.5,1.98,1.88
34,23/08/2025,West Brom,Portsmouth,1,1,1.75,3.6,4.5,-0.75,1.88,1.98
35,23/08/2025,Wrexham,Sheffield Weds,2,2,1.55,4.1,5.75,-1,2.05,1.75
36,29/08/2025,Leicester,Birmingham,2,0,2.35,3.25,2.85,-0.25,2.1,1.7
37,30/08/2025,Middlesbrough,Sheffield United,1,0,2.15,3.4,3.1,-0.25,1.88,1.98
38,30/08/2025,QPR,Charlton,3,1,2.85,3.3,2.4,0.25,1.95,1.9
39,30/08/2025,Stoke,West Brom,0,1,2.65,3.2,2.65,0,1.93,1.93
40,30/08/2025,Blackburn,Norwich,0,2,2.25,3.4,3,-0.25,1.88,1.98
41,30/08/2025,Bristol City,Hull,4,2,1.86,3.4,4.2,-0.5,1.8,2.05
42,30/08/2025,Ipswich,Derby,2,2,1.49,3.9,6.5,-1,1.93,1.93
43,30/08/2025,Millwall,Wrexham,0,2,1.96,3.4,3.75,-0.25,1.75,2.05
44,30/08/2025,Oxford,Coventry,2,2,4.5,3.6,1.71,0.75,2.03,1.83
45,30/08/2025,Portsmouth,Preston,1,0,2.15,3.3,3.3,-0.25,1.83,2.03
46,30/08/2025,Sheffield Weds,Swansea,0,2,3.25,3.3,2.2,0.25,1.93,1.93
47,30/08/2025,Watford,Southampton,2,2,3,3.3,2.35,0,2.03,1.83
48,12/09/2025,Ipswich,Sheffield United,5,0,1.76,3.5,4.5,-0.75,1.95,1.9
49,13/09/2025,Charlton,Millwall,1,1,2.4,3.1,3.1,-0.25,2.1,1.78
50,13/09/2025,Oxford,Leicester,2,2,4.2,3.5,1.81,0.5,1.8,2.05
51,13/09/2025,Preston,Middlesbrough,2,2,3,3.3,2.2,0.25,1.85,2
52,13/09/2025,Coventry,Norwich,1,1,1.68,3.9,4.33,-0.75,1.93,1.93
53,13/09/2025,Sheffield Weds,Bristol City,0,3,3.75,3.4,1.91,0.5,1.85,2
54,13/09/2025,Stoke,Birmingham,1,0,3,3.2,2.35,0,2.05,1.8
55,13/09/2025,Swansea,Hull,2,2,1.79,3.5,4.5,-0.5,1.78,2.03
56,13/09/2025,Watford,Blackburn,0,1,2.15,3.5,3.1,-0.25,2.08,1.73
57,13/09/2025,West Brom,Derby,0,1,1.71,3.5,4.75,-0.5,1.75,2.05
58,13/09/2025,Wrexham,QPR,1,3,1.86,3.5,4,-0.5,2.15,1.68
59,14/09/2025,Southampton,Portsmouth,0,0,1.66,3.9,4.5,-0.75,1.93,1.93
60,19/09/2025,Middlesbrough,West Brom,2,1,2.1,3.4,3.3,-0.25,1.9,1.95
61,20/09/2025,Birmingham,Swansea,1,0,1.81,3.3,4.5,-0.5,2.05,1.75
62,20/09/2025,Leicester,Coventry,0,0,2.4,3.4,2.65,0,1.88,1.98
63,20/09/2025,QPR,Stoke,1,0,2.65,3.2,2.55,0,2.03,1.83
64,20/09/2025,Derby,Preston,0,1,2.3,3.1,3.1,-0.25,2.03,1.83
65,20/09/2025,Hull,Southampton,3,1,3,3.5,2.2,0.25,1.83,2.03
66,20/09/2025,Norwich,Wrexham,2,3,1.71,3.8,4.33,-0.25,1.88,1.98
67,20/09/2025,Portsmouth,Sheffield Weds,0,2,1.51,4.1,6,-0.75,1.93,1.93
68,20/09/2025,Sheffield United,Charlton,0,1,1.76,3.6,4.33,-0.5,1.78,2.03
69,21/09/2025,Bristol City,Oxford,1,3,1.56,4.2,5.25,-1,2,1.85
70,22/09/2025,Millwall,Watford,1,0,2.01,3.2,3.8,-0.5,1.98,1.88
71,26/09/2025,West Brom,Leicester,1,1,2.05,3.3,3.5,-0.25,1.9,1.95
72,27/09/2025,Coventry,Birmingham,3,0,1.96,3.5,3.6,-0.25,1.75,2.05
73,27/09/2025,Swansea,Millwall,1,1,2.15,3.1,3.5,-0.25,1.85,2
74,27/09/2025,Wrexham,Derby,1,1,2.05,3.3,3.5,-0.25,1.8,2.05
75,27/09/2025,Charlton,Blackburn,3,0,2.25,3.25,3.1,-0.25,2.03,1.83
76,27/09/2025,Ipswich,Portsmouth,2,1,1.49,3.9,6.25,-1.25,1.83,2.03
77,27/09/2025,Oxford,Sheffield United,0,1,3.2,3.2,2.25,0.25,1.85,2
78,27/09/2025,Preston,Bristol City,0,0,2.5,3.3,2.65,0,1.95,1.9
79,27/09/2025,Sheffield Weds,QPR,1,1,2.7,3.4,2.45,0.25,1.9,1.95
80,27/09/2025,Southampton,Middlesbrough,1,1,2.3,3.4,2.85,-0.25,2,1.85
81,27/09/2025,Stoke,Norwich,1,1,1.96,3.6,3.5,-0.5,1.98,1.88
82,27/09/2025,Watford,Hull,2,1,2.2,3.4,3.1,-0.25,2.05,1.8
83,30/09/2025,Birmingham,Sheffield Weds,2,2,1.45,4,7.5,-1,1.73,2.08
84,30/09/2025,Blackburn,Swansea,1,2,2.57,3.1,2.65,0,1.8,2.05
85,30/09/2025,Bristol City,Ipswich,1,1,2.7,3.3,2.45,0,2,1.85
