index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,21/08/2021,Inter,Genoa,4,0,1.33,5.25,9,-1.5,1.88,2.05
1,21/08/2021,Verona,Sassuolo,2,3,2.62,3.3,2.62,0,1.88,2.05
2,21/08/2021,Empoli,Lazio,1,3,4.6,4,1.7,0.5,2,1.93
3,21/08/2021,Torino,Atalanta,1,2,5.5,4.33,1.55,1,2.06,1.87
4,22/08/2021,Bologna,Salernitana,3,2,1.65,4,5,-1,1.94,1.99
5,22/08/2021,Udinese,Juventus,2,2,7.5,4.33,1.45,1,1.91,1.99
6,22/08/2021,Napoli,Venezia,2,0,1.22,6.5,12,-2,2.04,1.89
7,22/08/2021,Roma,Fiorentina,3,1,1.72,3.8,4.75,-0.75,1.85,2.08
8,23/08/2021,Cagliari,Spezia,2,2,1.95,3.4,4,-0.5,1.83,2.1
9,23/08/2021,Sampdoria,Milan,0,1,4,3.6,1.9,0.5,1.75,2.05
10,27/08/2021,Udinese,Venezia,3,0,1.7,3.75,5,-0.75,2.09,1.84
11,27/08/2021,Verona,Inter,1,3,5.5,4.33,1.55,1,1.85,2.08
12,28/08/2021,Atalanta,Bologna,0,0,1.33,5.5,8,-1.75,2.04,1.89
13,28/08/2021,Lazio,Spezia,6,1,1.33,4.75,9.5,-1.5,1.86,2.07
14,28/08/2021,Fiorentina,Torino,2,1,2.2,3.4,3.25,-0.5,1.9,2.03
15,28/08/2021,Juventus,Empoli,0,1,1.22,6.5,12,-1.75,1.82,2.11
16,29/08/2021,Genoa,Napoli,1,2,6,4.5,1.5,1,1.73,2.08
17,29/08/2021,Sassuolo,Sampdoria,0,0,2,3.6,3.6,-0.25,1.83,2.07
18,29/08/2021,Milan,Cagliari,4,1,1.44,4.5,7,-1.25,2.05,1.75
19,29/08/2021,Salernitana,Roma,0,4,5.5,4.33,1.55,1.25,1.73,2.08
20,11/09/2021,Empoli,Venezia,1,2,1.8,3.8,4.2,-0.75,1.89,2.04
21,11/09/2021,Napoli,Juventus,2,1,2.4,3.6,2.8,-0.25,1.87,2.06
22,11/09/2021,Atalanta,Fiorentina,1,2,1.55,4.33,5.5,-1,2.09,1.84
23,12/09/2021,Sampdoria,Inter,2,2,5,4,1.61,1,1.75,2.05
24,12/09/2021,Cagliari,Genoa,2,3,2,3.5,3.75,-0.5,2.1,1.83
25,12/09/2021,Spezia,Udinese,0,1,3.2,3.4,2.3,0.25,2.05,1.88
26,12/09/2021,Torino,Salernitana,4,0,1.57,4.2,5.75,-0.75,1.92,2.01
