index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,04/08/2023,Sheffield Weds,Southampton,1,2,3.1,3.4,2.3,0.25,1.91,1.99
1,05/08/2023,Blackburn,West Brom,2,1,2.75,3.3,2.6,0,2.05,1.85
2,05/08/2023,Bristol City,Preston,1,1,2.05,3.5,3.6,-0.25,1.82,2.08
3,05/08/2023,Middlesbrough,Millwall,0,1,1.91,3.3,4.33,-0.25,1.8,2.1
4,05/08/2023,Norwich,Hull,2,1,1.75,3.5,5,-0.75,2.06,1.84
5,05/08/2023,Plymouth,Huddersfield,3,1,2.2,3.4,3.25,-0.25,2.02,1.88
6,05/08/2023,Stoke,Rotherham,4,1,1.62,3.8,5.75,-0.75,1.89,2.01
7,05/08/2023,Swansea,Birmingham,1,1,1.85,3.6,4.2,-0.5,1.93,1.97
8,05/08/2023,Watford,QPR,4,0,1.85,3.6,4.2,-0.75,2.07,1.83
9,06/08/2023,Leicester,Coventry,2,1,1.57,4.2,5.5,-0.75,2.03,1.78
10,06/08/2023,Leeds,Cardiff,2,2,1.4,4.5,8.5,-1.25,2.05,1.75
11,06/08/2023,Sunderland,Ipswich,1,2,2.38,3.3,3,0.25,1.81,2.09
12,12/08/2023,Coventry,Middlesbrough,3,0,2.38,3.3,3,-0.25,2.09,1.81
13,12/08/2023,Birmingham,Leeds,1,0,3.3,3.5,2.15,0.25,1.9,2
14,12/08/2023,Cardiff,QPR,1,2,1.95,3.6,3.75,-0.5,1.91,1.99
15,12/08/2023,Huddersfield,Leicester,0,1,4.33,4,1.73,0.5,1.94,1.96
16,12/08/2023,Hull,Sheffield Weds,4,2,2.25,3.4,3.2,-0.25,2.08,1.82
17,12/08/2023,Ipswich,Stoke,2,0,2.1,3.6,3.4,-0.25,1.75,2.05
18,12/08/2023,Millwall,Bristol City,0,1,1.83,3.6,4.33,-0.5,1.94,1.96
19,12/08/2023,Preston,Sunderland,2,1,2.63,3.4,2.6,-0.25,2.14,1.77
20,12/08/2023,Rotherham,Blackburn,2,2,2.9,3.4,2.4,0.25,2,1.9
21,12/08/2023,Southampton,Norwich,4,4,1.83,3.75,4,-0.5,2.02,1.88
22,12/08/2023,Watford,Plymouth,0,0,1.7,3.75,5,-0.75,1.97,1.93
23,12/08/2023,West Brom,Swansea,3,2,2.05,3.4,3.6,-0.25,1.75,2.05
24,18/08/2023,Leeds,West Brom,1,1,2.1,3.5,3.4,-0.25,1.81,2.09
25,19/08/2023,Plymouth,Southampton,1,2,3.8,3.75,1.91,0.75,1.96,1.94
26,19/08/2023,Blackburn,Hull,1,2,1.95,3.5,3.9,-0.5,1.89,2.01
27,19/08/2023,Bristol City,Birmingham,0,2,2.2,3.3,3.4,-0.25,1.99,1.91
28,19/08/2023,Leicester,Cardiff,2,1,1.5,4.33,6.5,-1,1.84,2.06
29,19/08/2023,Middlesbrough,Huddersfield,1,1,1.7,3.9,4.75,-0.75,2,1.9
30,19/08/2023,QPR,Ipswich,0,1,4,3.6,1.91,0.75,2.05,1.85
31,19/08/2023,Sheffield Weds,Preston,0,1,2.5,3.25,2.88,0,1.78,2.13
32,19/08/2023,Stoke,Watford,1,0,2.25,3.3,3.25,-0.25,2,1.9
33,19/08/2023,Sunderland,Rotherham,2,1,1.67,3.75,5.25,-1,2.04,1.86
34,19/08/2023,Swansea,Coventry,1,1,2.4,3.3,3,-0.25,1.99,1.91
35,20/08/2023,Norwich,Millwall,3,1,2,3.6,3.6,-0.5,1.97,1.93
36,25/08/2023,Hull,Bristol City,1,1,2.3,3.3,3.1,-0.25,1.96,1.94
37,26/08/2023,Birmingham,Plymouth,2,1,1.85,3.5,4.33,-0.5,1.97,1.93
38,26/08/2023,Cardiff,Sheffield Weds,2,1,2.15,3.2,3.6,-0.25,1.93,1.97
39,26/08/2023,Coventry,Sunderland,0,0,2.1,3.3,3.5,-0.5,2.01,1.89
40,26/08/2023,Huddersfield,Norwich,0,4,3.4,3.4,2.15,0.25,2.05,1.75
41,26/08/2023,Ipswich,Leeds,3,4,2.3,3.3,3.1,-0.25,2.06,1.84
42,26/08/2023,Millwall,Stoke,1,0,2.3,3.25,3.2,-0.25,2.15,1.68
43,26/08/2023,Preston,Swansea,2,1,2.55,3.3,2.75,-0.25,2.1,1.8
44,26/08/2023,Rotherham,Leicester,1,2,5.75,4,1.57,1,1.88,2.02
45,26/08/2023,Southampton,QPR,2,1,1.36,4.75,9,-1.5,2.01,1.89
46,26/08/2023,West Brom,Middlesbrough,4,2,2.2,3.5,3.2,-0.25,2.03,1.87
47,27/08/2023,Watford,Blackburn,0,1,2,3.5,3.75,-0.25,1.95,1.95
48,02/09/2023,Birmingham,Millwall,1,1,2.3,3.2,3.25,-0.25,2.11,1.79
49,02/09/2023,Sunderland,Southampton,5,0,2.8,3.6,2.4,0,2.05,1.85
50,02/09/2023,Swansea,Bristol City,1,2,2.1,3.4,3.5,-0.25,2,1.9
51,02/09/2023,Coventry,Watford,3,3,2.1,3.5,3.4,-0.25,2,1.9
