index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,18/09/2020,Bayern Munich,Schalke 04,8,0,1.1,11,21,-2.5,1.89,2.04
1,19/09/2020,Ein Frankfurt,Bielefeld,1,1,1.61,4.2,5.25,-0.75,1.96,1.97
2,19/09/2020,FC Koln,Hoffenheim,2,3,2.6,3.5,2.6,0,1.91,2.02
3,19/09/2020,Stuttgart,Freiburg,2,3,2.25,3.5,3.1,-0.25,1.92,2.01
4,19/09/2020,Union Berlin,Augsburg,1,3,2.3,3.3,3.2,-0.25,2.02,1.91
5,19/09/2020,Werder Bremen,Hertha,1,4,2.6,3.5,2.62,0,1.87,2.06
6,19/09/2020,Dortmund,M'gladbach,3,0,1.6,4.33,5,-1,2.02,1.77
7,20/09/2020,RB Leipzig,Mainz,3,1,1.33,5.75,8,-1.5,2.07,1.86
8,20/09/2020,Wolfsburg,Leverkusen,0,0,2.87,3.5,2.37,0.25,1.85,2.05
9,25/09/2020,Hertha,Ein Frankfurt,1,3,2.25,3.75,2.9,-0.25,2.05,1.88
10,26/09/2020,Augsburg,Dortmund,2,0,7,4.75,1.44,1.25,1.75,2.05
11,26/09/2020,Bielefeld,FC Koln,1,0,2.62,3.5,2.6,0,1.72,2.07
12,26/09/2020,Leverkusen,RB Leipzig,1,1,3,3.5,2.3,0.25,1.99,1.94
13,26/09/2020,Mainz,Stuttgart,1,4,2.37,3.5,2.9,0,1.85,2.08
14,26/09/2020,M'gladbach,Union Berlin,1,1,1.44,4.5,7.5,-1.25,2.03,1.9
15,26/09/2020,Schalke 04,Werder Bremen,1,3,2.5,3.4,2.8,0,1.91,2.02
16,27/09/2020,Hoffenheim,Bayern Munich,4,1,11,7.5,1.2,2,1.99,1.94
17,27/09/2020,Freiburg,Wolfsburg,1,1,3.2,3.3,2.3,0,2.1,1.83
18,02/10/2020,Union Berlin,Mainz,4,0,2.05,3.6,3.4,-0.25,1.82,2.11
19,03/10/2020,Dortmund,Freiburg,4,0,1.28,6,9,-1.25,1.87,2.06
20,03/10/2020,Ein Frankfurt,Hoffenheim,2,1,2.37,3.7,2.8,0.25,1.77,2.02
21,03/10/2020,FC Koln,M'gladbach,1,3,3.8,4,1.85,0.5,2.08,1.85
22,03/10/2020,Stuttgart,Leverkusen,1,1,3.8,3.8,1.85,0.25,1.96,1.97
23,03/10/2020,Werder Bremen,Bielefeld,1,0,2.15,3.5,3.3,-0.25,1.9,2.03
24,03/10/2020,RB Leipzig,Schalke 04,4,0,1.25,6.5,10,-1.75,2.04,1.89
25,04/10/2020,Wolfsburg,Augsburg,0,0,2,3.6,3.7,-0.5,1.97,1.96
26,04/10/2020,Bayern Munich,Hertha,4,3,1.16,8,15,-2.25,1.99,1.94
27,17/10/2020,Augsburg,RB Leipzig,0,2,5.75,4.5,1.53,1,2.09,1.84
28,17/10/2020,Freiburg,Werder Bremen,1,1,2.25,3.5,3.1,-0.25,1.88,2.05
29,17/10/2020,Hertha,Stuttgart,0,2,2.05,3.8,3.3,-0.5,2.01,1.92
30,17/10/2020,Hoffenheim,Dortmund,0,1,4,4.33,1.75,0.75,1.96,1.97
31,17/10/2020,Mainz,Leverkusen,0,1,5.5,4.33,1.57,1,1.96,1.97
32,17/10/2020,Bielefeld,Bayern Munich,1,4,13,8.5,1.16,2.5,1.89,2.04
33,17/10/2020,M'gladbach,Wolfsburg,1,1,1.85,3.8,4,-0.75,2.02,1.91
34,18/10/2020,FC Koln,Ein Frankfurt,1,1,3.2,3.8,2.1,0.25,1.81,2.13
35,18/10/2020,Schalke 04,Union Berlin,1,1,2.75,3.25,2.6,0.25,1.87,2.06
36,23/10/2020,Stuttgart,FC Koln,1,1,1.85,3.8,3.8,-0.5,1.97,1.93
37,24/10/2020,Bayern Munich,Ein Frankfurt,5,0,1.16,7.5,9,-2.25,1.87,2.03
38,24/10/2020,Mainz,M'gladbach,2,3,4.75,4.33,1.61,0.5,1.9,2
39,24/10/2020,RB Leipzig,Hertha,2,1,1.4,4.5,7,-1,1.93,1.97
40,24/10/2020,Union Berlin,Freiburg,1,1,2.3,3.3,3.1,-0.25,1.88,2.02
41,24/10/2020,Dortmund,Schalke 04,3,0,1.16,6.5,12,-2,1.89,2.01
42,25/10/2020,Wolfsburg,Bielefeld,2,1,1.65,3.75,5.25,-1,2.02,1.77
43,25/10/2020,Werder Bremen,Hoffenheim,1,1,3,3.75,2.2,0,2.02,1.88
44,26/10/2020,Leverkusen,Augsburg,3,1,1.6,4.2,5.25,-1,1.96,1.97
45,30/10/2020,Schalke 04,Stuttgart,1,1,3.1,3.6,2.15,0.25,1.92,2.01
46,31/10/2020,Augsburg,Mainz,3,1,2,3.75,3.5,-0.25,2.07,1.86
47,31/10/2020,Bielefeld,Dortmund,0,2,7.5,5,1.4,1.5,1.86,2.07
