wins,draws,losses,Points Earned,goals,goals against,Expected goals (xG),Expected goals (xG) against,Ball possession,Total shots,Shots on target,Total shots against,Shots on target against,goal diff,id
11,6,21,39.0,37.0,71.0,39.6,65.92,1527.0,358.0,133.0,626.0,206.0,-34.0,8678
26,6,6,84.0,88.0,43.0,73.37,42.46,2270.0,593.0,204.0,342.0,137.0,45.0,9825
18,7,13,61.0,51.0,46.0,51.06,53.42,1880.0,431.0,151.0,430.0,159.0,5.0,10252
15,14,9,59.0,58.0,46.0,57.43,50.61,1652.0,408.0,162.0,559.0,205.0,12.0,9937
18,8,12,62.0,72.0,53.0,74.28,51.4,2295.0,613.0,232.0,388.0,133.0,19.0,10204
11,11,16,44.0,38.0,47.0,50.13,53.2,2243.0,484.0,159.0,438.0,168.0,-9.0,8455
11,12,15,45.0,40.0,49.0,39.94,48.9,1753.0,426.0,136.0,456.0,162.0,-9.0,9826
8,12,18,36.0,34.0,57.0,45.77,66.81,1617.0,429.0,152.0,576.0,193.0,-23.0,8668
15,7,16,52.0,55.0,53.0,47.04,65.39,1846.0,429.0,149.0,505.0,200.0,2.0,9879
7,10,21,31.0,48.0,78.0,49.52,67.5,1785.0,462.0,145.0,528.0,194.0,-30.0,8463
9,7,22,34.0,51.0,68.0,51.19,65.36,1811.0,418.0,152.0,572.0,180.0,-17.0,8197
19,10,9,67.0,75.0,47.0,72.61,51.49,2319.0,605.0,212.0,370.0,161.0,28.0,8650
28,5,5,89.0,94.0,33.0,81.19,33.3,2472.0,600.0,219.0,294.0,96.0,61.0,8456
23,6,9,75.0,58.0,43.0,68.64,51.05,2043.0,593.0,215.0,481.0,145.0,15.0,10260
19,14,5,71.0,68.0,33.0,73.41,40.04,1992.0,571.0,197.0,387.0,132.0,35.0,10261
9,11,18,38.0,38.0,68.0,39.77,65.17,1418.0,368.0,118.0,557.0,189.0,-30.0,10203
6,7,25,25.0,36.0,73.0,38.41,61.83,1687.0,417.0,142.0,526.0,158.0,-37.0,8466
18,6,14,60.0,70.0,63.0,57.63,50.24,1899.0,518.0,199.0,520.0,175.0,7.0,8586
11,7,20,40.0,42.0,55.0,50.73,54.34,1585.0,474.0,145.0,499.0,173.0,-13.0,8654
11,8,19,41.0,31.0,58.0,37.75,61.04,1906.0,412.0,126.0,555.0,182.0,-27.0,8602
5,9,24,24.0,41.0,78.0,40.86,71.92,1800.0,433.0,142.0,615.0,247.0,-37.0,8191
6,9,24,27.0,53.0,86.0,43.35,79.75,1600.0,432.0,141.0,660.0,233.0,-33.0,8346
3,7,28,16.0,35.0,104.0,39.09,77.48,1344.0,365.0,129.0,678.0,269.0,-69.0,8657
4,10,24,22.0,36.0,82.0,34.72,74.35,1531.0,376.0,127.0,607.0,216.0,-46.0,9902
