spread,home spread odds,away spread odds,home team win odds,draw odds,away team win odds,date,team1,team2,team1Home,team1 final score,team 2 final score,label,Home goals,Away goals,Home Expected goals (xG),Away Expected goals (xG),Home Total shots,Away Total shots,Home Shots on target,Away Shots on target,Home Ball possession,Away Ball possession,Home Big chances,Away Big chances,Home Touches in opposition box,Away Touches in opposition box,Home goals against,Away goals against,Home Expected goals (xG) against,Away Expected goals (xG) against,Home Total shots against,Away Total shots against,Home Shots on target against,Away Shots on target against,Home Ball possession against,Away Ball possession against,Home Big chances against,Away Big chances against,Home Touches in opposition box against,Away Touches in opposition box against,Home Points Earned,Away Points Earned,Home Total shots average/goals average,Away Total shots average/goals average,Home Shots on target average/goals average,Away Shots on target average/goals average,Home Total shots against average/goals against average,Away Total shots against average/goals against average,Home Shots on target against average/goals against average,Away Shots on target against average/goals against average
0,2,1.93,2.7,3.2,2.7,2023-08-20T13:00:00.000Z,8521,9746,False,2,1,2,3.0,2.55,15.0,8.0,48.0,4.0,20.0,2.0,0.71,8.0,2.0,52.0,1.0,19.0,3.0,0.2,0.375,0.25,1.0,2.0,1.1,12.0,4.0,42.0,2.0,21.0,2.0,1.62,14.0,5.0,58.0,2.0,20.0,1.0,0.167,0.5,0.143,0.4
0,2,1.93,2.7,3.2,2.7,2023-08-20T13:00:00.000Z,8521,9746,False,2,1,2,3.0,2.55,15.0,8.0,48.0,4.0,20.0,2.0,0.71,8.0,2.0,52.0,1.0,19.0,3.0,0.2,0.375,0.25,1.0,2.0,1.1,12.0,4.0,42.0,2.0,21.0,2.0,1.62,14.0,5.0,58.0,2.0,20.0,1.0,0.167,0.5,0.143,0.4
-0.5,1.87,2.06,1.85,3.75,4,2023-08-20T13:00:00.000Z,8311,9837,False,0,2,0,2.0,1.75,15.0,7.0,54.0,4.0,0.0,4.0,2.46,14.0,8.0,46.0,4.0,0.0,0.0,0.133,0.286,0.286,0.5,1.0,0.77,11.0,4.0,58.0,2.0,0.0,2.0,1.04,14.0,4.0,42.0,3.0,0.0,0.0,0.091,0.25,0.143,0.5
0.25,1.93,2,3.4,3.4,2.15,2023-08-20T13:00:00.000Z,8689,9831,True,1,1,1,1.0,1.17,8.0,3.0,40.0,2.0,0.0,1.0,1.33,12.0,5.0,60.0,2.0,0.0,1.0,0.125,0.333,0.083,0.2,0.0,0.12,4.0,0.0,22.0,0.0,9.0,0.0,1.24,20.0,4.0,78.0,1.0,46.0,1.0,0.0,0.0,0.0,0.0
-1,1.85,2.08,1.5,4,6,2023-08-26T17:00:00.000Z,8521,8592,False,0,2,0,2.5,1.82,12.5,6.5,46.0,3.5,10.0,1.5,0.98,13.0,4.5,54.0,0.5,9.5,3.0,0.2,0.385,0.115,0.333,2.0,1.49,18.0,4.5,49.5,2.0,0.0,1.5,0.625,10.5,4.5,50.5,1.0,0.0,2.0,0.111,0.444,0.143,0.333
0.25,2.08,1.85,3.3,3.5,2.15,2023-09-02T15:00:00.000Z,8521,9851,True,0,0,1,2.667,2.907,20.333,9.0,60.333,4.0,0.0,1.333,0.61,10.333,3.333,39.667,1.0,0.0,1.667,0.131,0.296,0.129,0.4,1.667,1.723,14.333,6.667,49.333,3.333,13.333,1.667,1.643,13.667,5.0,50.667,2.333,12.667,2.0,0.116,0.25,0.122,0.333
-0.5,2.05,1.88,1.85,3.6,4.2,2023-09-17T13:00:00.000Z,8521,9837,False,2,1,2,1.25,1.633,14.0,5.5,49.0,3.0,12.5,1.25,1.305,11.75,4.5,51.0,1.75,11.875,1.75,0.089,0.227,0.106,0.278,2.0,1.307,10.75,4.0,54.25,2.5,6.75,1.25,0.87,14.25,3.75,45.75,1.5,3.25,1.75,0.186,0.5,0.088,0.333
-0.5,1.88,2.05,2,3.6,3.6,2023-09-17T13:00:00.000Z,8311,9830,True,0,1,0,1.25,1.028,9.0,3.25,37.75,1.0,0.0,2.0,2.37,20.0,8.0,62.25,5.25,0.0,0.5,0.139,0.385,0.1,0.25,1.0,1.165,14.25,4.5,60.75,1.5,4.5,2.25,1.637,10.25,5.5,39.25,2.25,2.75,0.25,0.07,0.222,0.22,0.409
0.25,1.86,2.07,2.3,3.6,2.9,2023-09-17T13:00:00.000Z,10249,9848,False,2,2,1,1.75,1.438,13.75,5.0,46.25,2.5,14.5,1.75,1.008,11.5,4.75,53.75,1.75,18.75,1.0,0.127,0.35,0.152,0.368,1.0,1.355,6.75,1.5,39.0,1.5,1.25,1.5,1.348,13.75,4.5,61.0,2.75,6.5,1.5,0.148,0.667,0.109,0.333
0,1.95,1.98,2.6,3.5,2.63,2023-09-23T19:00:00.000Z,8521,9748,True,1,0,2,0.6,1.22,15.6,5.2,51.8,1.8,12.267,2.0,2.3,14.4,4.4,48.2,3.4,15.333,0.4,0.038,0.115,0.139,0.455,1.4,1.618,14.8,5.8,48.8,2.8,17.2,1.2,1.406,12.0,5.0,51.2,2.0,13.3,2.0,0.095,0.241,0.1,0.24
-0.75,2.05,1.85,1.73,3.8,4.5,2023-10-01T13:00:00.000Z,8521,9831,False,0,0,1,1.0,1.596,17.2,6.4,50.4,2.8,15.7,0.8,1.344,11.6,5.2,49.6,1.8,11.875,2.0,0.058,0.156,0.069,0.154,1.4,1.624,17.0,6.6,51.6,3.2,16.0,0.6,0.818,8.0,1.8,48.4,1.0,12.15,2.2,0.082,0.212,0.075,0.333
0.75,1.78,2.03,4,3.5,1.95,2023-10-01T13:00:00.000Z,9746,8639,True,0,2,0,1.4,1.39,15.0,6.0,62.2,2.6,8.25,1.6,0.774,8.2,4.4,37.8,1.8,4.5,1.4,0.093,0.233,0.195,0.364,1.6,1.144,11.6,3.8,42.4,1.0,11.725,1.0,1.468,15.0,5.2,57.6,2.2,11.167,1.6,0.138,0.421,0.067,0.192
