index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,11/08/2023,Nice,Lille,1,1,2.6,3.5,2.7,0,1.81,2.13
1,12/08/2023,Marseille,Reims,2,1,1.7,4,4.75,-0.5,2.03,1.9
2,12/08/2023,Paris SG,Lorient,0,0,1.33,5.5,7.5,-1.25,2,1.93
3,13/08/2023,Brest,Lens,3,2,4,3.5,1.91,0.25,2.02,1.88
4,13/08/2023,Clermont,Monaco,2,4,3.6,3.6,2,0.25,1.82,2.08
5,13/08/2023,Montpellier,Le Havre,2,2,1.91,3.6,4,-0.75,1.93,1.97
6,13/08/2023,Nantes,Toulouse,1,2,2.5,3.4,2.75,0.25,1.83,2.07
7,13/08/2023,Rennes,Metz,5,1,1.4,4.75,7.5,-0.75,1.87,2.03
8,13/08/2023,Strasbourg,Lyon,2,1,2.55,3.6,2.55,0,1.84,2.06
9,18/08/2023,Metz,Marseille,2,2,5,4,1.67,0.75,1.95,1.98
10,19/08/2023,Lyon,Montpellier,1,4,1.7,4.2,4.33,-0.5,1.94,1.99
11,19/08/2023,Toulouse,Paris SG,1,1,4.75,4.2,1.65,0.75,1.97,1.96
12,20/08/2023,Lille,Nantes,2,0,1.4,5,7,-1.25,2.04,1.89
13,20/08/2023,Le Havre,Brest,1,2,2.7,3.2,2.7,0,2,1.93
14,20/08/2023,Lorient,Nice,1,1,3.4,3.4,2.15,0.25,1.93,2
15,20/08/2023,Reims,Clermont,2,0,1.85,3.75,4,-0.5,1.87,2.06
16,20/08/2023,Monaco,Strasbourg,3,0,1.8,4,4,-0.75,2.03,1.9
17,20/08/2023,Lens,Rennes,1,1,2.4,3.6,2.75,-0.25,2.07,1.86
18,25/08/2023,Nantes,Monaco,3,3,4.75,3.8,1.73,0.75,1.75,2.05
19,26/08/2023,Marseille,Brest,2,0,1.5,4,6,-1,1.85,2.08
20,26/08/2023,Paris SG,Lens,3,1,1.6,4.2,5.5,-1,2.05,1.75
21,27/08/2023,Rennes,Le Havre,2,2,1.4,4.5,7.5,-1,1.93,2
22,27/08/2023,Clermont,Metz,0,1,1.85,3.6,4,-0.5,1.93,2
23,27/08/2023,Montpellier,Reims,1,3,2.4,3.4,2.9,-0.25,1.97,1.96
24,27/08/2023,Strasbourg,Toulouse,2,0,2.15,3.5,3.3,-0.25,1.86,2.07
25,27/08/2023,Lorient,Lille,4,1,4,3.6,1.91,0.5,1.95,1.98
26,27/08/2023,Nice,Lyon,0,0,2.1,3.6,3.4,-0.5,2.03,1.9
27,01/09/2023,Nantes,Marseille,1,1,5,3.8,1.7,1,1.9,2.03
28,02/09/2023,Brest,Rennes,0,0,3.3,3.5,2.15,0.25,2.08,1.85
29,02/09/2023,Monaco,Lens,3,0,2.05,3.8,3.2,-0.5,2.03,1.9
30,03/09/2023,Toulouse,Clermont,2,2,2,3.6,3.75,-0.25,1.98,1.95
31,03/09/2023,Le Havre,Lorient,3,0,2.7,3.25,2.7,-0.25,2.1,1.7
32,03/09/2023,Lille,Montpellier,1,0,1.75,4,4.2,-0.5,1.92,2.01
33,03/09/2023,Metz,Reims,2,2,4.2,3.5,1.91,0.75,1.92,2.01
34,03/09/2023,Nice,Strasbourg,2,0,1.91,3.5,4,-0.5,1.87,2.06
35,03/09/2023,Lyon,Paris SG,1,4,6,4.75,1.5,1,1.75,2.05
36,15/09/2023,Paris SG,Nice,2,3,1.55,4.5,5.5,-1,2.08,1.85
37,16/09/2023,Rennes,Lille,2,2,2.1,3.6,3.3,-0.25,1.78,2.03
38,16/09/2023,Lens,Metz,0,1,1.5,4.33,6.5,-1,1.87,2.06
39,17/09/2023,Lorient,Monaco,2,2,4,3.75,1.85,0.75,1.99,1.94
40,17/09/2023,Clermont,Nantes,0,1,2,3.6,3.6,-0.5,1.88,2.05
41,17/09/2023,Reims,Brest,1,2,1.85,3.6,4.2,-0.5,2.05,1.88
42,17/09/2023,Strasbourg,Montpellier,2,2,2.3,3.6,2.9,0.25,1.86,2.07
43,17/09/2023,Marseille,Toulouse,0,0,1.5,4.75,6,-1.25,1.98,1.95
44,17/09/2023,Lyon,Le Havre,0,0,1.67,4,4.75,-0.75,1.93,2
45,22/09/2023,Monaco,Nice,0,1,2.15,3.6,3.2,-0.25,2.13,1.81
46,23/09/2023,Nantes,Lorient,5,3,2.38,3.4,3,-0.25,2.01,1.92
