index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,15/08/2025,Rennes,Marseille,1,0,3.5,3.6,2.05,0.5,1.95,1.9
1,16/08/2025,Lens,Lyon,0,1,2.3,3.6,2.9,0,1.8,2.05
2,16/08/2025,Monaco,Le Havre,3,1,1.33,5.25,8,-2,2,1.85
3,16/08/2025,Nice,Toulouse,0,1,2.1,3.3,3.6,-0.5,1.98,1.88
4,17/08/2025,Brest,Lille,3,3,3.3,3.4,2.2,-0.25,2.1,1.78
5,17/08/2025,Angers,Paris FC,1,0,2.63,3.2,2.8,0.25,1.83,2.03
6,17/08/2025,Auxerre,Lorient,1,0,2.38,3.3,3,0,1.8,2.05
7,17/08/2025,Metz,Strasbourg,0,1,3.2,3.4,2.25,0.5,1.83,2.03
8,17/08/2025,Nantes,Paris SG,0,1,7.5,5.5,1.36,2,1.8,2.05
9,22/08/2025,Paris SG,Angers,1,0,1.08,12,21,-2.75,1.75,2.05
10,23/08/2025,Marseille,Paris FC,5,2,1.38,5,7.5,-1.25,1.93,1.93
11,23/08/2025,Nice,Auxerre,3,1,1.62,4.2,5,-0.5,1.85,2
12,23/08/2025,Lyon,Metz,3,0,1.4,5,7,-1.25,1.83,2.03
13,24/08/2025,Lorient,Rennes,4,0,2.8,3.3,2.55,0,1.97,1.77
14,24/08/2025,Le Havre,Lens,1,2,3.75,3.6,1.95,0.5,2.03,1.83
15,24/08/2025,Strasbourg,Nantes,1,0,1.75,3.5,5,-0.75,2.03,1.83
16,24/08/2025,Toulouse,Brest,2,0,2.1,3.6,3.3,-0.25,1.93,1.93
17,24/08/2025,Lille,Monaco,1,0,3.1,3.6,2.2,0.25,1.98,1.88
18,29/08/2025,Lens,Brest,3,1,1.85,3.75,4,-0.5,1.95,1.9
19,30/08/2025,Lorient,Lille,1,7,3.4,3.5,2.1,0.25,1.92,1.82
20,30/08/2025,Nantes,Auxerre,1,0,2.2,3.4,3.25,0,1.83,2.03
21,30/08/2025,Toulouse,Paris SG,3,6,8.5,5.25,1.33,1.5,1.93,1.93
22,31/08/2025,Angers,Rennes,1,1,3.4,3.5,2.1,0.75,1.8,2.05
23,31/08/2025,Le Havre,Nice,3,1,3.6,3.5,2.05,0.25,1.88,1.98
24,31/08/2025,Monaco,Strasbourg,3,2,1.55,4.33,5.5,-1.25,1.9,1.95
25,31/08/2025,Paris FC,Metz,3,2,1.8,3.7,4.33,-0.75,1.98,1.88
