wins,draws,losses,Points Earned,goals,goals against,Expected goals (xG),Expected goals (xG) against,Ball possession,Total shots,Shots on target,Total shots against,Shots on target against,goal diff,id
12.706,8.471,14.824,46.588,38.118,42.353,35.619,60.819,1512.0,332.471,127.059,525.176,192.706,-4.235,8121
6.353,6.353,23.294,25.412,29.647,57.176,43.878,51.353,1596.706,404.471,135.529,410.824,165.176,-27.529,8583
12.706,8.471,14.824,46.588,48.706,57.176,55.292,52.433,1592.471,436.235,146.118,438.353,154.588,-8.47,8521
8.471,12.706,14.824,38.118,31.765,48.706,45.275,50.209,1653.882,419.294,137.647,425.647,137.647,-16.941,9746
27.529,2.118,6.353,84.706,65.647,27.529,68.04,50.252,1774.588,506.118,190.588,446.824,131.294,38.118,8588
21.176,4.235,10.588,67.765,69.882,46.588,64.504,50.506,1984.235,523.059,175.765,370.588,133.412,23.294,8639
8.471,14.824,12.706,40.235,42.353,61.412,50.929,47.224,1564.941,438.353,141.882,347.294,135.529,-19.059,8689
19.059,6.353,10.588,63.529,52.941,36.0,59.188,44.153,2005.412,455.294,173.647,398.118,120.706,16.941,9748
21.176,4.235,10.588,67.765,76.235,36.0,66.346,44.979,2147.294,508.235,205.412,353.647,152.471,40.235,8592
6.353,6.353,23.294,25.412,38.118,80.471,39.304,69.904,1774.588,319.765,112.235,533.647,213.882,-42.353,8550
14.824,4.235,16.941,48.706,57.176,63.529,67.405,61.242,1912.235,448.941,146.118,495.529,171.529,-6.353,9829
6.353,10.588,19.059,29.647,33.882,59.294,34.708,61.751,1526.824,362.118,108.0,584.471,194.824,-25.412,9830
10.588,6.353,19.059,38.118,42.353,63.529,44.28,66.367,1713.176,417.176,146.118,550.588,201.176,-21.176,9831
8.471,8.471,19.059,33.882,46.588,65.647,47.456,61.179,1937.647,434.118,129.176,423.529,148.235,-19.059,6379
25.412,6.353,4.235,82.588,78.353,31.765,66.558,31.786,2507.294,641.647,245.647,307.059,105.882,46.588,9847
16.941,12.706,6.353,63.529,61.412,50.824,54.699,55.419,1838.118,457.412,163.059,527.294,154.588,10.588,9851
14.824,6.353,14.824,50.824,55.059,44.471,56.266,45.339,1905.882,393.882,152.471,381.176,139.765,10.588,9848
12.706,10.588,12.706,48.706,50.824,46.588,51.184,46.016,1452.706,429.882,135.529,408.706,118.588,4.236,9941
