spread,home spread odds,away spread odds,home team win odds,draw odds,away team win odds,date,team1,team2,team1Home,team1 final score,team 2 final score,label,Home goals,Away goals,Home Expected goals (xG),Away Expected goals (xG),Home Total shots,Away Total shots,Home Shots on target,Away Shots on target,Home Ball possession,Away Ball possession,Home Big chances,Away Big chances,Home Touches in opposition box,Away Touches in opposition box,Home goals against,Away goals against,Home Expected goals (xG) against,Away Expected goals (xG) against,Home Total shots against,Away Total shots against,Home Shots on target against,Away Shots on target against,Home Ball possession against,Away Ball possession against,Home Big chances against,Away Big chances against,Home Touches in opposition box against,Away Touches in opposition box against,Home Points Earned,Away Points Earned,Home Total shots average/goals average,Away Total shots average/goals average,Home Shots on target average/goals average,Away Shots on target average/goals average,Home Total shots against average/goals against average,Away Total shots against average/goals against average,Home Shots on target against average/goals against average,Away Shots on target against average/goals against average
0,1.8,2.05,2.38,3.3,3,2025-08-17T15:15:00.000Z,8583,8689,True,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.8,2.05,2.38,3.3,3,2025-08-17T15:15:00.000Z,8583,8689,True,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,1.83,2.03,3.2,3.4,2.25,2025-08-17T15:15:00.000Z,8550,9848,True,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.75,1.75,2.05,1.08,12,21,2025-08-22T18:45:00.000Z,8121,9847,False,0,1,0,1.0,0.97,8.0,2.0,32.0,1.0,11.0,0.0,0.92,17.0,7.0,68.0,1.0,20.0,3.0,0.125,0.5,0.0,0.0,1.0,1.43,18.0,4.0,71.0,1.0,44.0,0.0,0.14,5.0,0.0,29.0,0.0,12.0,3.0,0.056,0.25,0.0,0.0
0.75,1.8,2.05,3.4,3.5,2.1,2025-08-31T13:00:00.000Z,8121,9851,True,1,1,1,0.5,0.775,8.0,3.0,38.5,1.5,10.5,2.0,2.375,23.0,4.5,61.5,4.5,41.5,1.5,0.062,0.167,0.087,0.444,0.5,0.605,5.5,1.0,24.0,1.0,7.5,0.5,1.385,19.0,5.5,76.0,1.5,32.5,1.5,0.091,0.5,0.026,0.091
-0.25,1.98,1.88,2.25,3.4,3.2,2025-09-14T15:15:00.000Z,8121,8550,False,1,1,1,0.667,0.813,7.0,3.0,28.333,1.667,8.0,0.667,1.41,17.667,6.0,71.667,1.667,27.333,1.333,0.095,0.222,0.038,0.111,0.667,0.9,9.0,1.333,45.0,0.667,18.333,2.333,2.2,15.333,7.0,55.0,3.0,27.667,0.0,0.074,0.5,0.152,0.333
0,1.95,1.9,2.25,3.5,3.1,2025-09-14T15:15:00.000Z,8521,6379,True,1,2,0,1.667,1.74,16.333,6.667,52.667,3.0,24.333,2.667,1.88,11.0,3.667,47.333,3.333,20.667,1.0,0.102,0.25,0.242,0.727,1.333,1.353,14.333,3.0,43.667,1.0,20.667,2.667,2.297,15.333,6.333,56.333,4.0,30.667,0.333,0.093,0.444,0.174,0.421
-0.5,1.83,2.03,1.62,4,5.5,2025-09-14T15:15:00.000Z,9746,9848,False,0,1,0,1.667,1.683,13.0,6.0,41.333,2.667,20.333,2.0,1.153,8.667,3.0,58.667,1.667,19.333,1.0,0.128,0.278,0.231,0.667,1.333,1.34,12.0,4.0,56.333,1.667,21.667,1.0,0.893,7.667,2.0,43.667,1.0,18.333,2.0,0.111,0.333,0.13,0.5
-1.5,1.98,1.88,1.33,5.75,7.5,2025-09-14T15:15:00.000Z,8588,9847,False,0,2,0,1.667,2.147,18.0,6.0,55.333,4.667,38.333,1.0,1.46,12.667,3.667,44.667,2.333,24.333,2.0,0.093,0.278,0.079,0.273,2.667,1.967,17.333,5.333,77.0,2.0,41.0,1.0,0.867,7.333,2.0,23.0,1.667,12.0,3.0,0.154,0.5,0.136,0.5
-1.25,2.05,1.75,1.44,4.33,7,2025-09-19T18:45:00.000Z,8121,9748,False,0,1,0,0.75,1.177,7.75,3.25,32.5,2.25,11.25,0.75,1.485,15.5,5.75,67.5,2.0,23.5,1.25,0.097,0.231,0.048,0.13,1.5,2.232,12.5,5.5,51.75,3.75,24.25,0.75,1.225,14.25,3.5,48.25,2.0,26.75,2.25,0.12,0.273,0.053,0.214
0.25,1.85,2,3.1,3.25,2.38,2025-09-28T15:15:00.000Z,8121,8521,True,0,2,0,1.8,1.732,15.4,4.4,43.0,1.4,20.6,2.2,2.154,14.8,5.4,57.0,3.8,27.6,0.8,0.117,0.409,0.149,0.407,0.6,1.178,8.2,3.0,32.6,2.4,11.8,0.8,1.55,15.6,5.6,67.4,2.2,24.0,1.0,0.073,0.2,0.051,0.143
0,1.8,2.05,2.7,3.2,2.7,2025-09-28T15:15:00.000Z,9746,8550,False,0,0,1,1.2,1.632,12.4,4.2,47.0,2.2,20.0,1.6,1.206,8.6,4.0,53.0,1.6,18.2,0.8,0.097,0.286,0.186,0.4,1.0,1.314,8.8,2.4,49.4,1.6,16.8,2.6,2.474,14.4,6.2,50.6,3.8,27.4,0.2,0.114,0.417,0.181,0.419
-0.25,1.98,1.88,2.25,3.4,3.2,2025-09-28T15:15:00.000Z,8639,9748,True,0,1,0,1.4,2.148,13.2,5.4,54.8,3.6,24.6,0.6,1.216,13.4,3.2,45.2,2.2,24.2,2.4,0.106,0.259,0.045,0.187,2.6,2.428,17.0,5.2,59.0,4.4,32.6,1.6,1.822,10.8,3.6,41.0,3.4,16.6,2.0,0.153,0.5,0.148,0.444
-0.75,1.95,1.9,1.67,3.9,5.25,2025-10-05T15:15:00.000Z,8121,9848,False,0,5,0,0.4,1.08,8.8,3.0,37.6,2.2,15.6,1.2,1.678,13.6,4.8,62.4,2.4,22.2,0.4,0.045,0.133,0.088,0.25,1.6,1.7,10.6,4.0,47.0,3.0,20.6,1.4,1.328,13.0,4.4,53.0,2.2,24.0,1.8,0.151,0.4,0.108,0.318
0.25,1.88,1.98,3.1,3.3,2.35,2025-10-05T15:15:00.000Z,9746,9851,True,2,2,1,1.2,1.258,12.8,3.8,56.8,1.8,20.0,1.6,1.826,13.8,5.0,43.2,4.4,26.8,1.2,0.094,0.316,0.116,0.32,1.0,1.566,12.6,3.8,51.2,2.2,20.8,1.0,0.948,7.4,3.4,48.8,1.4,15.6,1.0,0.079,0.263,0.135,0.294
-0.5,2,1.85,1.9,3.7,3.9,2025-10-05T15:15:00.000Z,9829,9831,True,2,2,1,1.4,1.522,14.8,5.2,55.8,3.8,23.0,1.8,1.738,12.4,5.4,44.2,2.8,17.6,1.4,0.095,0.269,0.145,0.333,2.2,1.806,10.4,3.2,51.0,3.2,23.2,1.8,1.87,13.2,3.6,49.0,2.2,24.8,1.8,0.212,0.688,0.136,0.5
0.75,2.05,1.75,5.5,4,1.62,2025-10-18T17:00:00.000Z,8121,9829,True,1,1,1,2.6,2.152,13.2,4.2,54.2,3.4,27.8,2.0,1.516,11.4,3.8,45.8,1.6,21.0,2.0,0.197,0.619,0.175,0.526,0.4,1.096,9.2,3.2,41.2,2.0,17.2,2.0,2.254,13.0,6.4,58.8,3.6,20.2,0.4,0.043,0.125,0.154,0.312
0,1.93,1.93,2.55,3.2,2.88,2025-10-26T16:15:00.000Z,8121,8689,True,2,0,2,1.4,1.1,10.2,4.6,41.2,1.6,17.8,2.2,1.652,10.2,3.6,58.8,2.6,24.2,1.0,0.137,0.304,0.216,0.611,0.4,1.204,10.4,2.4,42.2,1.8,20.6,2.0,2.338,12.2,5.8,57.8,3.6,20.4,0.4,0.038,0.167,0.164,0.345
-0.25,1.83,2.03,2.1,3.4,3.5,2025-10-26T16:15:00.000Z,8583,9746,True,0,1,0,1.0,1.114,10.2,2.0,45.4,1.6,15.4,2.0,1.668,10.2,5.0,54.6,2.4,20.4,0.6,0.098,0.5,0.196,0.4,1.0,1.07,10.4,2.4,42.4,1.6,14.6,1.6,1.592,13.4,5.0,57.6,2.8,24.8,0.8,0.096,0.417,0.119,0.32
