spread,home spread odds,away spread odds,home team win odds,draw odds,away team win odds,date,team1,team2,team1Home,team1 final score,team 2 final score,label,Home goals,Away goals,Home Expected goals (xG),Away Expected goals (xG),Home Total shots,Away Total shots,Home Shots on target,Away Shots on target,Home Ball possession,Away Ball possession,Home Big chances,Away Big chances,Home Touches in opposition box,Away Touches in opposition box,Home goals against,Away goals against,Home Expected goals (xG) against,Away Expected goals (xG) against,Home Total shots against,Away Total shots against,Home Shots on target against,Away Shots on target against,Home Ball possession against,Away Ball possession against,Home Big chances against,Away Big chances against,Home Touches in opposition box against,Away Touches in opposition box against,Home Points Earned,Away Points Earned,Home Total shots average/goals average,Away Total shots average/goals average,Home Shots on target average/goals average,Away Shots on target average/goals average,Home Total shots against average/goals against average,Away Total shots against average/goals against average,Home Shots on target against average/goals against average,Away Shots on target against average/goals against average
-0.25,1.9,2,2.25,3.1,3.4,2020-08-30T13:00:00.000Z,8121,9827,True,0,2,0,0.0,0.53,5.0,1.0,44.0,1.0,0.0,0.0,0.25,6.0,1.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.47,12.0,4.0,46.0,4.0,0.0,0.0,1.03,9.0,1.0,54.0,1.0,0.0,3.0,0.083,0.25,0.0,0.0
-0.25,1.9,2,2.25,3.1,3.4,2020-08-30T13:00:00.000Z,8121,9827,True,0,2,0,0.0,0.53,5.0,1.0,44.0,1.0,0.0,0.0,0.25,6.0,1.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.47,12.0,4.0,46.0,4.0,0.0,0.0,1.03,9.0,1.0,54.0,1.0,0.0,3.0,0.083,0.25,0.0,0.0
-0.25,1.97,1.93,2.2,3.2,3.4,2020-08-30T13:00:00.000Z,8689,9853,False,0,2,0,3.0,2.87,10.0,7.0,50.0,6.0,23.0,1.0,0.32,7.0,1.0,50.0,0.0,8.0,3.0,0.3,0.429,0.143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,1.99,1.91,3.75,3.4,2,2020-08-30T13:00:00.000Z,8550,9829,True,0,1,0,2.0,1.87,22.0,5.0,76.0,4.0,0.0,2.0,1.75,9.0,3.0,24.0,4.0,0.0,1.0,0.091,0.4,0.222,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5,1.91,1.99,1.95,3.2,4.2,2020-08-30T13:00:00.000Z,9830,6394,True,2,1,2,4.0,1.68,12.0,5.0,45.0,3.0,0.0,0.0,0.85,10.0,3.0,55.0,0.0,0.0,3.0,0.333,0.8,0.0,0.0,0.0,0.25,6.0,1.0,56.0,0.0,0.0,0.0,0.53,5.0,1.0,44.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.25,1.83,2.07,2.37,3,3.4,2020-09-13T13:00:00.000Z,8121,9837,True,1,0,2,1.0,1.005,6.5,1.5,37.0,2.5,0.0,1.5,1.52,16.0,4.0,63.0,2.5,0.0,0.5,0.154,0.667,0.094,0.375,0.5,1.145,12.0,3.0,51.5,2.0,0.0,1.0,1.5,8.0,4.0,48.5,3.0,0.0,1.5,0.042,0.167,0.125,0.25
0,1.97,1.93,2.4,3.3,3,2020-09-13T13:00:00.000Z,8521,9836,False,2,0,2,1.0,1.73,14.5,3.5,57.0,1.5,0.0,3.5,1.365,9.5,4.5,43.0,2.5,0.0,0.0,0.069,0.286,0.368,0.778,0.5,0.63,7.5,1.5,45.0,0.5,0.0,2.5,3.07,19.5,8.0,55.0,4.5,0.0,0.0,0.067,0.333,0.128,0.312
-0.25,1.95,1.95,2.1,3.3,3.75,2020-09-13T13:00:00.000Z,8588,8689,False,3,2,2,1.0,2.305,11.5,3.5,32.0,4.0,0.0,1.0,0.305,6.0,1.5,68.0,0.0,0.0,1.5,0.087,0.286,0.167,0.667,1.5,1.565,8.0,4.0,49.0,3.0,11.5,1.5,0.865,10.0,3.0,51.0,1.5,4.0,1.5,0.188,0.375,0.15,0.5
0.25,1.86,2.04,3.3,3.3,2.25,2020-09-13T13:00:00.000Z,6394,9851,True,2,4,0,1.5,1.53,16.0,4.5,58.0,2.5,0.0,1.0,0.495,7.5,2.0,42.0,0.5,0.0,2.0,0.094,0.333,0.133,0.5,2.5,1.43,15.0,7.0,55.5,1.5,0.0,1.0,1.35,9.0,3.5,44.5,2.0,0.0,1.5,0.167,0.357,0.111,0.286
-0.5,2.02,1.91,2.1,3.25,3.75,2020-09-20T13:00:00.000Z,8121,10249,False,1,4,0,0.667,1.44,14.667,4.333,53.667,2.0,0.0,0.667,1.13,7.667,3.333,46.333,2.0,0.0,2.0,0.045,0.154,0.087,0.2,2.0,1.36,13.333,6.333,38.0,1.333,0.0,1.333,1.517,14.667,5.0,62.0,2.0,0.0,2.0,0.15,0.316,0.091,0.267
