wins,draws,losses,Points Earned,goals,goals against,Expected goals (xG),Expected goals (xG) against,Ball possession,Total shots,Shots on target,Total shots against,Shots on target against,goal diff,id
12,8,18,44.0,40.0,58.0,41.18,52.98,1755.0,407.0,143.0,396.0,139.0,-18.0,8121
13,6,19,45.0,42.0,56.0,44.11,55.53,1885.0,421.0,142.0,473.0,156.0,-14.0,9827
11,8,19,41.0,50.0,66.0,50.27,58.92,1871.0,449.0,159.0,485.0,182.0,-16.0,8521
4,9,25,21.0,25.0,73.0,34.29,73.21,1753.0,350.0,93.0,534.0,194.0,-48.0,9836
15,12,11,57.0,55.0,54.0,57.38,47.11,1951.0,446.0,143.0,412.0,147.0,1.0,8588
24,11,3,83.0,64.0,23.0,48.84,30.26,2044.0,486.0,184.0,337.0,109.0,41.0,8639
11,9,18,42.0,50.0,68.0,49.85,53.1,1695.0,426.0,140.0,465.0,168.0,-18.0,8689
22,10,6,76.0,81.0,43.0,82.5,41.84,2086.0,612.0,237.0,439.0,138.0,38.0,9748
16,12,10,60.0,54.0,47.0,47.54,47.91,2047.0,381.0,136.0,446.0,132.0,7.0,8592
12,11,15,47.0,44.0,48.0,44.66,50.06,1721.0,436.0,139.0,480.0,152.0,-4.0,8550
24,6,8,78.0,76.0,42.0,69.37,34.89,2131.0,486.0,175.0,326.0,103.0,34.0,9829
14,12,12,54.0,60.0,62.0,53.04,66.98,1719.0,464.0,175.0,559.0,200.0,-2.0,10249
9,13,16,40.0,47.0,55.0,49.62,54.26,1661.0,411.0,131.0,460.0,173.0,-8.0,9830
15,7,16,52.0,50.0,53.0,49.39,56.35,2070.0,409.0,146.0,507.0,177.0,-3.0,9831
9,8,21,35.0,40.0,71.0,43.57,65.0,1682.0,392.0,140.0,522.0,196.0,-31.0,6394
26,4,8,82.0,86.0,28.0,81.24,41.61,2409.0,570.0,215.0,380.0,131.0,58.0,9847
9,15,14,42.0,42.0,50.0,33.1,60.31,1697.0,363.0,127.0,512.0,171.0,-8.0,9837
16,10,12,58.0,52.0,40.0,48.19,38.41,2260.0,513.0,164.0,367.0,132.0,12.0,9851
12,10,16,46.0,42.0,54.0,48.16,50.54,1832.0,441.0,151.0,411.0,134.0,-12.0,9853
11,9,18,42.0,49.0,58.0,54.14,51.17,1731.0,431.0,146.0,383.0,152.0,-9.0,9848
9,9,20,36.0,38.0,69.0,46.09,52.77,1896.0,438.0,138.0,440.0,166.0,-31.0,8311
9,11,18,38.0,37.0,53.0,40.43,52.34,1678.0,386.0,129.0,462.0,161.0,-16.0,10242
7,5,26,26.0,23.0,74.0,37.09,54.03,1637.0,320.0,89.0,420.0,166.0,-51.0,8576
8,11,19,35.0,35.0,63.0,42.69,59.18,1637.0,429.0,127.0,472.0,187.0,-28.0,8583
13,9,16,48.0,51.0,57.0,53.5,57.76,1952.0,457.0,183.0,541.0,184.0,-6.0,9941
