spread,home spread odds,away spread odds,home team win odds,draw odds,away team win odds,date,team1,team2,team1Home,team1 final score,team 2 final score,label,Home goals,Away goals,Home Expected goals (xG),Away Expected goals (xG),Home Total shots,Away Total shots,Home Shots on target,Away Shots on target,Home Ball possession,Away Ball possession,Home Big chances,Away Big chances,Home Touches in opposition box,Away Touches in opposition box,Home goals against,Away goals against,Home Expected goals (xG) against,Away Expected goals (xG) against,Home Total shots against,Away Total shots against,Home Shots on target against,Away Shots on target against,Home Ball possession against,Away Ball possession against,Home Big chances against,Away Big chances against,Home Touches in opposition box against,Away Touches in opposition box against,Home Points Earned,Away Points Earned,Home Total shots average/goals average,Away Total shots average/goals average,Home Shots on target average/goals average,Away Shots on target average/goals average,Home Total shots against average/goals against average,Away Total shots against average/goals against average,Home Shots on target against average/goals against average,Away Shots on target against average/goals against average
0.25,1.97,1.96,3.2,3.75,2.1,2021-08-14T13:30:00.000Z,8406,8226,True,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,1.97,1.96,3.2,3.75,2.1,2021-08-14T13:30:00.000Z,8406,8226,True,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.92,2.01,2.75,3.4,2.55,2021-08-14T13:30:00.000Z,8178,8149,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.25,1.99,1.94,1.53,4.5,5.75,2021-08-14T13:30:00.000Z,9911,8721,False,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.75,2.02,1.77,1.83,4,4,2021-08-14T13:30:00.000Z,8357,10269,False,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.92,2.01,2.55,3.4,2.7,2021-08-21T13:30:00.000Z,9912,8357,False,1,1,1,0.0,0.42,10.0,3.0,44.0,1.0,21.0,0.0,1.57,15.0,5.0,56.0,2.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,1.16,8.0,5.0,33.0,2.0,11.0,5.0,3.1,33.0,15.0,67.0,9.0,46.0,0.0,0.125,0.2,0.152,0.333
-1,2.08,1.85,1.57,4.5,5.25,2021-08-21T13:30:00.000Z,8406,9810,False,0,0,1,0.0,0.62,7.0,0.0,46.0,1.0,25.0,4.0,3.83,15.0,8.0,54.0,5.0,23.0,0.0,0.0,0.0,0.267,0.5,2.0,1.41,10.0,3.0,40.0,4.0,15.0,5.0,2.72,13.0,7.0,60.0,6.0,34.0,0.0,0.2,0.667,0.385,0.714
0.25,1.82,2.11,2.62,3.5,2.62,2021-08-21T13:30:00.000Z,9911,9905,True,2,0,2,1.0,1.24,8.0,2.0,28.0,2.0,14.0,0.0,1.12,13.0,2.0,72.0,1.0,34.0,3.0,0.125,0.5,0.0,0.0,0.0,0.39,7.0,1.0,39.0,0.0,10.0,1.0,2.61,19.0,9.0,61.0,5.0,30.0,0.0,0.0,0.0,0.053,0.111
0.75,1.93,2,5.5,4.75,1.5,2021-08-21T13:30:00.000Z,9789,8358,False,1,2,0,5.0,2.72,13.0,7.0,60.0,6.0,34.0,2.0,1.41,10.0,3.0,40.0,4.0,15.0,3.0,0.385,0.714,0.2,0.667,0.0,1.57,15.0,5.0,56.0,2.0,28.0,0.0,0.42,10.0,3.0,44.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0
0.25,2.02,1.91,3.3,3.6,2.1,2021-08-28T13:30:00.000Z,9912,9810,True,1,1,1,1.0,1.51,15.5,4.0,51.0,2.5,22.0,2.5,1.5,8.5,3.5,49.0,3.0,23.5,0.5,0.065,0.25,0.294,0.714,0.5,0.6,9.5,2.5,39.5,1.0,15.5,0.5,2.07,17.5,5.0,60.5,2.0,29.5,1.0,0.053,0.2,0.029,0.1
0.75,2.04,1.89,4.75,3.8,1.72,2021-08-28T13:30:00.000Z,8406,8178,True,1,4,0,2.5,1.39,14.0,4.5,57.0,1.0,25.0,0.5,1.085,9.5,5.5,43.0,1.5,23.5,2.0,0.179,0.556,0.053,0.091,0.0,0.45,5.5,0.0,42.0,0.5,19.0,2.0,2.72,18.0,6.5,58.0,3.0,26.0,0.5,0.0,0.0,0.111,0.308
-0.75,1.98,1.95,1.83,3.75,4.2,2021-08-28T13:30:00.000Z,9911,8722,False,1,2,0,1.0,0.605,7.5,2.5,40.5,1.0,9.5,0.5,1.765,17.0,6.0,59.5,3.0,24.0,1.5,0.133,0.4,0.029,0.083,2.5,1.355,12.0,4.0,51.0,2.5,21.5,2.0,2.215,14.0,5.5,49.0,3.5,19.5,1.5,0.208,0.625,0.143,0.364
-0.25,1.85,2.08,2.15,3.6,3.2,2021-08-28T13:30:00.000Z,8358,10269,False,3,2,2,1.0,1.43,11.0,4.5,40.0,2.5,20.0,0.5,1.035,14.0,3.5,60.0,1.0,30.0,2.0,0.091,0.222,0.036,0.143,2.5,2.09,22.0,10.0,57.5,5.0,28.5,2.5,2.485,18.0,8.5,42.5,2.0,24.5,1.5,0.114,0.25,0.139,0.294
-1,1.94,1.99,1.66,4,5,2021-08-28T13:30:00.000Z,8357,9905,False,0,3,0,1.0,1.865,14.0,5.0,49.0,2.0,21.0,3.0,1.94,21.0,8.5,51.0,5.0,28.0,0.5,0.071,0.2,0.143,0.353,0.5,1.08,11.5,2.5,43.0,1.5,16.0,1.0,0.97,10.5,3.0,57.0,1.5,21.5,1.5,0.043,0.2,0.095,0.333
-1.25,2.06,1.87,1.44,4.75,7,2021-09-12T17:30:00.000Z,9912,9788,False,1,3,0,0.667,0.59,10.667,3.333,37.667,0.667,15.667,0.667,1.867,15.333,4.333,62.333,2.333,26.333,1.0,0.063,0.2,0.044,0.154,0.667,1.927,14.0,5.0,53.333,3.0,22.667,2.333,2.147,14.667,6.0,46.667,3.333,30.0,0.333,0.048,0.133,0.159,0.389
0.25,2.08,1.73,3.5,3.6,2.05,2021-09-18T13:30:00.000Z,9912,8226,True,0,0,1,2.0,1.955,10.25,4.0,56.0,2.75,24.75,1.75,1.67,14.0,6.5,44.0,2.25,23.75,1.0,0.195,0.5,0.125,0.269,0.75,0.897,12.5,4.25,37.25,1.25,17.0,1.25,1.823,16.0,4.25,62.75,2.5,25.75,0.75,0.06,0.176,0.078,0.294
0.25,2.05,1.88,4.2,4,1.8,2021-09-18T13:30:00.000Z,8406,9788,True,1,0,2,1.25,1.867,15.0,4.75,56.0,3.0,23.0,2.0,2.065,15.5,6.25,44.0,3.25,27.75,1.0,0.083,0.263,0.129,0.32,0.25,0.927,9.75,2.5,41.5,1.25,21.75,2.0,2.107,16.5,5.75,58.5,2.75,21.25,0.5,0.026,0.1,0.121,0.348
-3.25,2.01,1.92,1.06,13,29,2021-09-18T13:30:00.000Z,9823,9911,True,7,0,2,1.0,0.75,11.0,2.75,44.25,0.75,14.25,1.5,1.758,15.25,5.25,55.75,2.75,22.25,0.75,0.091,0.364,0.098,0.286,3.25,3.005,18.25,6.75,58.25,5.25,35.5,1.0,1.075,9.5,3.5,41.75,1.25,18.5,2.5,0.178,0.481,0.105,0.286
-0.5,1.93,2,2,3.6,3.6,2021-09-18T13:30:00.000Z,8358,9905,False,0,0,1,1.5,1.24,11.5,4.75,42.5,2.0,19.5,1.0,1.255,15.0,4.5,57.5,1.75,28.75,2.0,0.13,0.316,0.067,0.222,1.5,1.468,13.5,4.75,42.25,2.5,17.5,0.5,0.698,9.75,1.75,57.75,0.75,21.25,2.25,0.111,0.316,0.051,0.286
-0.75,1.92,2.01,1.66,3.8,5.5,2021-09-25T13:30:00.000Z,9912,8149,False,0,1,0,0.6,0.968,11.8,3.8,38.2,1.6,16.733,1.0,1.686,16.0,4.0,61.8,2.6,25.867,0.8,0.051,0.158,0.062,0.25,1.4,1.366,11.2,5.4,38.8,2.2,18.4,1.6,1.116,14.0,4.4,61.2,1.6,22.6,1.2,0.125,0.259,0.114,0.364
-0.75,1.94,1.99,1.72,4,4.5,2021-09-25T13:30:00.000Z,8178,9905,True,1,0,2,1.2,1.364,13.0,4.4,43.0,2.4,19.2,0.4,0.636,9.2,1.6,57.0,0.6,19.4,2.0,0.092,0.273,0.043,0.25,3.0,1.376,12.0,4.6,50.0,1.6,20.0,1.4,1.48,12.8,5.4,50.0,2.0,26.6,2.0,0.25,0.652,0.109,0.259
-0.25,1.85,2.08,2,3.75,3.5,2021-09-25T13:30:00.000Z,9810,8722,True,1,1,1,1.8,1.744,15.0,4.4,53.2,2.8,23.8,1.4,1.718,13.4,4.8,46.8,2.2,23.6,1.6,0.12,0.409,0.104,0.292,1.0,1.172,12.8,3.4,53.2,2.0,21.4,1.6,1.142,10.6,4.2,46.8,2.2,20.0,0.8,0.078,0.294,0.151,0.381
