spread,home spread odds,away spread odds,home team win odds,draw odds,away team win odds,date,team1,team2,team1Home,team1 final score,team 2 final score,label,Home goals,Away goals,Home Expected goals (xG),Away Expected goals (xG),Home Total shots,Away Total shots,Home Shots on target,Away Shots on target,Home Ball possession,Away Ball possession,Home Big chances,Away Big chances,Home Touches in opposition box,Away Touches in opposition box,Home goals against,Away goals against,Home Expected goals (xG) against,Away Expected goals (xG) against,Home Total shots against,Away Total shots against,Home Shots on target against,Away Shots on target against,Home Ball possession against,Away Ball possession against,Home Big chances against,Away Big chances against,Home Touches in opposition box against,Away Touches in opposition box against,Home Points Earned,Away Points Earned,Home Total shots average/goals average,Away Total shots average/goals average,Home Shots on target average/goals average,Away Shots on target average/goals average,Home Total shots against average/goals against average,Away Total shots against average/goals against average,Home Shots on target against average/goals against average,Away Shots on target against average/goals against average
-1,1.95,1.98,1.53,4,6.5,2023-08-20T16:30:00.000Z,8686,6480,True,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,1.95,1.98,1.53,4,6.5,2023-08-20T16:30:00.000Z,8686,6480,True,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,2.05,1.75,5,4,1.67,2023-08-26T16:30:00.000Z,8524,9891,False,1,2,0,2.0,1.32,16.0,6.0,50.0,3.0,0.0,0.0,0.44,11.0,3.0,50.0,0.0,0.0,3.0,0.125,0.333,0.0,0.0,1.0,0.89,4.0,1.0,48.0,1.0,0.0,3.0,1.5,19.0,8.0,52.0,1.0,0.0,0.0,0.25,1.0,0.158,0.375
-0.5,1.96,1.97,1.91,3.5,4.2,2023-08-26T16:30:00.000Z,8534,6504,False,0,2,0,0.0,0.7,10.0,4.0,47.0,1.0,0.0,1.0,0.51,10.0,4.0,53.0,1.0,0.0,0.0,0.0,0.0,0.1,0.25,0.0,0.78,12.0,2.0,52.0,2.0,0.0,2.0,2.69,22.0,3.0,48.0,2.0,0.0,0.0,0.0,0.0,0.091,0.667
-0.75,1.94,1.99,1.62,4,5.25,2023-09-02T18:45:00.000Z,8524,6504,True,3,0,2,1.0,1.385,16.0,3.5,53.0,2.5,0.0,1.0,1.83,20.0,4.5,47.0,1.5,0.0,1.5,0.062,0.286,0.05,0.222,1.5,1.485,17.0,6.0,56.5,3.5,0.0,1.0,0.58,12.0,4.0,43.5,0.5,0.0,1.5,0.088,0.25,0.083,0.25
-0.75,1.86,2.07,1.62,4,5.5,2023-09-02T18:45:00.000Z,8543,9875,False,2,1,2,0.5,1.53,13.0,3.0,61.0,2.5,8.5,1.5,1.015,14.0,5.0,39.0,2.0,15.5,0.0,0.038,0.167,0.107,0.3,2.5,2.52,22.0,6.5,59.5,3.0,0.0,0.5,0.53,5.0,1.0,40.5,0.5,0.0,3.0,0.114,0.385,0.1,0.5
0,1.94,1.99,2.38,3.5,2.88,2023-09-17T16:00:00.000Z,8524,8535,False,2,3,0,2.0,1.41,17.333,6.667,51.333,3.667,0.0,0.667,0.507,10.667,3.333,48.667,0.333,0.0,2.0,0.115,0.3,0.063,0.2,2.0,0.907,8.333,3.667,62.667,1.333,7.0,2.333,1.4,10.333,5.0,37.333,3.667,3.333,1.333,0.24,0.545,0.226,0.467
-1.25,2,1.93,1.4,5,8,2023-09-24T13:00:00.000Z,8524,8529,True,2,0,2,0.25,0.778,9.25,1.5,37.0,2.0,0.0,1.0,1.238,13.75,3.25,63.0,1.75,0.0,0.5,0.027,0.167,0.073,0.308,2.0,1.232,15.75,6.0,49.25,2.75,0.0,1.25,0.66,11.75,4.5,50.75,0.75,0.0,1.5,0.127,0.333,0.106,0.278
0.25,1.89,2.04,3.2,3.5,2.25,2023-09-24T13:00:00.000Z,8535,8600,False,2,0,2,2.25,0.96,10.0,4.75,61.25,1.5,7.875,2.25,1.225,10.5,4.75,38.75,2.75,3.75,1.75,0.225,0.474,0.214,0.474,0.25,1.018,13.75,4.5,48.5,1.5,11.875,1.0,1.407,10.0,2.75,51.5,3.75,13.75,0.75,0.018,0.056,0.1,0.364
0.5,1.99,1.94,4.2,3.75,1.83,2023-09-27T16:30:00.000Z,8524,9876,False,1,0,2,2.0,1.332,14.6,6.0,50.8,2.6,0.0,1.0,0.678,11.4,3.6,49.2,1.0,0.0,1.8,0.137,0.333,0.088,0.278,0.8,0.586,9.0,2.6,43.8,1.0,0.0,1.0,1.106,13.8,5.2,56.2,2.2,0.0,1.4,0.089,0.308,0.072,0.192
0.5,1.95,1.98,5.25,3.8,1.67,2023-09-27T16:30:00.000Z,8529,8564,True,1,3,0,2.0,1.518,10.6,4.6,55.4,2.0,0.0,1.4,1.104,12.4,3.4,44.6,1.4,0.0,2.4,0.189,0.435,0.113,0.412,0.2,0.772,9.4,1.2,38.2,2.0,0.0,1.2,1.336,13.0,3.8,61.8,1.8,0.0,0.4,0.021,0.167,0.092,0.316
