index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,15/08/2024,Ath Bilbao,Getafe,1,1,1.48,4,8,-1,2.08,1.73
1,15/08/2024,Betis,Girona,1,1,2.35,3.4,3,-0.25,2.01,1.89
2,16/08/2024,Celta,Alaves,2,1,2,3.2,4.1,-0.25,1.82,2.11
3,16/08/2024,Las Palmas,Sevilla,2,2,2.8,3.25,2.63,0,1.86,2.07
4,17/08/2024,Osasuna,Leganes,1,1,1.85,3.3,4.5,-0.5,1.88,2.05
5,17/08/2024,Valencia,Barcelona,1,2,4.75,3.8,1.73,0.5,2.03,1.9
6,18/08/2024,Sociedad,Vallecano,1,2,1.57,3.75,7,-0.75,2.06,1.87
7,18/08/2024,Mallorca,Real Madrid,1,1,8,4.2,1.45,1.25,2.01,1.92
8,19/08/2024,Valladolid,Espanol,1,0,2.38,3,3.4,-0.25,1.95,1.98
9,19/08/2024,Villarreal,Ath Madrid,2,2,3.3,3.7,2.1,0.25,2.07,1.86
10,23/08/2024,Celta,Valencia,3,1,2.1,3.4,3.6,-0.25,1.86,2.04
11,23/08/2024,Sevilla,Villarreal,1,2,2.4,3.6,2.8,-0.25,1.91,1.99
12,24/08/2024,Osasuna,Mallorca,1,0,2.45,3.1,3.1,-0.25,2.04,1.89
13,24/08/2024,Barcelona,Ath Bilbao,2,1,1.62,4.2,5,-1,2,1.93
14,24/08/2024,Espanol,Sociedad,0,1,3.9,3.2,2.05,0.25,2.05,1.88
15,24/08/2024,Getafe,Vallecano,0,0,2.45,3,3.2,-0.25,2.18,1.77
16,25/08/2024,Real Madrid,Valladolid,3,0,1.18,7.5,15,-2.25,1.98,1.95
17,25/08/2024,Leganes,Las Palmas,2,1,2.25,3,3.6,-0.25,2.04,1.89
18,25/08/2024,Alaves,Betis,0,0,2.38,3.1,3.25,-0.25,2.11,1.82
19,25/08/2024,Ath Madrid,Girona,3,0,1.6,4.1,5.5,-1.25,2.1,1.83
20,26/08/2024,Villarreal,Celta,4,3,1.91,3.4,3.8,-0.75,1.87,2.06
21,27/08/2024,Mallorca,Sevilla,0,0,2.38,3.1,3.25,-0.25,2,1.93
22,27/08/2024,Vallecano,Barcelona,1,2,5.25,3.8,1.62,0.75,2.03,1.9
23,28/08/2024,Ath Bilbao,Valencia,1,0,1.62,3.9,5.75,-0.75,1.99,1.94
