index,Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,AHCh,B365CAHH,B365CAHA
0,11/09/2020,Watford,Middlesbrough,1,0,2,3.3,4,-0.5,2.05,1.85
1,12/09/2020,Birmingham,Brentford,1,0,4.5,3.6,1.8,0.5,1.97,1.93
2,12/09/2020,Wycombe,Rotherham,0,1,2.8,3.4,2.5,0.25,1.99,1.91
3,12/09/2020,Barnsley,Luton,0,1,2.1,3.4,3.6,-0.5,1.77,2.02
4,12/09/2020,Bournemouth,Blackburn,3,2,1.95,3.5,3.9,-0.5,2.06,1.84
5,12/09/2020,Bristol City,Coventry,2,1,2.2,3.3,3.4,-0.25,2,1.9
6,12/09/2020,Cardiff,Sheffield Weds,0,2,2.05,3.4,3.75,-0.25,2.05,1.85
7,12/09/2020,Derby,Reading,0,2,2.05,3.5,3.6,0,1.85,2.05
8,12/09/2020,Huddersfield,Norwich,0,1,3.3,3.5,2.15,0.25,1.97,1.93
9,12/09/2020,Millwall,Stoke,0,0,2.5,3.2,2.9,0,1.78,2.13
10,12/09/2020,Preston,Swansea,0,1,2.3,3.25,3.25,-0.25,2.05,1.85
11,12/09/2020,QPR,Nott'm Forest,2,0,3,3.3,2.4,0,1.96,1.94
12,18/09/2020,Coventry,QPR,3,2,2.4,3.25,3.1,-0.25,1.99,1.91
13,19/09/2020,Nott'm Forest,Cardiff,0,2,2.55,3.2,2.9,0,1.79,2.11
14,19/09/2020,Blackburn,Wycombe,5,0,1.57,3.8,6.5,-1,2.08,1.82
15,19/09/2020,Brentford,Huddersfield,3,0,1.53,4,7,-1,1.89,2.01
16,19/09/2020,Luton,Derby,2,1,2.7,3.25,2.65,0,1.98,1.92
17,19/09/2020,Middlesbrough,Bournemouth,1,1,2.9,3.25,2.5,0.25,1.8,2.1
18,19/09/2020,Norwich,Preston,2,2,1.8,3.6,4.5,-0.5,1.97,1.82
19,19/09/2020,Reading,Barnsley,2,0,2.4,3.3,3,-0.25,2.11,1.79
20,19/09/2020,Rotherham,Millwall,0,1,2.8,3.1,2.7,0.25,1.78,2.13
21,19/09/2020,Sheffield Weds,Watford,0,0,2.87,3.25,2.55,-0.25,2.11,1.79
22,19/09/2020,Swansea,Birmingham,0,0,2.05,3.2,3.9,-0.25,1.93,1.97
23,20/09/2020,Stoke,Bristol City,0,2,2,3.5,3.8,-0.5,1.95,1.95
24,25/09/2020,Huddersfield,Nott'm Forest,1,0,3,3.2,2.45,0,2.04,1.86
25,26/09/2020,Watford,Luton,1,0,1.7,3.75,5.25,-0.5,1.82,2.08
26,26/09/2020,Wycombe,Swansea,0,2,4.75,3.7,1.75,0.75,1.75,2.05
27,26/09/2020,Barnsley,Coventry,0,0,2.2,3.3,3.4,-0.25,2.09,1.81
28,26/09/2020,Birmingham,Rotherham,1,1,2.2,3.3,3.4,-0.25,1.86,2.04
29,26/09/2020,Cardiff,Reading,1,2,2.1,3.4,3.5,-0.25,1.95,1.95
30,26/09/2020,Derby,Blackburn,0,4,2.75,3.25,2.62,0.25,1.87,2.03
31,26/09/2020,Millwall,Brentford,1,1,3.5,3.3,2.15,0.5,1.96,1.94
32,26/09/2020,Preston,Stoke,0,1,2.45,3.2,3,0,1.87,2.03
33,26/09/2020,QPR,Middlesbrough,1,1,2.62,3.25,2.75,0,2.14,1.77
34,27/09/2020,Bristol City,Sheffield Weds,2,0,2.55,3.25,2.87,0,2.06,1.84
35,27/09/2020,Bournemouth,Norwich,1,0,2.4,3.4,2.9,-0.25,2.05,1.85
36,02/10/2020,Coventry,Bournemouth,1,3,3.7,3.3,2.1,0.25,1.83,2.07
37,03/10/2020,Norwich,Derby,0,1,1.65,4,5,-0.75,1.95,1.95
38,03/10/2020,Blackburn,Cardiff,0,0,2.2,3.25,3.5,-0.25,1.89,2.01
39,03/10/2020,Luton,Wycombe,2,0,1.72,3.6,5,-0.5,1.86,2.04
40,03/10/2020,Middlesbrough,Barnsley,2,1,2.2,3.4,3.3,-0.25,2.1,1.8
41,03/10/2020,Nott'm Forest,Bristol City,1,2,2.62,3.3,2.7,0,1.91,1.99
42,03/10/2020,Reading,Watford,1,0,3.4,3.2,2.25,0.25,1.94,1.96
43,03/10/2020,Rotherham,Huddersfield,1,1,2.37,3.1,3.25,-0.25,2.04,1.86
44,03/10/2020,Sheffield Weds,QPR,1,1,2,3.5,3.8,-0.5,2.08,1.82
45,03/10/2020,Swansea,Millwall,2,1,2.37,3.1,3.25,-0.25,2.06,1.84
46,04/10/2020,Brentford,Preston,2,4,1.7,3.8,5,-0.75,2.01,1.89
47,04/10/2020,Stoke,Birmingham,1,1,2.25,3.1,3.5,-0.25,2.08,1.82
48,16/10/2020,Derby,Watford,0,1,3.4,3.25,2.2,0.25,1.96,1.94
