wins,draws,losses,Points Earned,goals,goals against,Expected goals (xG),Expected goals (xG) against,Ball possession,Total shots,Shots on target,Total shots against,Shots on target against,goal diff,id
13,10,16,49.0,55.0,68.0,56.72,58.85,1673.0,542.0,185.0,534.0,198.0,-13.0,8678
28,5,5,89.0,91.0,29.0,77.4,28.4,2222.0,657.0,228.0,323.0,87.0,62.0,9825
20,8,10,68.0,76.0,61.0,64.71,60.74,2024.0,515.0,191.0,455.0,181.0,15.0,10252
10,9,19,39.0,56.0,65.0,59.83,56.71,1709.0,473.0,172.0,548.0,187.0,-9.0,9937
12,12,14,48.0,55.0,62.0,58.03,56.45,2290.0,561.0,208.0,468.0,171.0,-7.0,10204
5,9,24,24.0,41.0,78.0,40.86,71.92,1800.0,433.0,142.0,615.0,247.0,-37.0,8191
18,9,11,63.0,77.0,63.0,75.27,58.96,2239.0,549.0,215.0,556.0,188.0,14.0,8455
13,10,15,49.0,57.0,58.0,49.13,52.79,1598.0,456.0,169.0,460.0,157.0,-1.0,9826
13,9,16,48.0,40.0,51.0,54.87,56.08,1541.0,507.0,162.0,538.0,171.0,-11.0,8668
13,8,17,47.0,55.0,61.0,51.55,64.23,1931.0,501.0,180.0,523.0,196.0,-6.0,9879
24,10,4,82.0,86.0,41.0,89.35,46.15,2343.0,790.0,277.0,414.0,149.0,45.0,8650
6,9,24,27.0,53.0,86.0,43.35,79.75,1600.0,432.0,141.0,660.0,233.0,-33.0,8346
28,7,3,91.0,96.0,34.0,81.97,35.88,2486.0,693.0,278.0,294.0,111.0,62.0,8456
18,6,14,60.0,57.0,58.0,56.93,70.07,1920.0,550.0,193.0,667.0,210.0,-1.0,10260
18,6,14,60.0,85.0,62.0,77.08,61.98,1985.0,551.0,213.0,534.0,202.0,23.0,10261
9,9,20,36.0,49.0,67.0,50.34,53.9,1529.0,451.0,148.0,509.0,171.0,-18.0,10203
3,7,28,16.0,35.0,104.0,39.09,77.48,1344.0,365.0,129.0,678.0,269.0,-69.0,8657
20,6,12,66.0,74.0,61.0,68.96,64.55,2357.0,584.0,215.0,485.0,172.0,13.0,8586
14,10,14,52.0,60.0,74.0,52.91,72.15,1550.0,450.0,154.0,652.0,246.0,-14.0,8654
13,7,18,46.0,50.0,65.0,47.61,68.92,1859.0,429.0,160.0,576.0,214.0,-15.0,8602
4,10,24,22.0,36.0,82.0,34.72,74.35,1531.0,376.0,127.0,607.0,216.0,-46.0,9902
6,7,25,25.0,33.0,80.0,32.75,73.27,1724.0,335.0,111.0,643.0,216.0,-47.0,8197
2,6,30,12.0,26.0,86.0,33.23,87.2,1849.0,343.0,111.0,681.0,256.0,-60.0,8466
